The 'absorption cross section' of Ozone at the relevant wavelength has been updated
by the BIPM (the international bureau of weights and measures) and reflected within
the updated CEN reference method EN14625:2024. This results in an increase of ~1.24%
and will dramatically improve measurement uncertainty - this change has been applied
to all data from 1 January 2025.
Please refer to the UK-AIR data page ( https://uk-air.defra.gov.uk/data/ ) for further details:

Hourly measurement data supplied by UK-air on 13/07/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Marylebone Road",,,,,
Latitude,,51.522530,,,,,,
Longitude,,-0.154611,,,,,,
Site Type,,Urban Traffic,,,,,,
Zone,,Greater London,,,,,,
Agglomeration,,Greater London Urban Area,,,,,,
Local Authority,,"Westminster",,,,,,
Date,Time,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status
2021-01-01,01:00:00,28.53851,V ugm-3,6.08624,V ugm-3,20.99867,V ugm-3
2021-01-01,02:00:00,22.15227,V ugm-3,7.40564,V ugm-3,26.71965,V ugm-3
2021-01-01,03:00:00,31.03314,V ugm-3,5.01157,V ugm-3,21.01699,V ugm-3
2021-01-01,04:00:00,26.04389,V ugm-3,12.76834,V ugm-3,26.59591,V ugm-3
2021-01-01,05:00:00,18.62653,V ugm-3,9.09745,V ugm-3,27.38453,V ugm-3
2021-01-01,06:00:00,17.46238,V ugm-3,14.77936,V ugm-3,23.7544,V ugm-3
2021-01-01,07:00:00,18.56001,V ugm-3,14.10902,V ugm-3,24.15303,V ugm-3
2021-01-01,08:00:00,15.317,V ugm-3,13.69405,V ugm-3,28.08053,V ugm-3
2021-01-01,09:00:00,15.86582,V ugm-3,11.90648,V ugm-3,29.03062,V ugm-3
2021-01-01,10:00:00,14.10295,V ugm-3,18.99291,V ugm-3,34.71777,V ugm-3
2021-01-01,11:00:00,15.03427,V ugm-3,24.54714,V ugm-3,36.02664,V ugm-3
2021-01-01,12:00:00,9.44631,V ugm-3,31.69741,V ugm-3,37.11468,V ugm-3
2021-01-01,13:00:00,7.65018,V ugm-3,25.56861,V ugm-3,36.63842,V ugm-3
2021-01-01,14:00:00,4.05792,V ugm-3,43.31661,V ugm-3,40.15931,V ugm-3
2021-01-01,15:00:00,2.46136,V ugm-3,44.49768,V ugm-3,39.55836,V ugm-3
2021-01-01,16:00:00,1.72961,V ugm-3,54.87196,V ugm-3,38.07461,V ugm-3
2021-01-01,17:00:00,1.39699,V ugm-3,53.97818,V ugm-3,43.94627,V ugm-3
2021-01-01,18:00:00,1.49678,V ugm-3,45.80644,V ugm-3,41.71404,V ugm-3
2021-01-01,19:00:00,1.33047,V ugm-3,32.65504,V ugm-3,39.32475,V ugm-3
2021-01-01,20:00:00,3.19312,V ugm-3,11.55535,V ugm-3,33.29582,V ugm-3
2021-01-01,21:00:00,12.90553,V ugm-3,7.5014,V ugm-3,25.81454,V ugm-3
2021-01-01,22:00:00,21.0879,V ugm-3,5.68191,V ugm-3,16.02034,V ugm-3
2021-01-01,23:00:00,25.74453,V ugm-3,6.12881,V ugm-3,11.99551,V ugm-3
2021-01-01,24:00:00,24.8132,V ugm-3,5.61807,V ugm-3,15.24703,V ugm-3
2021-01-02,01:00:00,No data,V ugm-3,4.33536,V ugm-3,9.76401,V ugm-3
2021-01-02,02:00:00,No data,V ugm-3,3.1764,V ugm-3,9.01123,V ugm-3
2021-01-02,03:00:00,29.53636,V ugm-3,1.83501,V ugm-3,7.35432,V ugm-3
2021-01-02,04:00:00,30.53421,V ugm-3,2.57546,V ugm-3,10.7435,V ugm-3
2021-01-02,05:00:00,31.19944,V ugm-3,1.93159,V ugm-3,8.3252,V ugm-3
2021-01-02,06:00:00,30.26812,V ugm-3,4.15293,V ugm-3,11.29243,V ugm-3
2021-01-02,07:00:00,No data,V ugm-3,6.14891,V ugm-3,11.92942,V ugm-3
2021-01-02,08:00:00,27.60718,V ugm-3,7.88734,V ugm-3,18.06961,V ugm-3
2021-01-02,09:00:00,25.14582,V ugm-3,24.14493,V ugm-3,41.98686,V ugm-3
2021-01-02,10:00:00,23.01707,V ugm-3,12.33001,V ugm-3,22.0094,V ugm-3
2021-01-02,11:00:00,18.75958,V ugm-3,17.6097,V ugm-3,27.63345,V ugm-3
2021-01-02,12:00:00,24.48059,V ugm-3,11.65395,V ugm-3,24.50552,V ugm-3
2021-01-02,13:00:00,30.68389,V ugm-3,13.61774,V ugm-3,21.29982,V ugm-3
2021-01-02,14:00:00,36.7874,V ugm-3,9.69017,V ugm-3,19.58657,V ugm-3
2021-01-02,15:00:00,30.26812,V ugm-3,10.43061,V ugm-3,23.17035,V ugm-3
2021-01-02,16:00:00,16.76388,V ugm-3,17.19119,V ugm-3,30.56174,V ugm-3
2021-01-02,17:00:00,15.83255,V ugm-3,16.70829,V ugm-3,33.58875,V ugm-3
2021-01-02,18:00:00,10.92646,V ugm-3,18.76866,V ugm-3,40.35429,V ugm-3
2021-01-02,19:00:00,7.38409,V ugm-3,23.27571,V ugm-3,43.22234,V ugm-3
2021-01-02,20:00:00,5.88732,V ugm-3,20.9578,V ugm-3,44.58714,V ugm-3
2021-01-02,21:00:00,9.47958,V ugm-3,12.90949,V ugm-3,40.09461,V ugm-3
2021-01-02,22:00:00,16.26496,V ugm-3,9.78675,V ugm-3,31.69844,V ugm-3
2021-01-02,23:00:00,15.26711,V ugm-3,13.52116,V ugm-3,33.51326,V ugm-3
2021-01-02,24:00:00,21.25421,V ugm-3,5.2153,V ugm-3,20.17201,V ugm-3
2021-01-03,01:00:00,20.8218,V ugm-3,4.71834,V ugm-3,21.84512,V ugm-3
2021-01-03,02:00:00,34.85823,V ugm-3,2.4241,V ugm-3,10.43179,V ugm-3
2021-01-03,03:00:00,40.5626,V ugm-3,1.20123,V ugm-3,6.42241,V ugm-3
2021-01-03,04:00:00,39.86411,V ugm-3,1.16876,V ugm-3,8.62384,V ugm-3
2021-01-03,05:00:00,30.13507,V ugm-3,3.96081,V ugm-3,15.00319,V ugm-3
2021-01-03,06:00:00,26.94195,V ugm-3,2.88944,V ugm-3,10.97341,V ugm-3
2021-01-03,07:00:00,24.49722,V ugm-3,7.56449,V ugm-3,14.17212,V ugm-3
2021-01-03,08:00:00,20.30625,V ugm-3,7.79175,V ugm-3,17.44233,V ugm-3
2021-01-03,09:00:00,23.05034,V ugm-3,6.81778,V ugm-3,14.73024,V ugm-3
2021-01-03,10:00:00,21.85292,V ugm-3,7.53202,V ugm-3,16.47134,V ugm-3
2021-01-03,11:00:00,22.45163,V ugm-3,7.69435,V ugm-3,15.29332,V ugm-3
2021-01-03,12:00:00,22.90066,V ugm-3,9.1553,V ugm-3,15.98729,V ugm-3
2021-01-03,13:00:00,24.54711,V ugm-3,9.31763,V ugm-3,17.30322,V ugm-3
2021-01-03,14:00:00,27.74023,V ugm-3,7.14244,V ugm-3,13.59673,V ugm-3
2021-01-03,15:00:00,25.99399,V ugm-3,6.81778,V ugm-3,16.09947,V ugm-3
2021-01-03,16:00:00,17.91141,V ugm-3,24.05702,V ugm-3,25.80418,V ugm-3
2021-01-03,17:00:00,17.3127,V ugm-3,8.2138,V ugm-3,24.86386,V ugm-3
2021-01-03,18:00:00,26.5927,V ugm-3,6.49312,V ugm-3,19.72693,V ugm-3
2021-01-03,19:00:00,20.75528,V ugm-3,5.74641,V ugm-3,22.87681,V ugm-3
2021-01-03,20:00:00,20.80517,V ugm-3,6.62299,V ugm-3,23.4399,V ugm-3
2021-01-03,21:00:00,19.15872,V ugm-3,5.74641,V ugm-3,24.88175,V ugm-3
2021-01-03,22:00:00,23.89851,V ugm-3,2.72711,V ugm-3,17.48164,V ugm-3
2021-01-03,23:00:00,26.24346,V ugm-3,2.53232,V ugm-3,15.33527,V ugm-3
2021-01-03,24:00:00,27.64045,V ugm-3,2.01287,V ugm-3,12.65977,V ugm-3
2021-01-04,01:00:00,33.9269,V ugm-3,1.44047,V ugm-3,8.80123,V ugm-3
2021-01-04,02:00:00,32.46339,V ugm-3,1.39682,V ugm-3,7.16424,V ugm-3
2021-01-04,03:00:00,34.5755,V ugm-3,0.78571,V ugm-3,5.72561,V ugm-3
2021-01-04,04:00:00,37.96819,V ugm-3,1.27678,V ugm-3,5.70992,V ugm-3
2021-01-04,05:00:00,38.36733,V ugm-3,1.76785,V ugm-3,5.69423,V ugm-3
2021-01-04,06:00:00,35.39041,V ugm-3,4.32142,V ugm-3,9.6922,V ugm-3
2021-01-04,07:00:00,32.48002,V ugm-3,4.81248,V ugm-3,11.93747,V ugm-3
2021-01-04,08:00:00,31.98109,V ugm-3,5.43451,V ugm-3,13.5396,V ugm-3
2021-01-04,09:00:00,30.33464,V ugm-3,4.84522,V ugm-3,15.03297,V ugm-3
2021-01-04,10:00:00,29.20374,V ugm-3,5.30356,V ugm-3,17.08268,V ugm-3
2021-01-04,11:00:00,32.72948,V ugm-3,4.94344,V ugm-3,15.6688,V ugm-3
2021-01-04,12:00:00,36.87056,V ugm-3,4.77975,V ugm-3,15.08421,V ugm-3
2021-01-04,13:00:00,38.26755,V ugm-3,4.74701,V ugm-3,14.8395,V ugm-3
2021-01-04,14:00:00,37.86841,V ugm-3,4.48511,V ugm-3,16.96138,V ugm-3
2021-01-04,15:00:00,37.12002,V ugm-3,6.2857,V ugm-3,17.0513,V ugm-3
2021-01-04,16:00:00,36.37163,V ugm-3,4.55058,V ugm-3,16.12371,V ugm-3
2021-01-04,17:00:00,31.68174,V ugm-3,5.8601,V ugm-3,17.80217,V ugm-3
2021-01-04,18:00:00,30.83357,V ugm-3,4.84522,V ugm-3,20.04641,V ugm-3
2021-01-04,19:00:00,33.07873,V ugm-3,4.74701,V ugm-3,20.68852,V ugm-3
2021-01-04,20:00:00,36.67099,V ugm-3,4.32142,V ugm-3,16.6717,V ugm-3
2021-01-04,21:00:00,36.42153,V ugm-3,4.32142,V ugm-3,15.49207,V ugm-3
2021-01-04,22:00:00,37.9183,V ugm-3,4.19046,V ugm-3,14.07086,V ugm-3
2021-01-04,23:00:00,40.6125,V ugm-3,3.04463,V ugm-3,10.76518,V ugm-3
2021-01-04,24:00:00,40.36303,V ugm-3,3.07737,V ugm-3,10.91159,V ugm-3
2021-01-05,01:00:00,42.37536,V ugm-3,2.42076,V ugm-3,8.40814,V ugm-3
2021-01-05,02:00:00,44.90325,V ugm-3,1.10035,V ugm-3,5.75604,V ugm-3
2021-01-05,03:00:00,45.15271,V ugm-3,1.25439,V ugm-3,4.40006,V ugm-3
2021-01-05,04:00:00,43.10712,V ugm-3,1.38644,V ugm-3,4.79042,V ugm-3
2021-01-05,05:00:00,41.85981,V ugm-3,1.94761,V ugm-3,6.25185,V ugm-3
2021-01-05,06:00:00,37.76862,V ugm-3,5.38069,V ugm-3,9.92961,V ugm-3
2021-01-05,07:00:00,34.12647,V ugm-3,6.43702,V ugm-3,15.12738,V ugm-3
2021-01-05,08:00:00,29.23701,V ugm-3,8.68173,V ugm-3,22.99857,V ugm-3
2021-01-05,09:00:00,29.0707,V ugm-3,8.2856,V ugm-3,22.46971,V ugm-3
2021-01-05,10:00:00,28.73808,V ugm-3,10.99245,V ugm-3,23.70406,V ugm-3
2021-01-05,11:00:00,28.38883,V ugm-3,9.07785,V ugm-3,21.15614,V ugm-3
2021-01-05,12:00:00,29.53636,V ugm-3,8.41765,V ugm-3,18.06809,V ugm-3
2021-01-05,13:00:00,26.5927,V ugm-3,9.14387,V ugm-3,21.99355,V ugm-3
2021-01-05,14:00:00,25.79442,V ugm-3,9.20989,V ugm-3,21.5465,V ugm-3
2021-01-05,15:00:00,24.54711,V ugm-3,8.38463,V ugm-3,19.65016,V ugm-3
2021-01-05,16:00:00,23.10023,V ugm-3,9.14387,V ugm-3,21.00551,V ugm-3
2021-01-05,17:00:00,20.50582,V ugm-3,8.41765,V ugm-3,22.51426,V ugm-3
2021-01-05,18:00:00,22.25206,V ugm-3,8.18657,V ugm-3,18.37299,V ugm-3
2021-01-05,19:00:00,21.80302,V ugm-3,10.43128,V ugm-3,20.76058,V ugm-3
2021-01-05,20:00:00,20.20646,V ugm-3,8.68173,V ugm-3,20.92369,V ugm-3
2021-01-05,21:00:00,21.85292,V ugm-3,6.70111,V ugm-3,19.66264,V ugm-3
2021-01-05,22:00:00,25.19571,V ugm-3,3.8292,V ugm-3,12.90134,V ugm-3
2021-01-05,23:00:00,25.39528,V ugm-3,3.30104,V ugm-3,11.88332,V ugm-3
2021-01-05,24:00:00,26.09378,V ugm-3,2.5418,V ugm-3,9.63874,V ugm-3
2021-01-06,01:00:00,28.67156,V ugm-3,2.66262,V ugm-3,7.23809,V ugm-3
2021-01-06,02:00:00,29.80245,V ugm-3,1.64195,V ugm-3,6.6846,V ugm-3
2021-01-06,03:00:00,31.03314,V ugm-3,1.09833,V ugm-3,6.35959,V ugm-3
2021-01-06,04:00:00,30.33464,V ugm-3,1.46444,V ugm-3,5.54996,V ugm-3
2021-01-06,05:00:00,29.2869,V ugm-3,2.06353,V ugm-3,7.56086,V ugm-3
2021-01-06,06:00:00,27.74023,V ugm-3,5.42509,V ugm-3,10.49986,V ugm-3
2021-01-06,07:00:00,25.54496,V ugm-3,8.6868,V ugm-3,14.3864,V ugm-3
2021-01-06,08:00:00,20.85507,V ugm-3,10.38422,V ugm-3,20.12531,V ugm-3
2021-01-06,09:00:00,16.6142,V ugm-3,10.6172,V ugm-3,25.62705,V ugm-3
2021-01-06,10:00:00,16.76388,V ugm-3,14.2783,V ugm-3,24.82971,V ugm-3
2021-01-06,11:00:00,16.51442,V ugm-3,17.9394,V ugm-3,29.84168,V ugm-3
2021-01-06,12:00:00,22.61793,V ugm-3,13.89,V ugm-3,22.19769,V ugm-3
2021-01-06,13:00:00,15.56646,V ugm-3,No data,V ugm-3,No data,V ugm-3
2021-01-06,14:00:00,16.56431,V ugm-3,13.64593,V ugm-3,23.41602,V ugm-3
2021-01-06,15:00:00,19.90711,V ugm-3,10.75033,V ugm-3,19.06743,V ugm-3
2021-01-06,16:00:00,16.51442,V ugm-3,13.01356,V ugm-3,23.78982,V ugm-3
2021-01-06,17:00:00,14.01979,V ugm-3,13.08012,V ugm-3,30.39081,V ugm-3
2021-01-06,18:00:00,7.9828,V ugm-3,24.46282,V ugm-3,37.91268,V ugm-3
2021-01-06,19:00:00,9.77893,V ugm-3,17.77299,V ugm-3,34.31729,V ugm-3
2021-01-06,20:00:00,9.42968,V ugm-3,14.37815,V ugm-3,36.19594,V ugm-3
2021-01-06,21:00:00,11.67485,V ugm-3,11.28285,V ugm-3,34.4872,V ugm-3
2021-01-06,22:00:00,14.76818,V ugm-3,10.31765,V ugm-3,32.34253,V ugm-3
2021-01-06,23:00:00,11.42538,V ugm-3,11.28285,V ugm-3,32.79902,V ugm-3
2021-01-06,24:00:00,12.87227,V ugm-3,15.97572,V ugm-3,32.75332,V ugm-3
2021-01-07,01:00:00,14.36904,V ugm-3,11.33294,V ugm-3,24.87877,V ugm-3
2021-01-07,02:00:00,21.55356,V ugm-3,5.11093,V ugm-3,18.45725,V ugm-3
2021-01-07,03:00:00,22.30195,V ugm-3,5.49981,V ugm-3,18.04312,V ugm-3
2021-01-07,04:00:00,21.75313,V ugm-3,2.36658,V ugm-3,19.17148,V ugm-3
2021-01-07,05:00:00,17.16302,V ugm-3,4.73317,V ugm-3,23.19251,V ugm-3
2021-01-07,06:00:00,13.62065,V ugm-3,19.59931,V ugm-3,30.69899,V ugm-3
2021-01-07,07:00:00,6.18667,V ugm-3,34.83212,V ugm-3,47.13093,V ugm-3
2021-01-07,08:00:00,1.64645,V ugm-3,60.86454,V ugm-3,53.11353,V ugm-3
2021-01-07,09:00:00,1.29721,V ugm-3,94.13004,V ugm-3,59.08279,V ugm-3
2021-01-07,10:00:00,2.04559,V ugm-3,114.42933,V ugm-3,62.97756,V ugm-3
2021-01-07,11:00:00,3.24301,V ugm-3,99.42985,V ugm-3,57.01671,V ugm-3
2021-01-07,12:00:00,4.19097,V ugm-3,99.42985,V ugm-3,59.55006,V ugm-3
2021-01-07,13:00:00,4.64,V ugm-3,93.76339,V ugm-3,55.62142,V ugm-3
2021-01-07,14:00:00,4.98925,V ugm-3,103.32972,V ugm-3,64.15084,V ugm-3
2021-01-07,15:00:00,5.13893,V ugm-3,81.69714,V ugm-3,61.10825,V ugm-3
2021-01-07,16:00:00,9.37979,V ugm-3,50.93155,V ugm-3,50.51107,V ugm-3
2021-01-07,17:00:00,5.68775,V ugm-3,63.76444,V ugm-3,62.87374,V ugm-3
2021-01-07,18:00:00,1.89592,V ugm-3,96.52996,V ugm-3,61.11544,V ugm-3
2021-01-07,19:00:00,1.44688,V ugm-3,69.73089,V ugm-3,53.07954,V ugm-3
2021-01-07,20:00:00,2.49463,V ugm-3,39.43195,V ugm-3,51.40353,V ugm-3
2021-01-07,21:00:00,1.84602,V ugm-3,49.59827,V ugm-3,50.66781,V ugm-3
2021-01-07,22:00:00,1.64645,V ugm-3,40.86524,V ugm-3,48.95749,V ugm-3
2021-01-07,23:00:00,2.09549,V ugm-3,42.76517,V ugm-3,49.07439,V ugm-3
2021-01-07,24:00:00,3.14323,V ugm-3,32.36553,V ugm-3,43.26323,V ugm-3
2021-01-08,01:00:00,1.39699,V ugm-3,40.68103,V ugm-3,48.54249,V ugm-3
2021-01-08,02:00:00,3.1266,V ugm-3,20.96364,V ugm-3,40.01331,V ugm-3
2021-01-08,03:00:00,2.14538,V ugm-3,20.02895,V ugm-3,36.92423,V ugm-3
2021-01-08,04:00:00,1.44688,V ugm-3,26.17116,V ugm-3,35.90476,V ugm-3
2021-01-08,05:00:00,1.14753,V ugm-3,29.70961,V ugm-3,34.10695,V ugm-3
2021-01-08,06:00:00,0.99785,V ugm-3,72.37128,V ugm-3,37.81902,V ugm-3
2021-01-08,07:00:00,0.79828,V ugm-3,57.91705,V ugm-3,43.13526,V ugm-3
2021-01-08,08:00:00,1.24731,V ugm-3,149.08217,V ugm-3,54.32404,V ugm-3
2021-01-08,09:00:00,1.14753,V ugm-3,113.19696,V ugm-3,41.6627,V ugm-3
2021-01-08,10:00:00,1.54667,V ugm-3,82.28561,V ugm-3,40.10989,V ugm-3
2021-01-08,11:00:00,1.59656,V ugm-3,93.70211,V ugm-3,44.52031,V ugm-3
2021-01-08,12:00:00,2.79398,V ugm-3,55.68049,V ugm-3,44.82529,V ugm-3
2021-01-08,13:00:00,4.98925,V ugm-3,32.04632,V ugm-3,40.8109,V ugm-3
2021-01-08,14:00:00,7.38409,V ugm-3,24.56885,V ugm-3,43.67897,V ugm-3
2021-01-08,15:00:00,5.58796,V ugm-3,25.40339,V ugm-3,45.0332,V ugm-3
2021-01-08,16:00:00,3.74194,V ugm-3,29.57609,V ugm-3,47.53055,V ugm-3
2021-01-08,17:00:00,5.53807,V ugm-3,19.29456,V ugm-3,42.17497,V ugm-3
2021-01-08,18:00:00,6.33635,V ugm-3,18.69369,V ugm-3,47.86701,V ugm-3
2021-01-08,19:00:00,10.02839,V ugm-3,11.68356,V ugm-3,42.0673,V ugm-3
2021-01-08,20:00:00,10.72689,V ugm-3,13.9535,V ugm-3,37.94073,V ugm-3
2021-01-08,21:00:00,11.52517,V ugm-3,10.01448,V ugm-3,36.07899,V ugm-3
2021-01-08,22:00:00,11.07614,V ugm-3,10.34829,V ugm-3,30.44856,V ugm-3
2021-01-08,23:00:00,6.23656,V ugm-3,6.54279,V ugm-3,33.74914,V ugm-3
2021-01-08,24:00:00,9.9785,V ugm-3,5.77502,V ugm-3,28.86359,V ugm-3
2021-01-09,01:00:00,17.42911,V ugm-3,3.29853,V ugm-3,21.39142,V ugm-3
2021-01-09,02:00:00,23.81535,V ugm-3,2.76363,V ugm-3,17.57139,V ugm-3
2021-01-09,03:00:00,25.84432,V ugm-3,2.34017,V ugm-3,14.16052,V ugm-3
2021-01-09,04:00:00,27.49077,V ugm-3,1.939,V ugm-3,13.98018,V ugm-3
2021-01-09,05:00:00,25.14582,V ugm-3,3.17595,V ugm-3,15.91171,V ugm-3
2021-01-09,06:00:00,26.34324,V ugm-3,3.7777,V ugm-3,15.48619,V ugm-3
2021-01-09,07:00:00,19.25851,V ugm-3,15.54542,V ugm-3,26.9244,V ugm-3
2021-01-09,08:00:00,14.41893,V ugm-3,14.27504,V ugm-3,30.11519,V ugm-3
2021-01-09,09:00:00,14.41893,V ugm-3,12.73721,V ugm-3,29.09245,V ugm-3
2021-01-09,10:00:00,11.37549,V ugm-3,22.79995,V ugm-3,34.39485,V ugm-3
2021-01-09,11:00:00,15.11743,V ugm-3,17.18354,V ugm-3,34.15705,V ugm-3
2021-01-09,12:00:00,12.37334,V ugm-3,30.58937,V ugm-3,39.15592,V ugm-3
2021-01-09,13:00:00,8.03269,V ugm-3,45.9342,V ugm-3,55.30113,V ugm-3
2021-01-09,14:00:00,9.82882,V ugm-3,46.63625,V ugm-3,55.11956,V ugm-3
2021-01-09,15:00:00,16.86367,V ugm-3,21.89731,V ugm-3,48.15824,V ugm-3
2021-01-09,16:00:00,9.08044,V ugm-3,32.82925,V ugm-3,59.68476,V ugm-3
2021-01-09,17:00:00,2.34495,V ugm-3,46.26851,V ugm-3,65.57697,V ugm-3
2021-01-09,18:00:00,1.9957,V ugm-3,93.03849,V ugm-3,68.68708,V ugm-3
2021-01-09,19:00:00,2.74409,V ugm-3,145.02371,V ugm-3,73.99245,V ugm-3
2021-01-09,20:00:00,2.6443,V ugm-3,119.28183,V ugm-3,70.65702,V ugm-3
2021-01-09,21:00:00,3.44258,V ugm-3,104.87307,V ugm-3,61.47858,V ugm-3
2021-01-09,22:00:00,2.6942,V ugm-3,92.80448,V ugm-3,55.07562,V ugm-3
2021-01-09,23:00:00,2.04559,V ugm-3,45.83391,V ugm-3,43.87101,V ugm-3
2021-01-09,24:00:00,1.84602,V ugm-3,51.3166,V ugm-3,41.33087,V ugm-3
2021-01-10,01:00:00,2.72746,V ugm-3,26.87362,V ugm-3,38.83886,V ugm-3
2021-01-10,02:00:00,10.64373,V ugm-3,15.8474,V ugm-3,29.0861,V ugm-3
2021-01-10,03:00:00,13.42108,V ugm-3,9.84325,V ugm-3,30.31774,V ugm-3
2021-01-10,04:00:00,18.06108,V ugm-3,11.24942,V ugm-3,22.74022,V ugm-3
2021-01-10,05:00:00,18.75958,V ugm-3,6.89697,V ugm-3,23.39563,V ugm-3
2021-01-10,06:00:00,19.50797,V ugm-3,6.79653,V ugm-3,22.7041,V ugm-3
2021-01-10,07:00:00,16.36474,V ugm-3,19.71997,V ugm-3,31.48759,V ugm-3
2021-01-10,08:00:00,16.36474,V ugm-3,21.96316,V ugm-3,29.29153,V ugm-3
2021-01-10,09:00:00,13.47098,V ugm-3,19.75345,V ugm-3,32.92839,V ugm-3
2021-01-10,10:00:00,11.22581,V ugm-3,33.14562,V ugm-3,38.05865,V ugm-3
2021-01-10,11:00:00,10.47743,V ugm-3,35.45577,V ugm-3,36.90388,V ugm-3
2021-01-10,12:00:00,8.38194,V ugm-3,47.14044,V ugm-3,49.0292,V ugm-3
2021-01-10,13:00:00,7.25104,V ugm-3,47.54221,V ugm-3,48.86081,V ugm-3
2021-01-10,14:00:00,6.83527,V ugm-3,50.48848,V ugm-3,46.18354,V ugm-3
2021-01-10,15:00:00,4.78968,V ugm-3,57.41893,V ugm-3,49.93119,V ugm-3
2021-01-10,16:00:00,4.34065,V ugm-3,50.18716,V ugm-3,48.53559,V ugm-3
2021-01-10,17:00:00,3.64215,V ugm-3,44.32808,V ugm-3,49.41214,V ugm-3
2021-01-10,18:00:00,2.54452,V ugm-3,51.05765,V ugm-3,53.66676,V ugm-3
2021-01-10,19:00:00,4.25749,V ugm-3,51.59334,V ugm-3,56.22755,V ugm-3
2021-01-10,20:00:00,6.31972,V ugm-3,56.11319,V ugm-3,57.7526,V ugm-3
2021-01-10,21:00:00,6.58581,V ugm-3,32.14121,V ugm-3,50.98866,V ugm-3
2021-01-10,22:00:00,10.44416,V ugm-3,29.89802,V ugm-3,46.51988,V ugm-3
2021-01-10,23:00:00,17.36259,V ugm-3,21.66184,V ugm-3,41.49164,V ugm-3
2021-01-10,24:00:00,16.71399,V ugm-3,19.35169,V ugm-3,40.15953,V ugm-3
2021-01-11,01:00:00,10.24459,V ugm-3,28.74626,V ugm-3,38.32398,V ugm-3
2021-01-11,02:00:00,No data,V ugm-3,13.00958,V ugm-3,29.74494,V ugm-3
2021-01-11,03:00:00,16.29822,V ugm-3,9.58954,V ugm-3,25.84986,V ugm-3
2021-01-11,04:00:00,15.43341,V ugm-3,9.85778,V ugm-3,25.8864,V ugm-3
2021-01-11,05:00:00,16.69736,V ugm-3,14.95431,V ugm-3,29.11832,V ugm-3
2021-01-11,06:00:00,20.15657,V ugm-3,30.81393,V ugm-3,30.2772,V ugm-3
2021-01-11,07:00:00,10.8433,V ugm-3,68.19971,V ugm-3,50.02988,V ugm-3
2021-01-11,08:00:00,5.1223,V ugm-3,116.44916,V ugm-3,63.276,V ugm-3
2021-01-11,09:00:00,6.51929,V ugm-3,100.09777,V ugm-3,66.5865,V ugm-3
2021-01-11,10:00:00,7.38409,V ugm-3,102.86957,V ugm-3,66.53281,V ugm-3
2021-01-11,11:00:00,14.63513,V ugm-3,84.09285,V ugm-3,66.0153,V ugm-3
2021-01-11,12:00:00,16.6641,V ugm-3,58.17428,V ugm-3,62.4662,V ugm-3
2021-01-11,13:00:00,15.86582,V ugm-3,67.79735,V ugm-3,60.05128,V ugm-3
2021-01-11,14:00:00,17.56216,V ugm-3,72.75977,V ugm-3,67.71837,V ugm-3
2021-01-11,15:00:00,23.99829,V ugm-3,41.91231,V ugm-3,56.6498,V ugm-3
2021-01-11,16:00:00,21.9527,V ugm-3,50.29477,V ugm-3,61.31205,V ugm-3
2021-01-11,17:00:00,18.56001,V ugm-3,52.07185,V ugm-3,61.62253,V ugm-3
2021-01-11,18:00:00,22.6512,V ugm-3,34.23397,V ugm-3,53.14706,V ugm-3
2021-01-11,19:00:00,25.34539,V ugm-3,35.44105,V ugm-3,48.85805,V ugm-3
2021-01-11,20:00:00,28.83787,V ugm-3,24.0409,V ugm-3,46.3349,V ugm-3
2021-01-11,21:00:00,32.87916,V ugm-3,23.97384,V ugm-3,36.53568,V ugm-3
2021-01-11,22:00:00,35.02454,V ugm-3,16.66433,V ugm-3,31.6215,V ugm-3
2021-01-11,23:00:00,36.22196,V ugm-3,12.90899,V ugm-3,31.85636,V ugm-3
2021-01-11,24:00:00,40.41293,V ugm-3,10.19307,V ugm-3,25.86987,V ugm-3
2021-01-12,01:00:00,45.30239,V ugm-3,9.31265,V ugm-3,17.38113,V ugm-3
2021-01-12,02:00:00,51.28949,V ugm-3,4.88019,V ugm-3,13.29216,V ugm-3
2021-01-12,03:00:00,51.93809,V ugm-3,3.19003,V ugm-3,10.64017,V ugm-3
2021-01-12,04:00:00,50.44132,V ugm-3,4.13025,V ugm-3,14.12678,V ugm-3
2021-01-12,05:00:00,50.09207,V ugm-3,5.54058,V ugm-3,16.54409,V ugm-3
2021-01-12,06:00:00,37.81852,V ugm-3,13.66676,V ugm-3,28.87475,V ugm-3
2021-01-12,07:00:00,32.28045,V ugm-3,21.25568,V ugm-3,38.2459,V ugm-3
2021-01-12,08:00:00,41.51056,V ugm-3,4.46604,V ugm-3,25.70853,V ugm-3
2021-01-12,09:00:00,38.66669,V ugm-3,5.90995,V ugm-3,26.87964,V ugm-3
2021-01-12,10:00:00,35.52346,V ugm-3,6.6487,V ugm-3,31.82012,V ugm-3
2021-01-12,11:00:00,33.82712,V ugm-3,9.0664,V ugm-3,29.70599,V ugm-3
2021-01-12,12:00:00,37.66884,V ugm-3,10.87968,V ugm-3,29.116,V ugm-3
2021-01-12,13:00:00,36.42153,V ugm-3,12.29001,V ugm-3,29.84079,V ugm-3
