Daily measurement data supplied by UK-air on 13/07/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Marylebone Road",
Latitude,51.522530,,
Longitude,-0.154611,,
Site Type,Urban Traffic,,
Zone,Greater London,,
Agglomeration,Greater London Urban Area,,
Local Authority,"Westminster",,
Date,"PM10 particulate matter (Daily measured)",Status
2023-12-31,9.8,V ugm-3 (GRAV EMFAB)
2024-01-01,14.3,V ugm-3 (GRAV EMFAB)
2024-01-02,10.7,V ugm-3 (GRAV EMFAB)
2024-01-03,16,V ugm-3 (GRAV EMFAB)
2024-01-04,14.9,V ugm-3 (GRAV EMFAB)
2024-01-05,11.8,V ugm-3 (GRAV EMFAB)
2024-01-06,8.9,V ugm-3 (GRAV EMFAB)
2024-01-07,10.4,V ugm-3 (GRAV EMFAB)
2024-01-08,11.4,V ugm-3 (GRAV EMFAB)
2024-01-09,15.9,V ugm-3 (GRAV EMFAB)
2024-01-10,15.5,V ugm-3 (GRAV EMFAB)
2024-01-11,13.9,V ugm-3 (GRAV EMFAB)
2024-01-12,11.5,V ugm-3 (GRAV EMFAB)
2024-01-13,27.3,V ugm-3 (GRAV EMFAB)
2024-01-14,19.2,V ugm-3 (GRAV EMFAB)
2024-01-15,32.2,V ugm-3 (GRAV EMFAB)
2024-01-16,55.4,V ugm-3 (GRAV EMFAB)
2024-01-17,28.4,V ugm-3 (GRAV EMFAB)
2024-01-18,42.6,V ugm-3 (GRAV EMFAB)
2024-01-19,39.7,V ugm-3 (GRAV EMFAB)
2024-01-20,27.7,V ugm-3 (GRAV EMFAB)
2024-01-21,21,V ugm-3 (GRAV EMFAB)
2024-01-22,26.8,V ugm-3 (GRAV EMFAB)
2024-01-23,16.5,V ugm-3 (GRAV EMFAB)
2024-01-24,42.4,V ugm-3 (GRAV EMFAB)
2024-01-25,22.5,V ugm-3 (GRAV EMFAB)
2024-01-26,21.6,V ugm-3 (GRAV EMFAB)
2024-01-27,31.6,V ugm-3 (GRAV EMFAB)
2024-01-28,23.7,V ugm-3 (GRAV EMFAB)
2024-01-29,30.7,V ugm-3 (GRAV EMFAB)
2024-01-30,12.6,V ugm-3 (GRAV EMFAB)
2024-01-31,22,V ugm-3 (GRAV EMFAB)
2024-02-01,28.8,V ugm-3 (GRAV EMFAB)
2024-02-02,15.8,V ugm-3 (GRAV EMFAB)
2024-02-03,11.8,V ugm-3 (GRAV EMFAB)
2024-02-04,15.4,V ugm-3 (GRAV EMFAB)
2024-02-05,28.7,V ugm-3 (GRAV EMFAB)
2024-02-06,26.8,V ugm-3 (GRAV EMFAB)
2024-02-07,18.4,V ugm-3 (GRAV EMFAB)
2024-02-08,18.3,V ugm-3 (GRAV EMFAB)
2024-02-09,15.2,V ugm-3 (GRAV EMFAB)
2024-02-10,16,V ugm-3 (GRAV EMFAB)
2024-02-11,19.2,V ugm-3 (GRAV EMFAB)
2024-02-12,17.9,V ugm-3 (GRAV EMFAB)
2024-02-13,13.8,V ugm-3 (GRAV EMFAB)
2024-02-14,14.2,V ugm-3 (GRAV EMFAB)
2024-02-15,19.1,V ugm-3 (GRAV EMFAB)
2024-02-16,17.4,V ugm-3 (GRAV EMFAB)
2024-02-17,12,V ugm-3 (GRAV EMFAB)
2024-02-18,10,V ugm-3 (GRAV EMFAB)
2024-02-19,19.4,V ugm-3 (GRAV EMFAB)
2024-02-20,24.1,V ugm-3 (GRAV EMFAB)
2024-02-21,12.5,V ugm-3 (GRAV EMFAB)
2024-02-22,10.7,V ugm-3 (GRAV EMFAB)
2024-02-23,14.3,V ugm-3 (GRAV EMFAB)
2024-02-24,20.5,V ugm-3 (GRAV EMFAB)
2024-02-25,21,V ugm-3 (GRAV EMFAB)
2024-02-26,8.3,V ugm-3 (GRAV EMFAB)
2024-02-27,16.4,V ugm-3 (GRAV EMFAB)
2024-02-28,20.3,V ugm-3 (GRAV EMFAB)
2024-02-29,10.8,V ugm-3 (GRAV EMFAB)
2024-03-01,13.2,V ugm-3 (GRAV EMFAB)
2024-03-02,10.2,V ugm-3 (GRAV EMFAB)
2024-03-03,17.2,V ugm-3 (GRAV EMFAB)
2024-03-04,18.9,V ugm-3 (GRAV EMFAB)
2024-03-05,11.8,V ugm-3 (GRAV EMFAB)
2024-03-06,41.3,V ugm-3 (GRAV EMFAB)
2024-03-07,45,V ugm-3 (GRAV EMFAB)
2024-03-08,42.1,V ugm-3 (GRAV EMFAB)
2024-03-09,21.5,V ugm-3 (GRAV EMFAB)
2024-03-10,20.1,V ugm-3 (GRAV EMFAB)
2024-03-11,48.6,V ugm-3 (GRAV EMFAB)
2024-03-12,No data,V ugm-3 (GRAV EMFAB)
2024-03-13,No data,V ugm-3 (GRAV EMFAB)
2024-03-14,16.7,V ugm-3 (GRAV EMFAB)
2024-03-15,18.3,V ugm-3 (GRAV EMFAB)
2024-03-16,11.2,V ugm-3 (GRAV EMFAB)
2024-03-17,12.7,V ugm-3 (GRAV EMFAB)
2024-03-18,18.5,V ugm-3 (GRAV EMFAB)
2024-03-19,14.7,V ugm-3 (GRAV EMFAB)
2024-03-20,23.3,V ugm-3 (GRAV EMFAB)
2024-03-21,18.1,V ugm-3 (GRAV EMFAB)
2024-03-22,18.1,V ugm-3 (GRAV EMFAB)
2024-03-23,12.4,V ugm-3 (GRAV EMFAB)
2024-03-24,13.7,V ugm-3 (GRAV EMFAB)
2024-03-25,21.5,V ugm-3 (GRAV EMFAB)
2024-03-26,24.7,V ugm-3 (GRAV EMFAB)
2024-03-27,13.6,V ugm-3 (GRAV EMFAB)
2024-03-28,13.9,V ugm-3 (GRAV EMFAB)
2024-03-29,12.8,V ugm-3 (GRAV EMFAB)
2024-03-30,14.5,V ugm-3 (GRAV EMFAB)
2024-03-31,28.3,V ugm-3 (GRAV EMFAB)
2024-04-01,11.1,V ugm-3 (GRAV EMFAB)
2024-04-02,12.3,V ugm-3 (GRAV EMFAB)
2024-04-03,11.6,V ugm-3 (GRAV EMFAB)
2024-04-04,17.5,V ugm-3 (GRAV EMFAB)
2024-04-05,20.2,V ugm-3 (GRAV EMFAB)
2024-04-06,14.6,V ugm-3 (GRAV EMFAB)
2024-04-07,22.2,V ugm-3 (GRAV EMFAB)
2024-04-08,19.7,V ugm-3 (GRAV EMFAB)
2024-04-09,10.9,V ugm-3 (GRAV EMFAB)
2024-04-10,15.5,V ugm-3 (GRAV EMFAB)
2024-04-11,13,V ugm-3 (GRAV EMFAB)
2024-04-12,17,V ugm-3 (GRAV EMFAB)
2024-04-13,12.6,V ugm-3 (GRAV EMFAB)
2024-04-14,12.6,V ugm-3 (GRAV EMFAB)
2024-04-15,13.4,V ugm-3 (GRAV EMFAB)
2024-04-16,8.8,V ugm-3 (GRAV EMFAB)
2024-04-17,8.4,V ugm-3 (GRAV EMFAB)
2024-04-18,12.3,V ugm-3 (GRAV EMFAB)
2024-04-19,11.5,V ugm-3 (GRAV EMFAB)
2024-04-20,13.3,V ugm-3 (GRAV EMFAB)
2024-04-21,13.8,V ugm-3 (GRAV EMFAB)
2024-04-22,12.3,V ugm-3 (GRAV EMFAB)
2024-04-23,11,V ugm-3 (GRAV EMFAB)
2024-04-24,12.2,V ugm-3 (GRAV EMFAB)
2024-04-25,22.3,V ugm-3 (GRAV EMFAB)
2024-04-26,15.8,V ugm-3 (GRAV EMFAB)
2024-04-27,9.9,V ugm-3 (GRAV EMFAB)
2024-04-28,7.7,V ugm-3 (GRAV EMFAB)
2024-04-29,13.8,V ugm-3 (GRAV EMFAB)
2024-04-30,15.4,V ugm-3 (GRAV EMFAB)
2024-05-01,24.4,V ugm-3 (GRAV EMFAB)
2024-05-02,33,V ugm-3 (GRAV EMFAB)
2024-05-03,12.4,V ugm-3 (GRAV EMFAB)
2024-05-04,12.7,V ugm-3 (GRAV EMFAB)
2024-05-05,14.2,V ugm-3 (GRAV EMFAB)
2024-05-06,18.7,V ugm-3 (GRAV EMFAB)
2024-05-07,14.5,V ugm-3 (GRAV EMFAB)
2024-05-08,16.8,V ugm-3 (GRAV EMFAB)
2024-05-09,19.3,V ugm-3 (GRAV EMFAB)
2024-05-10,22.2,V ugm-3 (GRAV EMFAB)
2024-05-11,27.5,V ugm-3 (GRAV EMFAB)
2024-05-12,20.8,V ugm-3 (GRAV EMFAB)
2024-05-13,16.1,V ugm-3 (GRAV EMFAB)
2024-05-14,13.3,V ugm-3 (GRAV EMFAB)
2024-05-15,15.8,V ugm-3 (GRAV EMFAB)
2024-05-16,19.3,V ugm-3 (GRAV EMFAB)
2024-05-17,13.5,V ugm-3 (GRAV EMFAB)
2024-05-18,15.6,V ugm-3 (GRAV EMFAB)
2024-05-19,23,V ugm-3 (GRAV EMFAB)
2024-05-20,18.8,V ugm-3 (GRAV EMFAB)
2024-05-21,18,V ugm-3 (GRAV EMFAB)
2024-05-22,16.5,V ugm-3 (GRAV EMFAB)
2024-05-23,14,V ugm-3 (GRAV EMFAB)
2024-05-24,16.8,V ugm-3 (GRAV EMFAB)
2024-05-25,18.3,V ugm-3 (GRAV EMFAB)
2024-05-26,11.2,V ugm-3 (GRAV EMFAB)
2024-05-27,11.6,V ugm-3 (GRAV EMFAB)
2024-05-28,14.7,V ugm-3 (GRAV EMFAB)
2024-05-29,11.8,V ugm-3 (GRAV EMFAB)
2024-05-30,7.5,V ugm-3 (GRAV EMFAB)
2024-05-31,9.6,V ugm-3 (GRAV EMFAB)
2024-06-01,10.2,V ugm-3 (GRAV EMFAB)
2024-06-02,15.1,V ugm-3 (GRAV EMFAB)
2024-06-03,9.6,V ugm-3 (GRAV EMFAB)
2024-06-04,16.4,V ugm-3 (GRAV EMFAB)
2024-06-05,21.2,V ugm-3 (GRAV EMFAB)
2024-06-06,23.2,V ugm-3 (GRAV EMFAB)
2024-06-07,22.5,V ugm-3 (GRAV EMFAB)
2024-06-08,12.3,V ugm-3 (GRAV EMFAB)
2024-06-09,16.4,V ugm-3 (GRAV EMFAB)
2024-06-10,9.8,V ugm-3 (GRAV EMFAB)
2024-06-11,9.7,V ugm-3 (GRAV EMFAB)
2024-06-12,19.3,V ugm-3 (GRAV EMFAB)
2024-06-13,19.1,V ugm-3 (GRAV EMFAB)
2024-06-14,13.8,V ugm-3 (GRAV EMFAB)
2024-06-15,14.3,V ugm-3 (GRAV EMFAB)
2024-06-16,15.6,V ugm-3 (GRAV EMFAB)
2024-06-17,16.6,V ugm-3 (GRAV EMFAB)
2024-06-18,12.7,V ugm-3 (GRAV EMFAB)
2024-06-19,12.1,V ugm-3 (GRAV EMFAB)
2024-06-20,14.5,V ugm-3 (GRAV EMFAB)
2024-06-21,22.1,V ugm-3 (GRAV EMFAB)
2024-06-22,12.6,V ugm-3 (GRAV EMFAB)
2024-06-23,14,V ugm-3 (GRAV EMFAB)
2024-06-24,16.7,V ugm-3 (GRAV EMFAB)
2024-06-25,19.5,V ugm-3 (GRAV EMFAB)
2024-06-26,21.3,V ugm-3 (GRAV EMFAB)
2024-06-27,21.9,V ugm-3 (GRAV EMFAB)
2024-06-28,21.2,V ugm-3 (GRAV EMFAB)
2024-06-29,17.7,V ugm-3 (GRAV EMFAB)
2024-06-30,10.1,V ugm-3 (GRAV EMFAB)
2024-07-01,12.7,V ugm-3 (GRAV EMFAB)
2024-07-02,14.3,V ugm-3 (GRAV EMFAB)
2024-07-03,17.2,V ugm-3 (GRAV EMFAB)
2024-07-04,21.2,V ugm-3 (GRAV EMFAB)
2024-07-05,12.4,V ugm-3 (GRAV EMFAB)
2024-07-06,9,V ugm-3 (GRAV EMFAB)
2024-07-07,12.2,V ugm-3 (GRAV EMFAB)
2024-07-08,13.9,V ugm-3 (GRAV EMFAB)
2024-07-09,12.5,V ugm-3 (GRAV EMFAB)
2024-07-10,12.1,V ugm-3 (GRAV EMFAB)
2024-07-11,14.4,V ugm-3 (GRAV EMFAB)
2024-07-12,10.7,V ugm-3 (GRAV EMFAB)
2024-07-13,10.3,V ugm-3 (GRAV EMFAB)
2024-07-14,12.4,V ugm-3 (GRAV EMFAB)
2024-07-15,15.7,V ugm-3 (GRAV EMFAB)
2024-07-16,18.7,V ugm-3 (GRAV EMFAB)
2024-07-17,15.8,V ugm-3 (GRAV EMFAB)
2024-07-18,20.5,V ugm-3 (GRAV EMFAB)
2024-07-19,23.5,V ugm-3 (GRAV EMFAB)
2024-07-20,16.1,V ugm-3 (GRAV EMFAB)
2024-07-21,9.2,V ugm-3 (GRAV EMFAB)
2024-07-22,14.2,V ugm-3 (GRAV EMFAB)
2024-07-23,11.5,V ugm-3 (GRAV EMFAB)
2024-07-24,16.1,V ugm-3 (GRAV EMFAB)
2024-07-25,11.7,V ugm-3 (GRAV EMFAB)
2024-07-26,19.5,V ugm-3 (GRAV EMFAB)
2024-07-27,14.1,V ugm-3 (GRAV EMFAB)
2024-07-28,15.7,V ugm-3 (GRAV EMFAB)
2024-07-29,20.8,V ugm-3 (GRAV EMFAB)
2024-07-30,24.2,V ugm-3 (GRAV EMFAB)
2024-07-31,22.2,V ugm-3 (GRAV EMFAB)
2024-08-01,24,V ugm-3 (GRAV EMFAB)
2024-08-02,21.8,V ugm-3 (GRAV EMFAB)
2024-08-03,15.9,V ugm-3 (GRAV EMFAB)
2024-08-04,18.1,V ugm-3 (GRAV EMFAB)
2024-08-05,17.9,V ugm-3 (GRAV EMFAB)
2024-08-06,17.9,V ugm-3 (GRAV EMFAB)
2024-08-07,22.8,V ugm-3 (GRAV EMFAB)
2024-08-08,20.5,V ugm-3 (GRAV EMFAB)
2024-08-09,19.7,V ugm-3 (GRAV EMFAB)
2024-08-10,18.9,V ugm-3 (GRAV EMFAB)
2024-08-11,13.8,V ugm-3 (GRAV EMFAB)
2024-08-12,24.1,V ugm-3 (GRAV EMFAB)
2024-08-13,24.7,V ugm-3 (GRAV EMFAB)
2024-08-14,18.3,V ugm-3 (GRAV EMFAB)
2024-08-15,17,V ugm-3 (GRAV EMFAB)
2024-08-16,16,V ugm-3 (GRAV EMFAB)
2024-08-17,16.9,V ugm-3 (GRAV EMFAB)
2024-08-18,19.1,V ugm-3 (GRAV EMFAB)
2024-08-19,34.4,V ugm-3 (GRAV EMFAB)
2024-08-20,16.2,V ugm-3 (GRAV EMFAB)
2024-08-21,22,V ugm-3 (GRAV EMFAB)
2024-08-22,16.8,V ugm-3 (GRAV EMFAB)
2024-08-23,16.2,V ugm-3 (GRAV EMFAB)
2024-08-24,12.6,V ugm-3 (GRAV EMFAB)
2024-08-25,16.6,V ugm-3 (GRAV EMFAB)
2024-08-26,22.4,V ugm-3 (GRAV EMFAB)
2024-08-27,19.8,V ugm-3 (GRAV EMFAB)
2024-08-28,26,V ugm-3 (GRAV EMFAB)
2024-08-29,20.1,V ugm-3 (GRAV EMFAB)
2024-08-30,22.4,V ugm-3 (GRAV EMFAB)
2024-08-31,20.3,V ugm-3 (GRAV EMFAB)
2024-09-01,27.8,V ugm-3 (GRAV EMFAB)
2024-09-02,15.6,V ugm-3 (GRAV EMFAB)
2024-09-03,12.8,V ugm-3 (GRAV EMFAB)
2024-09-04,11.8,V ugm-3 (GRAV EMFAB)
2024-09-05,18.7,V ugm-3 (GRAV EMFAB)
2024-09-06,25.9,V ugm-3 (GRAV EMFAB)
2024-09-07,20,V ugm-3 (GRAV EMFAB)
2024-09-08,11.9,V ugm-3 (GRAV EMFAB)
2024-09-09,17.6,V ugm-3 (GRAV EMFAB)
2024-09-10,18.9,V ugm-3 (GRAV EMFAB)
2024-09-11,12.5,V ugm-3 (GRAV EMFAB)
2024-09-12,8.5,V ugm-3 (GRAV EMFAB)
2024-09-13,16.7,V ugm-3 (GRAV EMFAB)
2024-09-14,21.8,V ugm-3 (GRAV EMFAB)
2024-09-15,15.9,V ugm-3 (GRAV EMFAB)
2024-09-16,11,V ugm-3 (GRAV EMFAB)
2024-09-17,11.6,V ugm-3 (GRAV EMFAB)
2024-09-18,24.3,V ugm-3 (GRAV EMFAB)
2024-09-19,36.7,V ugm-3 (GRAV EMFAB)
2024-09-20,35.4,V ugm-3 (GRAV EMFAB)
2024-09-21,34.1,V ugm-3 (GRAV EMFAB)
2024-09-22,21.2,V ugm-3 (GRAV EMFAB)
2024-09-23,13.7,V ugm-3 (GRAV EMFAB)
2024-09-24,14.3,V ugm-3 (GRAV EMFAB)
2024-09-25,13.8,V ugm-3 (GRAV EMFAB)
2024-09-26,13.2,V ugm-3 (GRAV EMFAB)
2024-09-27,10.6,V ugm-3 (GRAV EMFAB)
2024-09-28,19.4,V ugm-3 (GRAV EMFAB)
2024-09-29,13.5,V ugm-3 (GRAV EMFAB)
2024-09-30,8.3,V ugm-3 (GRAV EMFAB)
2024-10-01,9.5,V ugm-3 (GRAV EMFAB)
2024-10-02,9.9,V ugm-3 (GRAV EMFAB)
2024-10-03,17.4,V ugm-3 (GRAV EMFAB)
2024-10-04,19.2,V ugm-3 (GRAV EMFAB)
2024-10-05,15.2,V ugm-3 (GRAV EMFAB)
2024-10-06,12.1,V ugm-3 (GRAV EMFAB)
2024-10-07,16.9,V ugm-3 (GRAV EMFAB)
2024-10-08,15.2,V ugm-3 (GRAV EMFAB)
2024-10-09,11.5,V ugm-3 (GRAV EMFAB)
2024-10-10,14.2,V ugm-3 (GRAV EMFAB)
2024-10-11,22.3,V ugm-3 (GRAV EMFAB)
2024-10-12,12.6,V ugm-3 (GRAV EMFAB)
2024-10-13,15.7,V ugm-3 (GRAV EMFAB)
2024-10-14,18.7,V ugm-3 (GRAV EMFAB)
2024-10-15,31.2,V ugm-3 (GRAV EMFAB)
2024-10-16,24.8,V ugm-3 (GRAV EMFAB)
2024-10-17,20.7,V ugm-3 (GRAV EMFAB)
2024-10-18,19.3,V ugm-3 (GRAV EMFAB)
2024-10-19,15.8,V ugm-3 (GRAV EMFAB)
2024-10-20,21.6,V ugm-3 (GRAV EMFAB)
2024-10-21,31,V ugm-3 (GRAV EMFAB)
2024-10-22,24,V ugm-3 (GRAV EMFAB)
2024-10-23,21.8,V ugm-3 (GRAV EMFAB)
2024-10-24,22,V ugm-3 (GRAV EMFAB)
2024-10-25,25.9,V ugm-3 (GRAV EMFAB)
2024-10-26,24.7,V ugm-3 (GRAV EMFAB)
2024-10-27,16.4,V ugm-3 (GRAV EMFAB)
2024-10-28,14.5,V ugm-3 (GRAV EMFAB)
2024-10-29,15.1,V ugm-3 (GRAV EMFAB)
2024-10-30,14.7,V ugm-3 (GRAV EMFAB)
2024-10-31,27.8,V ugm-3 (GRAV EMFAB)
2024-11-01,25.9,V ugm-3 (GRAV EMFAB)
2024-11-02,12.1,V ugm-3 (GRAV EMFAB)
2024-11-03,21,V ugm-3 (GRAV EMFAB)
2024-11-04,28.2,V ugm-3 (GRAV EMFAB)
2024-11-05,41.4,V ugm-3 (GRAV EMFAB)
2024-11-06,36.4,V ugm-3 (GRAV EMFAB)
2024-11-07,33.7,V ugm-3 (GRAV EMFAB)
2024-11-08,31.1,V ugm-3 (GRAV EMFAB)
2024-11-09,27.3,V ugm-3 (GRAV EMFAB)
2024-11-10,36.5,V ugm-3 (GRAV EMFAB)
2024-11-11,19.6,V ugm-3 (GRAV EMFAB)
2024-11-12,16.2,V ugm-3 (GRAV EMFAB)
2024-11-13,24.3,V ugm-3 (GRAV EMFAB)
2024-11-14,23.6,V ugm-3 (GRAV EMFAB)
2024-11-15,33.9,V ugm-3 (GRAV EMFAB)
2024-11-16,25.8,V ugm-3 (GRAV EMFAB)
2024-11-17,13,V ugm-3 (GRAV EMFAB)
2024-11-18,11,V ugm-3 (GRAV EMFAB)
2024-11-19,7.3,V ugm-3 (GRAV EMFAB)
2024-11-20,21.1,V ugm-3 (GRAV EMFAB)
2024-11-21,27.2,V ugm-3 (GRAV EMFAB)
2024-11-22,28.3,V ugm-3 (GRAV EMFAB)
2024-11-23,14.4,V ugm-3 (GRAV EMFAB)
2024-11-24,26.2,V ugm-3 (GRAV EMFAB)
2024-11-25,20.3,V ugm-3 (GRAV EMFAB)
2024-11-26,No data,V ugm-3 (GRAV EMFAB)
2024-11-27,13.2,V ugm-3 (GRAV EMFAB)
2024-11-28,No data,V ugm-3 (GRAV EMFAB)
2024-11-29,24.2,V ugm-3 (GRAV EMFAB)
2024-11-30,22.9,V ugm-3 (GRAV EMFAB)
2024-12-01,15.5,V ugm-3 (GRAV EMFAB)
2024-12-02,12.6,V ugm-3 (GRAV EMFAB)
2024-12-03,18.9,V ugm-3 (GRAV EMFAB)
2024-12-04,24.2,V ugm-3 (GRAV EMFAB)
2024-12-05,8.9,V ugm-3 (GRAV EMFAB)
2024-12-06,19.2,V ugm-3 (GRAV EMFAB)
2024-12-07,5.3,V ugm-3 (GRAV EMFAB)
2024-12-08,4.8,V ugm-3 (GRAV EMFAB)
2024-12-09,10.2,V ugm-3 (GRAV EMFAB)
2024-12-10,9.6,V ugm-3 (GRAV EMFAB)
2024-12-11,11.9,V ugm-3 (GRAV EMFAB)
2024-12-12,10.1,V ugm-3 (GRAV EMFAB)
2024-12-13,26.8,V ugm-3 (GRAV EMFAB)
2024-12-14,20,V ugm-3 (GRAV EMFAB)
2024-12-15,10.7,V ugm-3 (GRAV EMFAB)
2024-12-16,11.9,V ugm-3 (GRAV EMFAB)
2024-12-17,14.4,V ugm-3 (GRAV EMFAB)
2024-12-18,14,V ugm-3 (GRAV EMFAB)
2024-12-19,10,V ugm-3 (GRAV EMFAB)
2024-12-20,15.8,V ugm-3 (GRAV EMFAB)
2024-12-21,16.6,V ugm-3 (GRAV EMFAB)
2024-12-22,14.6,V ugm-3 (GRAV EMFAB)
2024-12-23,22.8,V ugm-3 (GRAV EMFAB)
2024-12-24,15.2,V ugm-3 (GRAV EMFAB)
2024-12-25,11.2,V ugm-3 (GRAV EMFAB)
2024-12-26,13.6,V ugm-3 (GRAV EMFAB)
2024-12-27,18.1,V ugm-3 (GRAV EMFAB)
2024-12-28,11.3,V ugm-3 (GRAV EMFAB)
2024-12-29,9.7,V ugm-3 (GRAV EMFAB)
2024-12-30,7.2,V ugm-3 (GRAV EMFAB)
2024-12-31,10.6,V ugm-3 (GRAV EMFAB)
2025-01-01,9.3,V ugm-3 (GRAV EMFAB)
2025-01-02,13.9,V ugm-3 (GRAV EMFAB)
2025-01-03,25.4,V ugm-3 (GRAV EMFAB)
2025-01-04,22.6,V ugm-3 (GRAV EMFAB)
2025-01-05,6,V ugm-3 (GRAV EMFAB)
2025-01-06,12.2,V ugm-3 (GRAV EMFAB)
2025-01-07,15.6,V ugm-3 (GRAV EMFAB)
2025-01-08,No data,V ugm-3 (GRAV EMFAB)
2025-01-09,27.3,V ugm-3 (GRAV EMFAB)
2025-01-10,32.5,V ugm-3 (GRAV EMFAB)
2025-01-11,53,V ugm-3 (GRAV EMFAB)
2025-01-12,45,V ugm-3 (GRAV EMFAB)
2025-01-13,28.4,V ugm-3 (GRAV EMFAB)
2025-01-14,26.9,V ugm-3 (GRAV EMFAB)
2025-01-15,24.5,V ugm-3 (GRAV EMFAB)
2025-01-16,23.7,V ugm-3 (GRAV EMFAB)
2025-01-17,46.5,V ugm-3 (GRAV EMFAB)
2025-01-18,44.9,V ugm-3 (GRAV EMFAB)
2025-01-19,38.8,V ugm-3 (GRAV EMFAB)
2025-01-20,30.2,V ugm-3 (GRAV EMFAB)
2025-01-21,40.4,V ugm-3 (GRAV EMFAB)
2025-01-22,36.4,V ugm-3 (GRAV EMFAB)
2025-01-23,21,V ugm-3 (GRAV EMFAB)
2025-01-24,37.8,V ugm-3 (GRAV EMFAB)
2025-01-25,23.4,V ugm-3 (GRAV EMFAB)
2025-01-26,16,V ugm-3 (GRAV EMFAB)
2025-01-27,14.8,V ugm-3 (GRAV EMFAB)
2025-01-28,13.2,V ugm-3 (GRAV EMFAB)
2025-01-29,22.4,V ugm-3 (GRAV EMFAB)
2025-01-30,18.1,V ugm-3 (GRAV EMFAB)
2025-01-31,14.1,V ugm-3 (GRAV EMFAB)
2025-02-01,19.1,V ugm-3 (GRAV EMFAB)
2025-02-02,31.2,V ugm-3 (GRAV EMFAB)
2025-02-03,30,V ugm-3 (GRAV EMFAB)
2025-02-04,19.1,V ugm-3 (GRAV EMFAB)
2025-02-05,27.9,V ugm-3 (GRAV EMFAB)
2025-02-06,22.7,V ugm-3 (GRAV EMFAB)
2025-02-07,19.2,V ugm-3 (GRAV EMFAB)
2025-02-08,30.8,V ugm-3 (GRAV EMFAB)
2025-02-09,24.1,V ugm-3 (GRAV EMFAB)
2025-02-10,43.2,V ugm-3 (GRAV EMFAB)
2025-02-11,32.7,V ugm-3 (GRAV EMFAB)
2025-02-12,29.4,V ugm-3 (GRAV EMFAB)
2025-02-13,32.8,V ugm-3 (GRAV EMFAB)
2025-02-14,34.2,V ugm-3 (GRAV EMFAB)
2025-02-15,34.2,V ugm-3 (GRAV EMFAB)
2025-02-16,30.7,V ugm-3 (GRAV EMFAB)
2025-02-17,34.3,V ugm-3 (GRAV EMFAB)
2025-02-18,49.1,V ugm-3 (GRAV EMFAB)
2025-02-19,45.8,V ugm-3 (GRAV EMFAB)
2025-02-20,12.2,V ugm-3 (GRAV EMFAB)
2025-02-21,15.4,V ugm-3 (GRAV EMFAB)
2025-02-22,19.2,V ugm-3 (GRAV EMFAB)
2025-02-23,14.9,V ugm-3 (GRAV EMFAB)
2025-02-24,14.9,V ugm-3 (GRAV EMFAB)
2025-02-25,19.4,V ugm-3 (GRAV EMFAB)
2025-02-26,20.6,V ugm-3 (GRAV EMFAB)
2025-02-27,12.9,V ugm-3 (GRAV EMFAB)
2025-02-28,25.9,V ugm-3 (GRAV EMFAB)
2025-03-01,21.3,V ugm-3 (GRAV EMFAB)
2025-03-02,35.3,V ugm-3 (GRAV EMFAB)
2025-03-03,49,V ugm-3 (GRAV EMFAB)
2025-03-04,53.9,V ugm-3 (GRAV EMFAB)
2025-03-05,67.5,V ugm-3 (GRAV EMFAB)
2025-03-06,48.7,V ugm-3 (GRAV EMFAB)
2025-03-07,32,V ugm-3 (GRAV EMFAB)
2025-03-08,37.2,V ugm-3 (GRAV EMFAB)
2025-03-09,49.8,V ugm-3 (GRAV EMFAB)
2025-03-10,74.9,V ugm-3 (GRAV EMFAB)
2025-03-11,18.7,V ugm-3 (GRAV EMFAB)
2025-03-12,15,V ugm-3 (GRAV EMFAB)
2025-03-13,10.2,V ugm-3 (GRAV EMFAB)
2025-03-14,16,V ugm-3 (GRAV EMFAB)
2025-03-15,11.4,V ugm-3 (GRAV EMFAB)
2025-03-16,8,V ugm-3 (GRAV EMFAB)
2025-03-17,23.6,V ugm-3 (GRAV EMFAB)
2025-03-18,38.2,V ugm-3 (GRAV EMFAB)
2025-03-19,48.3,V ugm-3 (GRAV EMFAB)
2025-03-20,42.1,V ugm-3 (GRAV EMFAB)
2025-03-21,59.2,V ugm-3 (GRAV EMFAB)
2025-03-22,27.9,V ugm-3 (GRAV EMFAB)
2025-03-23,45.7,V ugm-3 (GRAV EMFAB)
2025-03-24,55.3,V ugm-3 (GRAV EMFAB)
2025-03-25,41.6,V ugm-3 (GRAV EMFAB)
2025-03-26,27.4,V ugm-3 (GRAV EMFAB)
2025-03-27,25.3,V ugm-3 (GRAV EMFAB)
2025-03-28,12.8,V ugm-3 (GRAV EMFAB)
2025-03-29,18.8,V ugm-3 (GRAV EMFAB)
2025-03-30,16.9,V ugm-3 (GRAV EMFAB)
2025-03-31,20.5,V ugm-3 (GRAV EMFAB)
2025-04-01,29.8,V ugm-3 (GRAV EMFAB)
2025-04-02,26.9,V ugm-3 (GRAV EMFAB)
2025-04-03,42.4,V ugm-3 (GRAV EMFAB)
2025-04-04,39,V ugm-3 (GRAV EMFAB)
2025-04-05,15.1,V ugm-3 (GRAV EMFAB)
2025-04-06,16.2,V ugm-3 (GRAV EMFAB)
