Daily measurement data supplied by UK-air on 17/06/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"Bournemouth",,"Brighton Preston Park",,"Inverness",,"London Marylebone Road",,"London Westminster",,"Northampton Kingsthorpe",,"Wrexham",
Latitude,50.739570,,50.840836,,57.481308,,51.522530,,51.494670,,52.271886,,53.042282,,
Longitude,-1.826744,,-0.147572,,-4.241451,,-0.154611,,-0.131931,,-0.879898,,-3.002829,,
Site Type,Urban Background,,Urban Background,,Urban Traffic,,Urban Traffic,,Urban Background,,Urban Background,,Urban Traffic,,
Zone,South West,,South East,,Highland,,Greater London,,Greater London,,East Midlands,,North Wales,,
Agglomeration,Bournemouth Urban Area,,Brighton/Worthing/Littlehampton,,#N/A,,Greater London Urban Area,,Greater London Urban Area,,#N/A,,#N/A,,
Local Authority,"Bournemouth",,"Brighton",,"Highland",,"Westminster",,"Westminster",,"Northampton",,"Wrexham",,
Date,"PM2.5 particulate matter (Daily measured)",Status,"PM2.5 particulate matter (Daily measured)",Status,"PM2.5 particulate matter (Daily measured)",Status,"PM2.5 particulate matter (Daily measured)",Status,"PM2.5 particulate matter (Daily measured)",Status,"PM2.5 particulate matter (Daily measured)",Status,"PM2.5 particulate matter (Daily measured)",Status
2017-03-03,5.81,V ugm-3 (GRAV EMFAB),10.83,V ugm-3 (GRAV EMFAB),5.5,V ugm-3 (GRAV EMFAB),16.38,V ugm-3 (GRAV EMFAB),8.92,V ugm-3 (GRAV EMFAB),7.17,V ugm-3 (GRAV EMFAB),9.21,V ugm-3 (GRAV EMFAB)
2017-03-04,3.97,V ugm-3 (GRAV EMFAB),6.25,V ugm-3 (GRAV EMFAB),4.46,V ugm-3 (GRAV EMFAB),10.54,V ugm-3 (GRAV EMFAB),3.67,V ugm-3 (GRAV EMFAB),4.67,V ugm-3 (GRAV EMFAB),3.57,V ugm-3 (GRAV EMFAB)
2017-03-05,4.1,V ugm-3 (GRAV EMFAB),6.29,V ugm-3 (GRAV EMFAB),6.5,V ugm-3 (GRAV EMFAB),8.25,V ugm-3 (GRAV EMFAB),2.54,V ugm-3 (GRAV EMFAB),2.88,V ugm-3 (GRAV EMFAB),2.32,V ugm-3 (GRAV EMFAB)
2017-03-06,6.43,V ugm-3 (GRAV EMFAB),5.38,V ugm-3 (GRAV EMFAB),9,V ugm-3 (GRAV EMFAB),9.21,V ugm-3 (GRAV EMFAB),6.33,V ugm-3 (GRAV EMFAB),4.96,V ugm-3 (GRAV EMFAB),3.57,V ugm-3 (GRAV EMFAB)
2017-03-07,No data,V ugm-3 (GRAV EMFAB),3.96,V ugm-3 (GRAV EMFAB),6.63,V ugm-3 (GRAV EMFAB),12.09,V ugm-3 (GRAV EMFAB),5.42,V ugm-3 (GRAV EMFAB),3.83,V ugm-3 (GRAV EMFAB),4.56,V ugm-3 (GRAV EMFAB)
2017-03-08,6.27,V ugm-3 (GRAV EMFAB),6.54,V ugm-3 (GRAV EMFAB),6.17,V ugm-3 (GRAV EMFAB),12.75,V ugm-3 (GRAV EMFAB),3.92,V ugm-3 (GRAV EMFAB),4.29,V ugm-3 (GRAV EMFAB),3.15,V ugm-3 (GRAV EMFAB)
2017-03-09,5.68,V ugm-3 (GRAV EMFAB),8.42,V ugm-3 (GRAV EMFAB),5.63,V ugm-3 (GRAV EMFAB),7.82,V ugm-3 (GRAV EMFAB),5.33,V ugm-3 (GRAV EMFAB),4.25,V ugm-3 (GRAV EMFAB),6.39,V ugm-3 (GRAV EMFAB)
2017-03-10,4.1,V ugm-3 (GRAV EMFAB),13.33,V ugm-3 (GRAV EMFAB),7.67,V ugm-3 (GRAV EMFAB),16.25,V ugm-3 (GRAV EMFAB),9.42,V ugm-3 (GRAV EMFAB),7.04,V ugm-3 (GRAV EMFAB),10.75,V ugm-3 (GRAV EMFAB)
2017-03-11,15.27,V ugm-3 (GRAV EMFAB),25.29,V ugm-3 (GRAV EMFAB),5.58,V ugm-3 (GRAV EMFAB),24.73,V ugm-3 (GRAV EMFAB),15.58,V ugm-3 (GRAV EMFAB),18.46,V ugm-3 (GRAV EMFAB),11.7,V ugm-3 (GRAV EMFAB)
2017-03-12,9.81,V ugm-3 (GRAV EMFAB),15.25,V ugm-3 (GRAV EMFAB),6.25,V ugm-3 (GRAV EMFAB),21.46,V ugm-3 (GRAV EMFAB),18.63,V ugm-3 (GRAV EMFAB),14.46,V ugm-3 (GRAV EMFAB),5.27,V ugm-3 (GRAV EMFAB)
2017-03-13,4.25,V ugm-3 (GRAV EMFAB),10.79,V ugm-3 (GRAV EMFAB),10.17,V ugm-3 (GRAV EMFAB),11.88,V ugm-3 (GRAV EMFAB),7.96,V ugm-3 (GRAV EMFAB),7.21,V ugm-3 (GRAV EMFAB),4.94,V ugm-3 (GRAV EMFAB)
2017-03-14,4.93,V ugm-3 (GRAV EMFAB),8.88,V ugm-3 (GRAV EMFAB),7,V ugm-3 (GRAV EMFAB),14.08,V ugm-3 (GRAV EMFAB),7.38,V ugm-3 (GRAV EMFAB),5.46,V ugm-3 (GRAV EMFAB),3.86,V ugm-3 (GRAV EMFAB)
2017-03-15,5.31,V ugm-3 (GRAV EMFAB),13.33,V ugm-3 (GRAV EMFAB),3.96,V ugm-3 (GRAV EMFAB),19.58,V ugm-3 (GRAV EMFAB),10.33,V ugm-3 (GRAV EMFAB),8.92,V ugm-3 (GRAV EMFAB),7.1,V ugm-3 (GRAV EMFAB)
2017-03-16,7.72,V ugm-3 (GRAV EMFAB),10.92,V ugm-3 (GRAV EMFAB),2.17,V ugm-3 (GRAV EMFAB),24.98,V ugm-3 (GRAV EMFAB),15.46,V ugm-3 (GRAV EMFAB),7.83,V ugm-3 (GRAV EMFAB),3.73,V ugm-3 (GRAV EMFAB)
2017-03-17,2.77,V ugm-3 (GRAV EMFAB),7.54,V ugm-3 (GRAV EMFAB),2.46,V ugm-3 (GRAV EMFAB),11.13,V ugm-3 (GRAV EMFAB),6,V ugm-3 (GRAV EMFAB),4.17,V ugm-3 (GRAV EMFAB),1.58,V ugm-3 (GRAV EMFAB)
2017-03-18,1.6,V ugm-3 (GRAV EMFAB),10.08,V ugm-3 (GRAV EMFAB),2.21,V ugm-3 (GRAV EMFAB),9.63,V ugm-3 (GRAV EMFAB),2.92,V ugm-3 (GRAV EMFAB),2.17,V ugm-3 (GRAV EMFAB),0.87,V ugm-3 (GRAV EMFAB)
2017-03-19,5.35,V ugm-3 (GRAV EMFAB),11.79,V ugm-3 (GRAV EMFAB),2.38,V ugm-3 (GRAV EMFAB),9.33,V ugm-3 (GRAV EMFAB),1.58,V ugm-3 (GRAV EMFAB),3.13,V ugm-3 (GRAV EMFAB),3.15,V ugm-3 (GRAV EMFAB)
2017-03-20,2.56,V ugm-3 (GRAV EMFAB),6.08,V ugm-3 (GRAV EMFAB),2.33,V ugm-3 (GRAV EMFAB),10.25,V ugm-3 (GRAV EMFAB),2.67,V ugm-3 (GRAV EMFAB),2,V ugm-3 (GRAV EMFAB),1.58,V ugm-3 (GRAV EMFAB)
2017-03-21,3.98,V ugm-3 (GRAV EMFAB),4.13,V ugm-3 (GRAV EMFAB),2.25,V ugm-3 (GRAV EMFAB),10.25,V ugm-3 (GRAV EMFAB),3.5,V ugm-3 (GRAV EMFAB),3.33,V ugm-3 (GRAV EMFAB),2.03,V ugm-3 (GRAV EMFAB)
2017-03-22,4.19,V ugm-3 (GRAV EMFAB),6.04,V ugm-3 (GRAV EMFAB),3.83,V ugm-3 (GRAV EMFAB),10.92,V ugm-3 (GRAV EMFAB),3.54,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),5.31,V ugm-3 (GRAV EMFAB)
2017-03-23,12.44,V ugm-3 (GRAV EMFAB),16.79,V ugm-3 (GRAV EMFAB),4.38,V ugm-3 (GRAV EMFAB),18.79,V ugm-3 (GRAV EMFAB),15.71,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),17.59,V ugm-3 (GRAV EMFAB)
2017-03-24,27.4,V ugm-3 (GRAV EMFAB),31.96,V ugm-3 (GRAV EMFAB),7.58,V ugm-3 (GRAV EMFAB),24.88,V ugm-3 (GRAV EMFAB),22.5,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),11.95,V ugm-3 (GRAV EMFAB)
2017-03-25,7.77,V ugm-3 (GRAV EMFAB),12,V ugm-3 (GRAV EMFAB),6.5,V ugm-3 (GRAV EMFAB),8.96,V ugm-3 (GRAV EMFAB),6.88,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),10.79,V ugm-3 (GRAV EMFAB)
2017-03-26,7.19,V ugm-3 (GRAV EMFAB),9.58,V ugm-3 (GRAV EMFAB),6.96,V ugm-3 (GRAV EMFAB),7.53,V ugm-3 (GRAV EMFAB),4.96,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),11.83,V ugm-3 (GRAV EMFAB)
2017-03-27,26.23,V ugm-3 (GRAV EMFAB),30.92,V ugm-3 (GRAV EMFAB),9.46,V ugm-3 (GRAV EMFAB),37.83,V ugm-3 (GRAV EMFAB),33.17,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),25.48,V ugm-3 (GRAV EMFAB)
2017-03-28,21.02,V ugm-3 (GRAV EMFAB),19.88,V ugm-3 (GRAV EMFAB),10,V ugm-3 (GRAV EMFAB),37.38,V ugm-3 (GRAV EMFAB),23.38,V ugm-3 (GRAV EMFAB),,,31.41,V ugm-3 (GRAV EMFAB)
2017-03-29,5.48,V ugm-3 (GRAV EMFAB),6.92,V ugm-3 (GRAV EMFAB),19.17,V ugm-3 (GRAV EMFAB),17.82,V ugm-3 (GRAV EMFAB),7.64,V ugm-3 (GRAV EMFAB),,,4.36,V ugm-3 (GRAV EMFAB)
2017-03-30,9.54,V ugm-3 (GRAV EMFAB),8.04,V ugm-3 (GRAV EMFAB),11.33,V ugm-3 (GRAV EMFAB),14.69,V ugm-3 (GRAV EMFAB),9.1,V ugm-3 (GRAV EMFAB),,,6.02,V ugm-3 (GRAV EMFAB)
2017-03-31,7.83,V ugm-3 (GRAV EMFAB),6.5,V ugm-3 (GRAV EMFAB),4.88,V ugm-3 (GRAV EMFAB),14.44,V ugm-3 (GRAV EMFAB),7.56,V ugm-3 (GRAV EMFAB),,,5.15,V ugm-3 (GRAV EMFAB)
2017-04-01,5.458,V ugm-3 (GRAV EMFAB),6.417,V ugm-3 (GRAV EMFAB),3.875,V ugm-3 (GRAV EMFAB),12.971,V ugm-3 (GRAV EMFAB),7.058,V ugm-3 (GRAV EMFAB),,,5.187,V ugm-3 (GRAV EMFAB)
2017-04-02,5.519,V ugm-3 (GRAV EMFAB),9.333,V ugm-3 (GRAV EMFAB),3.042,V ugm-3 (GRAV EMFAB),9.54,V ugm-3 (GRAV EMFAB),7.641,V ugm-3 (GRAV EMFAB),,,5.311,V ugm-3 (GRAV EMFAB)
2017-04-03,9.542,V ugm-3 (GRAV EMFAB),12.042,V ugm-3 (GRAV EMFAB),4.292,V ugm-3 (GRAV EMFAB),21.333,V ugm-3 (GRAV EMFAB),10.975,V ugm-3 (GRAV EMFAB),,,3.154,V ugm-3 (GRAV EMFAB)
2017-04-04,5.458,V ugm-3 (GRAV EMFAB),8,V ugm-3 (GRAV EMFAB),6.125,V ugm-3 (GRAV EMFAB),12.833,V ugm-3 (GRAV EMFAB),10.225,V ugm-3 (GRAV EMFAB),,,4.938,V ugm-3 (GRAV EMFAB)
2017-04-05,6.542,V ugm-3 (GRAV EMFAB),8.333,V ugm-3 (GRAV EMFAB),7,V ugm-3 (GRAV EMFAB),8.333,V ugm-3 (GRAV EMFAB),8.6,V ugm-3 (GRAV EMFAB),,,1.411,V ugm-3 (GRAV EMFAB)
2017-04-06,13.042,V ugm-3 (GRAV EMFAB),15.333,V ugm-3 (GRAV EMFAB),2.833,V ugm-3 (GRAV EMFAB),6.611,V ugm-3 (GRAV EMFAB),12.891,V ugm-3 (GRAV EMFAB),,,3.237,V ugm-3 (GRAV EMFAB)
2017-04-07,21.833,V ugm-3 (GRAV EMFAB),22,V ugm-3 (GRAV EMFAB),2.792,V ugm-3 (GRAV EMFAB),15.69,V ugm-3 (GRAV EMFAB),14.933,V ugm-3 (GRAV EMFAB),,,7.054,V ugm-3 (GRAV EMFAB)
2017-04-08,26.625,V ugm-3 (GRAV EMFAB),28.417,V ugm-3 (GRAV EMFAB),8.208,V ugm-3 (GRAV EMFAB),27.992,V ugm-3 (GRAV EMFAB),22.558,V ugm-3 (GRAV EMFAB),,,15.892,V ugm-3 (GRAV EMFAB)
2017-04-09,23,V ugm-3 (GRAV EMFAB),27.5,V ugm-3 (GRAV EMFAB),8.833,V ugm-3 (GRAV EMFAB),24.1,V ugm-3 (GRAV EMFAB),14.016,V ugm-3 (GRAV EMFAB),,,14.73,V ugm-3 (GRAV EMFAB)
2017-04-10,6.083,V ugm-3 (GRAV EMFAB),7.75,V ugm-3 (GRAV EMFAB),2.917,V ugm-3 (GRAV EMFAB),6.025,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),,,No data,V ugm-3 (GRAV EMFAB)
2017-04-11,6.083,V ugm-3 (GRAV EMFAB),4.167,V ugm-3 (GRAV EMFAB),2.292,V ugm-3 (GRAV EMFAB),8.958,V ugm-3 (GRAV EMFAB),6.808,V ugm-3 (GRAV EMFAB),,,No data,V ugm-3 (GRAV EMFAB)
2017-04-12,4.833,V ugm-3 (GRAV EMFAB),2,V ugm-3 (GRAV EMFAB),2.333,V ugm-3 (GRAV EMFAB),9.582,V ugm-3 (GRAV EMFAB),7.141,V ugm-3 (GRAV EMFAB),,,No data,V ugm-3 (GRAV EMFAB)
2017-04-13,5.333,V ugm-3 (GRAV EMFAB),4.042,V ugm-3 (GRAV EMFAB),2.5,V ugm-3 (GRAV EMFAB),6.067,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),,,No data,V ugm-3 (GRAV EMFAB)
2017-04-14,3.667,V ugm-3 (GRAV EMFAB),2.792,V ugm-3 (GRAV EMFAB),2,V ugm-3 (GRAV EMFAB),7.155,V ugm-3 (GRAV EMFAB),4.708,V ugm-3 (GRAV EMFAB),,,No data,V ugm-3 (GRAV EMFAB)
2017-04-15,2.542,V ugm-3 (GRAV EMFAB),2.958,V ugm-3 (GRAV EMFAB),1.667,V ugm-3 (GRAV EMFAB),3.917,V ugm-3 (GRAV EMFAB),4.458,V ugm-3 (GRAV EMFAB),,,3.734,V ugm-3 (GRAV EMFAB)
2017-04-16,4.083,V ugm-3 (GRAV EMFAB),4.167,V ugm-3 (GRAV EMFAB),2.375,V ugm-3 (GRAV EMFAB),4.979,V ugm-3 (GRAV EMFAB),4.542,V ugm-3 (GRAV EMFAB),,,1.618,V ugm-3 (GRAV EMFAB)
2017-04-17,3.125,V ugm-3 (GRAV EMFAB),3.125,V ugm-3 (GRAV EMFAB),3.292,V ugm-3 (GRAV EMFAB),3.64,V ugm-3 (GRAV EMFAB),2.75,V ugm-3 (GRAV EMFAB),,,5.187,V ugm-3 (GRAV EMFAB)
2017-04-18,6.125,V ugm-3 (GRAV EMFAB),3.333,V ugm-3 (GRAV EMFAB),3.833,V ugm-3 (GRAV EMFAB),4.833,V ugm-3 (GRAV EMFAB),3.708,V ugm-3 (GRAV EMFAB),,,6.266,V ugm-3 (GRAV EMFAB)
2017-04-19,7.75,V ugm-3 (GRAV EMFAB),5.167,V ugm-3 (GRAV EMFAB),3.125,V ugm-3 (GRAV EMFAB),10.125,V ugm-3 (GRAV EMFAB),6.167,V ugm-3 (GRAV EMFAB),,,6.091,V ugm-3 (GRAV EMFAB)
2017-04-20,11.583,V ugm-3 (GRAV EMFAB),12.417,V ugm-3 (GRAV EMFAB),3.167,V ugm-3 (GRAV EMFAB),14.142,V ugm-3 (GRAV EMFAB),9.375,V ugm-3 (GRAV EMFAB),,,6.423,V ugm-3 (GRAV EMFAB)
2017-04-21,16.083,V ugm-3 (GRAV EMFAB),15.542,V ugm-3 (GRAV EMFAB),3,V ugm-3 (GRAV EMFAB),10.251,V ugm-3 (GRAV EMFAB),11.042,V ugm-3 (GRAV EMFAB),,,6.34,V ugm-3 (GRAV EMFAB)
2017-04-22,8.25,V ugm-3 (GRAV EMFAB),7.875,V ugm-3 (GRAV EMFAB),2.5,V ugm-3 (GRAV EMFAB),7.155,V ugm-3 (GRAV EMFAB),6.167,V ugm-3 (GRAV EMFAB),,,3.684,V ugm-3 (GRAV EMFAB)
2017-04-23,9.625,V ugm-3 (GRAV EMFAB),11.708,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),10.333,V ugm-3 (GRAV EMFAB),11.958,V ugm-3 (GRAV EMFAB),,,3.062,V ugm-3 (GRAV EMFAB)
2017-04-24,6.417,V ugm-3 (GRAV EMFAB),8.917,V ugm-3 (GRAV EMFAB),2.125,V ugm-3 (GRAV EMFAB),13.667,V ugm-3 (GRAV EMFAB),12.75,V ugm-3 (GRAV EMFAB),,,2.647,V ugm-3 (GRAV EMFAB)
2017-04-25,3.25,V ugm-3 (GRAV EMFAB),4.113,V ugm-3 (GRAV EMFAB),2.875,V ugm-3 (GRAV EMFAB),4.292,V ugm-3 (GRAV EMFAB),4.458,V ugm-3 (GRAV EMFAB),,,2.564,V ugm-3 (GRAV EMFAB)
2017-04-26,4.5,V ugm-3 (GRAV EMFAB),5.208,V ugm-3 (GRAV EMFAB),3.167,V ugm-3 (GRAV EMFAB),4.333,V ugm-3 (GRAV EMFAB),6.576,V ugm-3 (GRAV EMFAB),,,2.689,V ugm-3 (GRAV EMFAB)
2017-04-27,7.833,V ugm-3 (GRAV EMFAB),8.792,V ugm-3 (GRAV EMFAB),2.458,V ugm-3 (GRAV EMFAB),10.542,V ugm-3 (GRAV EMFAB),8.701,V ugm-3 (GRAV EMFAB),,,3.062,V ugm-3 (GRAV EMFAB)
2017-04-28,6.625,V ugm-3 (GRAV EMFAB),5.958,V ugm-3 (GRAV EMFAB),3.417,V ugm-3 (GRAV EMFAB),9.874,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),,,5.635,V ugm-3 (GRAV EMFAB)
2017-04-29,8.167,V ugm-3 (GRAV EMFAB),6.417,V ugm-3 (GRAV EMFAB),5.708,V ugm-3 (GRAV EMFAB),12.929,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),,,5.51,V ugm-3 (GRAV EMFAB)
2017-04-30,7.25,V ugm-3 (GRAV EMFAB),8.292,V ugm-3 (GRAV EMFAB),10.667,V ugm-3 (GRAV EMFAB),11.255,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),,,17.958,V ugm-3 (GRAV EMFAB)
2017-05-01,4.417,V ugm-3 (GRAV EMFAB),3,V ugm-3 (GRAV EMFAB),12.25,V ugm-3 (GRAV EMFAB),3.667,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),,,8.83,V ugm-3 (GRAV EMFAB)
2017-05-02,6.042,V ugm-3 (GRAV EMFAB),6,V ugm-3 (GRAV EMFAB),14.042,V ugm-3 (GRAV EMFAB),10.586,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),,,12.896,V ugm-3 (GRAV EMFAB)
2017-05-03,13.583,V ugm-3 (GRAV EMFAB),6.458,V ugm-3 (GRAV EMFAB),7,V ugm-3 (GRAV EMFAB),13.292,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),,,10.581,V ugm-3 (GRAV EMFAB)
2017-05-04,16.708,V ugm-3 (GRAV EMFAB),18.292,V ugm-3 (GRAV EMFAB),7.625,V ugm-3 (GRAV EMFAB),14.917,V ugm-3 (GRAV EMFAB),14.368,V ugm-3 (GRAV EMFAB),,,6.971,V ugm-3 (GRAV EMFAB)
2017-05-05,8.216,V ugm-3 (GRAV EMFAB),8.208,V ugm-3 (GRAV EMFAB),7.583,V ugm-3 (GRAV EMFAB),8.75,V ugm-3 (GRAV EMFAB),7.618,V ugm-3 (GRAV EMFAB),,,7.51,V ugm-3 (GRAV EMFAB)
2017-05-06,17.458,V ugm-3 (GRAV EMFAB),22.917,V ugm-3 (GRAV EMFAB),6.833,V ugm-3 (GRAV EMFAB),18.875,V ugm-3 (GRAV EMFAB),21.118,V ugm-3 (GRAV EMFAB),,,10.373,V ugm-3 (GRAV EMFAB)
2017-05-07,9.75,V ugm-3 (GRAV EMFAB),16.292,V ugm-3 (GRAV EMFAB),4.583,V ugm-3 (GRAV EMFAB),11.213,V ugm-3 (GRAV EMFAB),11.535,V ugm-3 (GRAV EMFAB),,,8.631,V ugm-3 (GRAV EMFAB)
2017-05-08,11.708,V ugm-3 (GRAV EMFAB),8.875,V ugm-3 (GRAV EMFAB),3.958,V ugm-3 (GRAV EMFAB),9.792,V ugm-3 (GRAV EMFAB),9.368,V ugm-3 (GRAV EMFAB),,,9.585,V ugm-3 (GRAV EMFAB)
2017-05-09,11.042,V ugm-3 (GRAV EMFAB),8.25,V ugm-3 (GRAV EMFAB),5.458,V ugm-3 (GRAV EMFAB),10.209,V ugm-3 (GRAV EMFAB),8.785,V ugm-3 (GRAV EMFAB),,,11.452,V ugm-3 (GRAV EMFAB)
2017-05-10,13.958,V ugm-3 (GRAV EMFAB),11.542,V ugm-3 (GRAV EMFAB),2.625,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),9.625,V ugm-3 (GRAV EMFAB),,,No data,V ugm-3 (GRAV EMFAB)
2017-05-11,14.667,V ugm-3 (GRAV EMFAB),17.792,V ugm-3 (GRAV EMFAB),5.167,V ugm-3 (GRAV EMFAB),29.54,V ugm-3 (GRAV EMFAB),27.25,V ugm-3 (GRAV EMFAB),,,21.162,V ugm-3 (GRAV EMFAB)
2017-05-12,5.792,V ugm-3 (GRAV EMFAB),7,V ugm-3 (GRAV EMFAB),7.542,V ugm-3 (GRAV EMFAB),15.105,V ugm-3 (GRAV EMFAB),9.125,V ugm-3 (GRAV EMFAB),,,20.539,V ugm-3 (GRAV EMFAB)
2017-05-13,8.88,V ugm-3 (GRAV EMFAB),10.5,V ugm-3 (GRAV EMFAB),8.25,V ugm-3 (GRAV EMFAB),12.51,V ugm-3 (GRAV EMFAB),7.417,V ugm-3 (GRAV EMFAB),,,5.021,V ugm-3 (GRAV EMFAB)
2017-05-14,4.875,V ugm-3 (GRAV EMFAB),5.958,V ugm-3 (GRAV EMFAB),1.708,V ugm-3 (GRAV EMFAB),9.292,V ugm-3 (GRAV EMFAB),4.875,V ugm-3 (GRAV EMFAB),,,3.651,V ugm-3 (GRAV EMFAB)
2017-05-15,6.167,V ugm-3 (GRAV EMFAB),5.542,V ugm-3 (GRAV EMFAB),4.458,V ugm-3 (GRAV EMFAB),12.05,V ugm-3 (GRAV EMFAB),5.625,V ugm-3 (GRAV EMFAB),,,2.033,V ugm-3 (GRAV EMFAB)
2017-05-16,6.167,V ugm-3 (GRAV EMFAB),6.458,V ugm-3 (GRAV EMFAB),2,V ugm-3 (GRAV EMFAB),13.431,V ugm-3 (GRAV EMFAB),4.208,V ugm-3 (GRAV EMFAB),,,2.946,V ugm-3 (GRAV EMFAB)
2017-05-17,4.667,V ugm-3 (GRAV EMFAB),4.833,V ugm-3 (GRAV EMFAB),3.042,V ugm-3 (GRAV EMFAB),10.377,V ugm-3 (GRAV EMFAB),6.667,V ugm-3 (GRAV EMFAB),,,2.697,V ugm-3 (GRAV EMFAB)
2017-05-18,4.833,V ugm-3 (GRAV EMFAB),4.25,V ugm-3 (GRAV EMFAB),3.083,V ugm-3 (GRAV EMFAB),7.542,V ugm-3 (GRAV EMFAB),7.208,V ugm-3 (GRAV EMFAB),,,5.519,V ugm-3 (GRAV EMFAB)
2017-05-19,3.583,V ugm-3 (GRAV EMFAB),8.125,V ugm-3 (GRAV EMFAB),3.375,V ugm-3 (GRAV EMFAB),8.996,V ugm-3 (GRAV EMFAB),5.292,V ugm-3 (GRAV EMFAB),,,2.739,V ugm-3 (GRAV EMFAB)
2017-05-20,3.625,V ugm-3 (GRAV EMFAB),3.167,V ugm-3 (GRAV EMFAB),2.458,V ugm-3 (GRAV EMFAB),9.707,V ugm-3 (GRAV EMFAB),3.708,V ugm-3 (GRAV EMFAB),,,2.075,V ugm-3 (GRAV EMFAB)
2017-05-21,1.458,V ugm-3 (GRAV EMFAB),4.125,V ugm-3 (GRAV EMFAB),1.292,V ugm-3 (GRAV EMFAB),9.208,V ugm-3 (GRAV EMFAB),5.417,V ugm-3 (GRAV EMFAB),,,3.112,V ugm-3 (GRAV EMFAB)
2017-05-22,6.125,V ugm-3 (GRAV EMFAB),7.25,V ugm-3 (GRAV EMFAB),3.583,V ugm-3 (GRAV EMFAB),11.423,V ugm-3 (GRAV EMFAB),6.75,V ugm-3 (GRAV EMFAB),,,5.187,V ugm-3 (GRAV EMFAB)
2017-05-23,5.809,V ugm-3 (GRAV EMFAB),5.435,V ugm-3 (GRAV EMFAB),2.792,V ugm-3 (GRAV EMFAB),10.879,V ugm-3 (GRAV EMFAB),6.583,V ugm-3 (GRAV EMFAB),,,4.066,V ugm-3 (GRAV EMFAB)
2017-05-24,5.353,V ugm-3 (GRAV EMFAB),6.542,V ugm-3 (GRAV EMFAB),3.368,V ugm-3 (GRAV EMFAB),9.498,V ugm-3 (GRAV EMFAB),7.417,V ugm-3 (GRAV EMFAB),,,7.22,V ugm-3 (GRAV EMFAB)
2017-05-25,5.5,V ugm-3 (GRAV EMFAB),6.292,V ugm-3 (GRAV EMFAB),1.368,V ugm-3 (GRAV EMFAB),12.092,V ugm-3 (GRAV EMFAB),8.875,V ugm-3 (GRAV EMFAB),,,9.461,V ugm-3 (GRAV EMFAB)
2017-05-26,7.125,V ugm-3 (GRAV EMFAB),8.208,V ugm-3 (GRAV EMFAB),9.576,V ugm-3 (GRAV EMFAB),13.431,V ugm-3 (GRAV EMFAB),9.667,V ugm-3 (GRAV EMFAB),,,7.22,V ugm-3 (GRAV EMFAB)
2017-05-27,6.792,V ugm-3 (GRAV EMFAB),6.708,V ugm-3 (GRAV EMFAB),8.41,V ugm-3 (GRAV EMFAB),11.506,V ugm-3 (GRAV EMFAB),8.667,V ugm-3 (GRAV EMFAB),,,8.755,V ugm-3 (GRAV EMFAB)
2017-05-28,5.975,V ugm-3 (GRAV EMFAB),4.5,V ugm-3 (GRAV EMFAB),2.993,V ugm-3 (GRAV EMFAB),8.452,V ugm-3 (GRAV EMFAB),7.583,V ugm-3 (GRAV EMFAB),,,4.274,V ugm-3 (GRAV EMFAB)
2017-05-29,7.667,V ugm-3 (GRAV EMFAB),7.292,V ugm-3 (GRAV EMFAB),3.285,V ugm-3 (GRAV EMFAB),11.967,V ugm-3 (GRAV EMFAB),6.458,V ugm-3 (GRAV EMFAB),,,9.751,V ugm-3 (GRAV EMFAB)
2017-05-30,3.61,V ugm-3 (GRAV EMFAB),6.083,V ugm-3 (GRAV EMFAB),4.451,V ugm-3 (GRAV EMFAB),11.213,V ugm-3 (GRAV EMFAB),4.583,V ugm-3 (GRAV EMFAB),,,1.95,V ugm-3 (GRAV EMFAB)
2017-05-31,5.125,V ugm-3 (GRAV EMFAB),6.083,V ugm-3 (GRAV EMFAB),4.743,V ugm-3 (GRAV EMFAB),9.916,V ugm-3 (GRAV EMFAB),6.625,V ugm-3 (GRAV EMFAB),,,3.817,V ugm-3 (GRAV EMFAB)
