Daily measurement data supplied by UK-air on 21/05/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"Auchencorth Moss",,"Bournemouth",,"Brighton Preston Park",,"Chilbolton Observatory",,"Inverness",,"London Marylebone Road",,"London N. Kensington",,"London Westminster",,"Northampton Kingsthorpe",,"Wrexham",
2016-01-04,1.983,V ugm-3 (GRAV EMFAB),5.184,V ugm-3 (GRAV EMFAB),4.65,V ugm-3 (GRAV EMFAB),,,3.792,V ugm-3 (GRAV EMFAB),9.916,V ugm-3 (GRAV EMFAB),5.333,V ugm-3 (GRAV EMFAB),6.375,V ugm-3 (GRAV EMFAB),3.583,V ugm-3 (GRAV EMFAB),8.548,V ugm-3 (GRAV EMFAB)
2016-01-05,2.372,V ugm-3 (GRAV EMFAB),5.441,V ugm-3 (GRAV EMFAB),8.358,V ugm-3 (GRAV EMFAB),,,6.917,V ugm-3 (GRAV EMFAB),12.708,V ugm-3 (GRAV EMFAB),7.167,V ugm-3 (GRAV EMFAB),8.042,V ugm-3 (GRAV EMFAB),6,V ugm-3 (GRAV EMFAB),14.979,V ugm-3 (GRAV EMFAB)
2016-01-06,2.157,V ugm-3 (GRAV EMFAB),7.113,V ugm-3 (GRAV EMFAB),13.681,V ugm-3 (GRAV EMFAB),,,7.083,V ugm-3 (GRAV EMFAB),19.917,V ugm-3 (GRAV EMFAB),17.75,V ugm-3 (GRAV EMFAB),20.75,V ugm-3 (GRAV EMFAB),10.792,V ugm-3 (GRAV EMFAB),23.942,V ugm-3 (GRAV EMFAB)
2016-01-07,0.259,V ugm-3 (GRAV EMFAB),3.385,V ugm-3 (GRAV EMFAB),4.917,V ugm-3 (GRAV EMFAB),,,3.354,V ugm-3 (GRAV EMFAB),7.95,V ugm-3 (GRAV EMFAB),3.875,V ugm-3 (GRAV EMFAB),5.667,V ugm-3 (GRAV EMFAB),3.75,V ugm-3 (GRAV EMFAB),3.942,V ugm-3 (GRAV EMFAB)
2016-01-08,2.33,V ugm-3 (GRAV EMFAB),2.7,V ugm-3 (GRAV EMFAB),4.75,V ugm-3 (GRAV EMFAB),,,12.229,V ugm-3 (GRAV EMFAB),12.385,V ugm-3 (GRAV EMFAB),5.792,V ugm-3 (GRAV EMFAB),7.667,V ugm-3 (GRAV EMFAB),4.417,V ugm-3 (GRAV EMFAB),7.884,V ugm-3 (GRAV EMFAB)
2016-01-09,2.417,V ugm-3 (GRAV EMFAB),3.343,V ugm-3 (GRAV EMFAB),5.083,V ugm-3 (GRAV EMFAB),,,10.938,V ugm-3 (GRAV EMFAB),7.322,V ugm-3 (GRAV EMFAB),2.5,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),2.125,V ugm-3 (GRAV EMFAB),5.228,V ugm-3 (GRAV EMFAB)
2016-01-10,-0.086,V ugm-3 (GRAV EMFAB),2.658,V ugm-3 (GRAV EMFAB),2.708,V ugm-3 (GRAV EMFAB),,,9.104,V ugm-3 (GRAV EMFAB),7.292,V ugm-3 (GRAV EMFAB),3.625,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),1.542,V ugm-3 (GRAV EMFAB),2.822,V ugm-3 (GRAV EMFAB)
2016-01-11,1.123,V ugm-3 (GRAV EMFAB),3.301,V ugm-3 (GRAV EMFAB),4.458,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),5.688,V ugm-3 (GRAV EMFAB),10.75,V ugm-3 (GRAV EMFAB),5.042,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),4.625,V ugm-3 (GRAV EMFAB),7.967,V ugm-3 (GRAV EMFAB)
2016-01-12,No data,V ugm-3 (GRAV EMFAB),4.416,V ugm-3 (GRAV EMFAB),4.833,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),2.938,V ugm-3 (GRAV EMFAB),9.079,V ugm-3 (GRAV EMFAB),3.417,V ugm-3 (GRAV EMFAB),5.694,V ugm-3 (GRAV EMFAB),1.125,V ugm-3 (GRAV EMFAB),3.693,V ugm-3 (GRAV EMFAB)
2016-01-13,1.296,V ugm-3 (GRAV EMFAB),3.13,V ugm-3 (GRAV EMFAB),4.458,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),10.646,V ugm-3 (GRAV EMFAB),12.667,V ugm-3 (GRAV EMFAB),5.125,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.375,V ugm-3 (GRAV EMFAB),5.062,V ugm-3 (GRAV EMFAB)
2016-01-14,-0.043,V ugm-3 (GRAV EMFAB),2.444,V ugm-3 (GRAV EMFAB),1.75,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),5.771,V ugm-3 (GRAV EMFAB),7.167,V ugm-3 (GRAV EMFAB),2.5,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),0.811,V ugm-3 (GRAV EMFAB),0.456,V ugm-3 (GRAV EMFAB)
2016-01-15,0.605,V ugm-3 (GRAV EMFAB),4.289,V ugm-3 (GRAV EMFAB),6.25,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),7.312,V ugm-3 (GRAV EMFAB),7.292,V ugm-3 (GRAV EMFAB),4.875,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.186,V ugm-3 (GRAV EMFAB),3.651,V ugm-3 (GRAV EMFAB)
2016-01-16,2.81,V ugm-3 (GRAV EMFAB),21.576,V ugm-3 (GRAV EMFAB),16,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),17.688,V ugm-3 (GRAV EMFAB),13.5,V ugm-3 (GRAV EMFAB),14.417,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),10.978,V ugm-3 (GRAV EMFAB),12.988,V ugm-3 (GRAV EMFAB)
2016-01-17,0.778,V ugm-3 (GRAV EMFAB),11.025,V ugm-3 (GRAV EMFAB),5.458,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),21.521,V ugm-3 (GRAV EMFAB),9.458,V ugm-3 (GRAV EMFAB),7.208,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),5.728,V ugm-3 (GRAV EMFAB),9.834,V ugm-3 (GRAV EMFAB)
2016-01-18,5.881,V ugm-3 (GRAV EMFAB),6.35,V ugm-3 (GRAV EMFAB),5.083,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),30.938,V ugm-3 (GRAV EMFAB),13.375,V ugm-3 (GRAV EMFAB),10.917,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),9.686,V ugm-3 (GRAV EMFAB),12.946,V ugm-3 (GRAV EMFAB)
2016-01-19,7.137,V ugm-3 (GRAV EMFAB),20.595,V ugm-3 (GRAV EMFAB),24.792,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),17.938,V ugm-3 (GRAV EMFAB),32.292,V ugm-3 (GRAV EMFAB),32.583,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),24.936,V ugm-3 (GRAV EMFAB),25.768,V ugm-3 (GRAV EMFAB)
2016-01-20,5.019,V ugm-3 (GRAV EMFAB),19.696,V ugm-3 (GRAV EMFAB),33.875,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),12.792,V ugm-3 (GRAV EMFAB),46.333,V ugm-3 (GRAV EMFAB),43.5,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),26.395,V ugm-3 (GRAV EMFAB),26.556,V ugm-3 (GRAV EMFAB)
2016-01-21,6.664,V ugm-3 (GRAV EMFAB),7.052,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),12.885,V ugm-3 (GRAV EMFAB),15.833,V ugm-3 (GRAV EMFAB),29.458,V ugm-3 (GRAV EMFAB),21.917,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),20.978,V ugm-3 (GRAV EMFAB),27.51,V ugm-3 (GRAV EMFAB)
2016-01-22,2.294,V ugm-3 (GRAV EMFAB),7.082,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),6.552,V ugm-3 (GRAV EMFAB),4.375,V ugm-3 (GRAV EMFAB),19.289,V ugm-3 (GRAV EMFAB),10.417,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),6.228,V ugm-3 (GRAV EMFAB),8.548,V ugm-3 (GRAV EMFAB)
2016-01-23,4.416,V ugm-3 (GRAV EMFAB),5.881,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),6.552,V ugm-3 (GRAV EMFAB),9.75,V ugm-3 (GRAV EMFAB),16.583,V ugm-3 (GRAV EMFAB),9.792,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.936,V ugm-3 (GRAV EMFAB),8.174,V ugm-3 (GRAV EMFAB)
2016-01-24,0.26,V ugm-3 (GRAV EMFAB),5.667,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),5.219,V ugm-3 (GRAV EMFAB),4.083,V ugm-3 (GRAV EMFAB),11.925,V ugm-3 (GRAV EMFAB),6.25,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.686,V ugm-3 (GRAV EMFAB),3.693,V ugm-3 (GRAV EMFAB)
2016-01-25,3.595,V ugm-3 (GRAV EMFAB),6.397,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),6.219,V ugm-3 (GRAV EMFAB),3.75,V ugm-3 (GRAV EMFAB),12.092,V ugm-3 (GRAV EMFAB),4.875,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.895,V ugm-3 (GRAV EMFAB),2.407,V ugm-3 (GRAV EMFAB)
2016-01-26,1.17,V ugm-3 (GRAV EMFAB),5.238,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),4.677,V ugm-3 (GRAV EMFAB),1.417,V ugm-3 (GRAV EMFAB),10.293,V ugm-3 (GRAV EMFAB),4.417,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.186,V ugm-3 (GRAV EMFAB),2.116,V ugm-3 (GRAV EMFAB)
2016-01-27,0.043,V ugm-3 (GRAV EMFAB),3.435,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),1.052,V ugm-3 (GRAV EMFAB),3.5,V ugm-3 (GRAV EMFAB),7.958,V ugm-3 (GRAV EMFAB),1.583,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),1.061,V ugm-3 (GRAV EMFAB),1.286,V ugm-3 (GRAV EMFAB)
2016-01-28,2.254,V ugm-3 (GRAV EMFAB),3.522,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.792,V ugm-3 (GRAV EMFAB),2.167,V ugm-3 (GRAV EMFAB),12.417,V ugm-3 (GRAV EMFAB),4.917,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),4.083,V ugm-3 (GRAV EMFAB),3.859,V ugm-3 (GRAV EMFAB)
2016-01-29,No data,V ugm-3 (GRAV EMFAB),3.995,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),1.458,V ugm-3 (GRAV EMFAB),2.75,V ugm-3 (GRAV EMFAB),8.326,V ugm-3 (GRAV EMFAB),2.792,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),1.458,V ugm-3 (GRAV EMFAB),1.535,V ugm-3 (GRAV EMFAB)
2016-01-30,No data,V ugm-3 (GRAV EMFAB),3.565,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.708,V ugm-3 (GRAV EMFAB),2.083,V ugm-3 (GRAV EMFAB),8.661,V ugm-3 (GRAV EMFAB),4.875,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),0.958,V ugm-3 (GRAV EMFAB),1.245,V ugm-3 (GRAV EMFAB)
2016-01-31,No data,V ugm-3 (GRAV EMFAB),3.222,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),2.583,V ugm-3 (GRAV EMFAB),9.667,V ugm-3 (GRAV EMFAB),9.417,V ugm-3 (GRAV EMFAB),4.208,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),2.792,V ugm-3 (GRAV EMFAB),1.701,V ugm-3 (GRAV EMFAB)
2016-02-01,No data,V ugm-3 (GRAV EMFAB),8.292,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),6.083,V ugm-3 (GRAV EMFAB),9.167,V ugm-3 (GRAV EMFAB),11.708,V ugm-3 (GRAV EMFAB),6.208,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),5.583,V ugm-3 (GRAV EMFAB),6.556,V ugm-3 (GRAV EMFAB)
2016-02-02,2.951,V ugm-3 (GRAV EMFAB),4.555,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),5.292,V ugm-3 (GRAV EMFAB),2.958,V ugm-3 (GRAV EMFAB),12.708,V ugm-3 (GRAV EMFAB),7.25,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.625,V ugm-3 (GRAV EMFAB),4.398,V ugm-3 (GRAV EMFAB)
2016-02-03,0.998,V ugm-3 (GRAV EMFAB),4.426,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),4.25,V ugm-3 (GRAV EMFAB),5.833,V ugm-3 (GRAV EMFAB),8.542,V ugm-3 (GRAV EMFAB),5.833,V ugm-3 (GRAV EMFAB),6.792,V ugm-3 (GRAV EMFAB),4.292,V ugm-3 (GRAV EMFAB),3.61,V ugm-3 (GRAV EMFAB)
2016-02-04,2.084,V ugm-3 (GRAV EMFAB),2.407,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.708,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),11.792,V ugm-3 (GRAV EMFAB),6.292,V ugm-3 (GRAV EMFAB),6.75,V ugm-3 (GRAV EMFAB),3.458,V ugm-3 (GRAV EMFAB),2.822,V ugm-3 (GRAV EMFAB)
2016-02-05,0.391,V ugm-3 (GRAV EMFAB),4.083,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),2.5,V ugm-3 (GRAV EMFAB),3.083,V ugm-3 (GRAV EMFAB),11.875,V ugm-3 (GRAV EMFAB),3,V ugm-3 (GRAV EMFAB),5.208,V ugm-3 (GRAV EMFAB),3.583,V ugm-3 (GRAV EMFAB),1.494,V ugm-3 (GRAV EMFAB)
2016-02-06,1.737,V ugm-3 (GRAV EMFAB),6.835,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),4.208,V ugm-3 (GRAV EMFAB),5.5,V ugm-3 (GRAV EMFAB),10.126,V ugm-3 (GRAV EMFAB),5.792,V ugm-3 (GRAV EMFAB),6.917,V ugm-3 (GRAV EMFAB),3.542,V ugm-3 (GRAV EMFAB),3.983,V ugm-3 (GRAV EMFAB)
2016-02-07,2.085,V ugm-3 (GRAV EMFAB),3.826,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),2.75,V ugm-3 (GRAV EMFAB),3.417,V ugm-3 (GRAV EMFAB),7.708,V ugm-3 (GRAV EMFAB),2.833,V ugm-3 (GRAV EMFAB),3.292,V ugm-3 (GRAV EMFAB),1.833,V ugm-3 (GRAV EMFAB),4.315,V ugm-3 (GRAV EMFAB)
2016-02-08,0.695,V ugm-3 (GRAV EMFAB),7.739,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),9.5,V ugm-3 (GRAV EMFAB),6.833,V ugm-3 (GRAV EMFAB),11.458,V ugm-3 (GRAV EMFAB),7,V ugm-3 (GRAV EMFAB),7.083,V ugm-3 (GRAV EMFAB),4.125,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB)
2016-02-09,No data,V ugm-3 (GRAV EMFAB),3.827,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.5,V ugm-3 (GRAV EMFAB),4.875,V ugm-3 (GRAV EMFAB),11.375,V ugm-3 (GRAV EMFAB),5.458,V ugm-3 (GRAV EMFAB),5.917,V ugm-3 (GRAV EMFAB),2.333,V ugm-3 (GRAV EMFAB),3.485,V ugm-3 (GRAV EMFAB)
2016-02-10,0.435,V ugm-3 (GRAV EMFAB),4.172,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),5.875,V ugm-3 (GRAV EMFAB),4.208,V ugm-3 (GRAV EMFAB),9.958,V ugm-3 (GRAV EMFAB),5.917,V ugm-3 (GRAV EMFAB),7.458,V ugm-3 (GRAV EMFAB),4.083,V ugm-3 (GRAV EMFAB),1.517,V ugm-3 (GRAV EMFAB)
2016-02-11,1.913,V ugm-3 (GRAV EMFAB),7.57,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),10.583,V ugm-3 (GRAV EMFAB),11.042,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),16.5,V ugm-3 (GRAV EMFAB),15.083,V ugm-3 (GRAV EMFAB),6.292,V ugm-3 (GRAV EMFAB),8.239,V ugm-3 (GRAV EMFAB)
2016-02-12,6.437,V ugm-3 (GRAV EMFAB),5.248,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),8.917,V ugm-3 (GRAV EMFAB),7.833,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),9.583,V ugm-3 (GRAV EMFAB),10.375,V ugm-3 (GRAV EMFAB),10.583,V ugm-3 (GRAV EMFAB),19.899,V ugm-3 (GRAV EMFAB)
2016-02-13,2.001,V ugm-3 (GRAV EMFAB),6.969,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),12.458,V ugm-3 (GRAV EMFAB),9.083,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),15.625,V ugm-3 (GRAV EMFAB),17.833,V ugm-3 (GRAV EMFAB),15.417,V ugm-3 (GRAV EMFAB),18.322,V ugm-3 (GRAV EMFAB)
2016-02-14,1.001,V ugm-3 (GRAV EMFAB),9.293,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),9.75,V ugm-3 (GRAV EMFAB),6,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),8.042,V ugm-3 (GRAV EMFAB),9.542,V ugm-3 (GRAV EMFAB),3.5,V ugm-3 (GRAV EMFAB),6.58,V ugm-3 (GRAV EMFAB)
2016-02-15,1.262,V ugm-3 (GRAV EMFAB),7.358,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),8.083,V ugm-3 (GRAV EMFAB),6.708,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),6.375,V ugm-3 (GRAV EMFAB),4.708,V ugm-3 (GRAV EMFAB),7.285,V ugm-3 (GRAV EMFAB)
2016-02-16,2.002,V ugm-3 (GRAV EMFAB),9.553,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.292,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),12.282,V ugm-3 (GRAV EMFAB),12,V ugm-3 (GRAV EMFAB),9.833,V ugm-3 (GRAV EMFAB),7.783,V ugm-3 (GRAV EMFAB)
2016-02-17,2.177,V ugm-3 (GRAV EMFAB),4.519,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),7.875,V ugm-3 (GRAV EMFAB),4.583,V ugm-3 (GRAV EMFAB),16.448,V ugm-3 (GRAV EMFAB),8.622,V ugm-3 (GRAV EMFAB),13,V ugm-3 (GRAV EMFAB),7.292,V ugm-3 (GRAV EMFAB),5.169,V ugm-3 (GRAV EMFAB)
2016-02-18,2.439,V ugm-3 (GRAV EMFAB),5.165,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),7.167,V ugm-3 (GRAV EMFAB),2.375,V ugm-3 (GRAV EMFAB),13.115,V ugm-3 (GRAV EMFAB),11.917,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),9,V ugm-3 (GRAV EMFAB),5.086,V ugm-3 (GRAV EMFAB)
2016-02-19,1.829,V ugm-3 (GRAV EMFAB),2.497,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),7.083,V ugm-3 (GRAV EMFAB),2.667,V ugm-3 (GRAV EMFAB),15.615,V ugm-3 (GRAV EMFAB),7.629,V ugm-3 (GRAV EMFAB),6.875,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.592,V ugm-3 (GRAV EMFAB)
2016-02-20,1.263,V ugm-3 (GRAV EMFAB),2.325,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),2.958,V ugm-3 (GRAV EMFAB),2.75,V ugm-3 (GRAV EMFAB),9.531,V ugm-3 (GRAV EMFAB),3.128,V ugm-3 (GRAV EMFAB),2.875,V ugm-3 (GRAV EMFAB),-0.292,V ugm-3 (GRAV EMFAB),1.683,V ugm-3 (GRAV EMFAB)
2016-02-21,0.654,V ugm-3 (GRAV EMFAB),3.617,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.917,V ugm-3 (GRAV EMFAB),2.625,V ugm-3 (GRAV EMFAB),7.865,V ugm-3 (GRAV EMFAB),3.046,V ugm-3 (GRAV EMFAB),2.208,V ugm-3 (GRAV EMFAB),0.667,V ugm-3 (GRAV EMFAB),0.397,V ugm-3 (GRAV EMFAB)
2016-02-22,1.874,V ugm-3 (GRAV EMFAB),3.316,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),3.458,V ugm-3 (GRAV EMFAB),1,V ugm-3 (GRAV EMFAB),7.073,V ugm-3 (GRAV EMFAB),4.007,V ugm-3 (GRAV EMFAB),5.833,V ugm-3 (GRAV EMFAB),2.75,V ugm-3 (GRAV EMFAB),3.053,V ugm-3 (GRAV EMFAB)
2016-02-23,1.308,V ugm-3 (GRAV EMFAB),7.278,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),7.625,V ugm-3 (GRAV EMFAB),2.458,V ugm-3 (GRAV EMFAB),8.531,V ugm-3 (GRAV EMFAB),6.639,V ugm-3 (GRAV EMFAB),8.333,V ugm-3 (GRAV EMFAB),4.625,V ugm-3 (GRAV EMFAB),4.464,V ugm-3 (GRAV EMFAB)
2016-02-24,No data,V ugm-3 (GRAV EMFAB),14.815,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),13.5,V ugm-3 (GRAV EMFAB),2.708,V ugm-3 (GRAV EMFAB),20.24,V ugm-3 (GRAV EMFAB),20.093,V ugm-3 (GRAV EMFAB),16.875,V ugm-3 (GRAV EMFAB),9.542,V ugm-3 (GRAV EMFAB),4.689,V ugm-3 (GRAV EMFAB)
2016-02-25,1.988,V ugm-3 (GRAV EMFAB),15.291,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),12.107,V ugm-3 (GRAV EMFAB),4.875,V ugm-3 (GRAV EMFAB),20.333,V ugm-3 (GRAV EMFAB),19.767,V ugm-3 (GRAV EMFAB),20.458,V ugm-3 (GRAV EMFAB),11.417,V ugm-3 (GRAV EMFAB),6.266,V ugm-3 (GRAV EMFAB)
2016-02-26,5.129,V ugm-3 (GRAV EMFAB),7.452,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),13.232,V ugm-3 (GRAV EMFAB),9.875,V ugm-3 (GRAV EMFAB),22.208,V ugm-3 (GRAV EMFAB),19.148,V ugm-3 (GRAV EMFAB),20.708,V ugm-3 (GRAV EMFAB),15.042,V ugm-3 (GRAV EMFAB),15.477,V ugm-3 (GRAV EMFAB)
2016-02-27,9.014,V ugm-3 (GRAV EMFAB),15.423,V ugm-3 (GRAV EMFAB),No data,V ugm-3 (GRAV EMFAB),19.315,V ugm-3 (GRAV EMFAB),10.75,V ugm-3 (GRAV EMFAB),18.292,V ugm-3 (GRAV EMFAB),18.738,V ugm-3 (GRAV EMFAB),19.5,V ugm-3 (GRAV EMFAB),16.125,V ugm-3 (GRAV EMFAB),25.145,V ugm-3 (GRAV EMFAB)
