date,status_raw,pm25,status_code,pm25_imputed,iqr_outlier,domain_outlier,outlier,iqr_lower,iqr_upper
2022-09-27,V ugm-3 (GRAV EMFAB),5.73,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-09-28,V ugm-3 (GRAV EMFAB),7.64,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-09-29,V ugm-3 (GRAV EMFAB),10.21,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-09-30,V ugm-3 (GRAV EMFAB),9.65,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-01,V ugm-3 (GRAV EMFAB),7.05,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-02,V ugm-3 (GRAV EMFAB),5.91,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-03,V ugm-3 (GRAV EMFAB),11.41,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-04,V ugm-3 (GRAV EMFAB),5.34,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-05,V ugm-3 (GRAV EMFAB),5.09,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-06,V ugm-3 (GRAV EMFAB),6.96,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-07,V ugm-3 (GRAV EMFAB),6.05,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-08,V ugm-3 (GRAV EMFAB),7.49,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-09,V ugm-3 (GRAV EMFAB),7.49,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-10,V ugm-3 (GRAV EMFAB),6.16,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-11,V ugm-3 (GRAV EMFAB),11.41,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-12,V ugm-3 (GRAV EMFAB),11.02,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-13,V ugm-3 (GRAV EMFAB),10.35,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-14,V ugm-3 (GRAV EMFAB),11.28,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-15,V ugm-3 (GRAV EMFAB),6.56,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-16,V ugm-3 (GRAV EMFAB),5.9,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-17,V ugm-3 (GRAV EMFAB),8.03,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-18,V ugm-3 (GRAV EMFAB),9.2,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-19,V ugm-3 (GRAV EMFAB),9.62,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-20,V ugm-3 (GRAV EMFAB),12.82,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-21,V ugm-3 (GRAV EMFAB),8.72,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-22,V ugm-3 (GRAV EMFAB),6.46,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-23,V ugm-3 (GRAV EMFAB),5.9,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-24,V ugm-3 (GRAV EMFAB),5.57,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-25,V ugm-3 (GRAV EMFAB),6.09,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-26,V ugm-3 (GRAV EMFAB),8.14,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-27,V ugm-3 (GRAV EMFAB),9.53,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-28,V ugm-3 (GRAV EMFAB),9.5,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-29,V ugm-3 (GRAV EMFAB),10.78,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-30,V ugm-3 (GRAV EMFAB),5.35,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-10-31,V ugm-3 (GRAV EMFAB),7.13,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-01,V ugm-3 (GRAV EMFAB),4.69,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-02,V ugm-3 (GRAV EMFAB),5.89,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-03,V ugm-3 (GRAV EMFAB),7.13,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-04,V ugm-3 (GRAV EMFAB),11.53,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-05,V ugm-3 (GRAV EMFAB),9.52,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-06,V ugm-3 (GRAV EMFAB),4.67,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-07,V ugm-3 (GRAV EMFAB),6.48,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-08,V ugm-3 (GRAV EMFAB),5.86,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-09,V ugm-3 (GRAV EMFAB),6.64,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-10,V ugm-3 (GRAV EMFAB),6.82,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-11,V ugm-3 (GRAV EMFAB),7.2,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-12,V ugm-3 (GRAV EMFAB),14.42,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-13,V ugm-3 (GRAV EMFAB),18.01,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-14,V ugm-3 (GRAV EMFAB),20.58,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-15,V ugm-3 (GRAV EMFAB),5.44,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-16,V ugm-3 (GRAV EMFAB),5.29,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-17,V ugm-3 (GRAV EMFAB),6.33,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-18,V ugm-3 (GRAV EMFAB),6.9,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-19,V ugm-3 (GRAV EMFAB),9.22,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-20,V ugm-3 (GRAV EMFAB),7.46,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-21,V ugm-3 (GRAV EMFAB),6.29,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-22,V ugm-3 (GRAV EMFAB),8.52,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-23,V ugm-3 (GRAV EMFAB),7.8,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-24,V ugm-3 (GRAV EMFAB),8.93,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-25,V ugm-3 (GRAV EMFAB),11.04,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-26,V ugm-3 (GRAV EMFAB),8.18,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-27,V ugm-3 (GRAV EMFAB),7.51,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-28,V ugm-3 (GRAV EMFAB),9.51,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-29,V ugm-3 (GRAV EMFAB),14.66,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-11-30,V ugm-3 (GRAV EMFAB),17.0,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-12-01,V ugm-3 (GRAV EMFAB),18.85,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-12-02,V ugm-3 (GRAV EMFAB),11.48,V,False,False,False,False,-7.4999999999999964,22.599999999999994
2022-12-03,V ugm-3 (GRAV EMFAB),10.55,V,False,False,False,False,-7.4999999999999964,22.599999999999994
