date,pm25,station,was_observed,pm25_imputed,pm25_lag_1d,pm25_lag_2d,pm25_lag_3d,pm25_lag_7d,pm25_lag_14d,pm25_lag_30d,rolling_mean_3d,rolling_mean_7d,rolling_mean_14d,rolling_mean_30d,rolling_std_7d,rolling_min_7d,rolling_max_7d,rolling_std_30d,rolling_min_30d,rolling_max_30d,diff_1d,diff_7d,diff_30d,pct_change_1d,pct_change_7d,diff_of_diff,seasonal_trend,seasonal_component,seasonal_residual,trend_avg_3d,trend_avg_7d,trend_avg_14d,trend_diff_1_2,trend_diff_1_7,trend_diff_7_14,trend_rate_3d,trend_rate_7d,trend_rate_14d,trend_volatility_7d,trend_volatility_14d,trend_ratio_7d,trend_ratio_30d,trend_cumsum_7d,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,day_of_month_sin,day_of_month_cos
2021-01-11,6.417,London Marylebone Road,True,False,6.083,6.417,4.333,17.167,,,5.611000000000001,9.157857142857143,12.191300000000002,12.191300000000002,4.42688281708365,4.333,17.167,6.879512079759404,4.333,26.917,-0.33399999999999963,-20.834000000000003,,-5.20492441951067,-77.40089906007356,-2.4179999999999993,5.374935974275276,-0.1434945317312339,1.1855585574559575,5.611000000000001,9.157857142857143,12.191300000000002,-0.33399999999999963,-11.084000000000001,,0.5833333333333334,-1.5834285714285716,,4.42688281708365,6.879512079759404,0.6642383589423602,0.49896237480826483,64.105,0.1882267098432442,0.9821256058680006,0.0,1.0,0.7907757369376989,-0.6121059825476626
2021-01-12,6.3574761904761905,London Marylebone Road,False,True,6.417,6.083,6.417,10.0,,,6.305666666666666,7.622142857142856,11.666363636363638,11.666363636363638,2.7215421136169202,4.333,12.385,6.7547063485058665,4.333,26.917,0.33399999999999963,-10.750000000000002,,5.490711819825744,-62.62014329818839,0.6679999999999993,5.389087035826852,0.7960172337797168,0.17237192086962205,6.305666666666666,7.622142857142856,11.666363636363638,0.33399999999999963,-3.583,,0.0,-0.5118571428571429,,2.7215421136169202,6.7547063485058665,0.8418892324992973,0.5500428582560585,53.355,0.2051044998686192,0.9787400799669153,0.7818314824680298,0.6234898018587336,0.6513724827222223,-0.758758122692791
2021-01-13,6.297952380952381,London Marylebone Road,False,True,6.3574761904761905,6.417,6.083,12.385,,,6.285825396825397,7.101782312925171,11.223956349206349,11.223956349206349,2.5328014914725703,4.333,12.385,6.620190700121982,4.333,26.917,-0.05952380952380931,-3.6425238095238095,,-0.9275955980023287,-36.4252380952381,-0.39352380952380894,5.403238097378426,0.4422222621739028,0.4524920214000522,6.285825396825397,7.101782312925171,11.223956349206349,-0.05952380952380931,-6.027523809523809,,0.09149206349206344,-0.8610748299319727,,2.5328014914725703,6.620190700121982,0.8951944611010745,0.5664202525988735,49.712476190476195,0.22192151300416552,0.9750645322571948,0.9749279121818236,-0.22252093395631434,0.48530196253108104,-0.8743466161445821
2021-01-14,6.238428571428571,London Marylebone Road,False,True,6.297952380952381,6.3574761904761905,6.417,7.72,,,6.3574761904761905,6.232204081632653,10.845032967032967,10.845032967032967,0.994240891282083,4.333,7.72,6.483923137118973,4.333,26.917,-0.05952380952380931,-6.087047619047619,,-0.9362804946557057,-49.14854759021089,0.0,5.417389158930002,0.3373300772608482,0.4837093352377212,6.3574761904761905,6.232204081632653,10.845032967032967,-0.05952380952380931,-1.4220476190476186,,-0.03968253968253954,-0.2031496598639455,,0.994240891282083,6.483923137118973,1.0105497667371803,0.5807222901117103,43.62542857142857,0.2386727660059501,0.9711000518829505,0.43388373911755823,-0.900968867902419,0.29936312297335804,-0.9541392564000488
2021-01-15,6.238428571428571,London Marylebone Road,False,True,6.238428571428571,6.297952380952381,6.3574761904761905,4.333,17.167,,6.297952380952381,6.020551020408163,10.515989795918369,10.515989795918369,0.7532167262998457,4.333,6.417,6.350046294900913,4.333,26.917,-0.0595238095238102,-1.4815714285714288,,-0.9451295583598696,-19.191339748334567,-8.881784197001252e-16,5.431540220481576,0.24391212587682143,0.5629762250701734,6.297952380952381,6.020551020408163,10.515989795918369,-0.0595238095238102,1.9054285714285708,-12.834000000000001,-0.03968253968253984,0.27220408163265297,-0.7806122448979593,0.7532167262998457,6.350046294900913,1.03618897178711,0.5932326573624033,42.143857142857144,0.255353295116187,0.9668478136052775,-0.433883739117558,-0.9009688679024191,0.10116832198743272,-0.994869323391895
2021-01-16,6.238428571428571,London Marylebone Road,False,True,6.238428571428571,6.238428571428571,6.297952380952381,6.417,13.724,,6.258269841269841,6.292755102040816,9.735377551020408,10.230819047619047,0.11901636233646821,6.083,6.417,6.217933958719599,4.333,26.917,0.0,1.9054285714285708,,0.0,43.97481124921696,0.0595238095238102,5.445691282033152,0.2717036983023191,0.5210335910931003,6.258269841269841,6.292755102040816,9.735377551020408,0.0,-0.17857142857142883,-7.307,-0.019841269841270066,-0.02551020408163269,-0.5346836734693878,0.11901636233646821,6.13771919510872,0.9913668131476105,0.6097682445942977,44.049285714285716,0.2719581575341055,0.9623090774541486,-0.9749279121818236,-0.2225209339563146,-0.10116832198743204,-0.9948693233918952
2021-01-17,6.238428571428571,London Marylebone Road,False,True,6.238428571428571,6.238428571428571,6.238428571428571,6.083,26.917,,6.238428571428571,6.267244897959183,9.20069387755102,9.981294642857144,0.1064178483591152,6.083,6.417,6.089448912489018,4.333,26.917,0.0,-0.17857142857142883,,0.0,-2.7827867940069972,0.0,5.459842343584727,0.27049527072781554,0.5080909571160285,6.238428571428571,6.267244897959183,9.20069387755102,0.0,0.1554285714285708,-20.834000000000003,0.0,0.022204081632652972,-1.4770408163265307,0.1064178483591152,6.089384775227213,0.9954020742766896,0.6250119643440184,43.870714285714286,0.288482432880609,0.9574851883550393,-0.7818314824680299,0.6234898018587334,-0.2993631229733582,-0.9541392564000488
2021-01-18,6.238428571428571,London Marylebone Road,False,True,6.238428571428571,6.238428571428571,6.238428571428571,6.417,17.167,,6.238428571428571,6.289448979591837,7.723653061224489,9.761126050420168,0.07232058289194551,6.238428571428571,6.417,5.965556374624823,4.333,26.917,0.0,0.1554285714285708,,0.0,2.5551302223996597,0.0,5.4739934051363015,0.2692868431533124,0.49514832313895707,6.238428571428571,6.289448979591837,7.723653061224489,0.0,-0.17857142857142883,-10.750000000000002,0.0,-0.02551020408163269,-0.7806122448979593,0.07232058289194551,3.355962653663642,0.991887936712927,0.6391095186359198,44.02614285714286,0.30492122465628907,0.9523775757303974,0.0,1.0,-0.4853019625310808,-0.8743466161445822
2021-01-19,6.238428571428571,London Marylebone Road,False,True,6.238428571428571,6.238428571428571,6.238428571428571,6.3574761904761905,10.0,,6.238428571428571,6.263938775510204,6.94304081632653,9.565420634920635,0.04683308288478843,6.238428571428571,6.3574761904761905,5.846697369887894,4.333,26.917,0.0,-0.17857142857142883,,0.0,-2.7827867940069972,0.0,5.488144466687877,0.2680784155788095,0.48220568916188455,6.238428571428571,6.263938775510204,6.94304081632653,0.0,-0.11904761904761951,-3.6425238095238095,0.0,-0.017006802721088503,-0.26868367346938776,0.04683308288478843,1.9789356702109107,0.9959274499646502,0.6521854928840076,43.84757142857143,0.3212696616923644,0.9469877530760753,0.7818314824680298,0.6234898018587336,-0.651372482722222,-0.7587581226927911
2021-01-20,6.238428571428571,London Marylebone Road,False,True,6.238428571428571,6.238428571428571,6.238428571428571,6.297952380952381,12.385,,6.238428571428571,6.246931972789115,6.674357142857142,9.390315789473684,0.022497885297547596,6.238428571428571,6.297952380952381,5.733004331913865,4.333,26.917,0.0,-0.11904761904761951,,0.0,-1.8725609893114337,0.0,5.5022955282394514,0.26686998800430706,0.4692630551848125,6.238428571428571,6.246931972789115,6.674357142857142,0.0,-0.0595238095238102,-6.087047619047619,0.0,-0.008503401360544314,-0.43904081632653064,0.022497885297547596,1.777016279835363,0.998638787584436,0.6643470476702922,43.72852380952381,0.3375228995941133,0.9413173175128471,0.9749279121818236,-0.22252093395631434,-0.7907757369376986,-0.6121059825476627
2021-01-21,6.238428571428571,London Marylebone Road,False,True,6.238428571428571,6.238428571428571,6.238428571428571,6.238428571428571,7.72,,6.238428571428571,6.238428571428571,6.235316326530612,9.232721428571429,0.0,6.238428571428571,6.238428571428571,5.624428716902763,4.333,26.917,0.0,-0.0595238095238102,,0.0,-0.9451295583598696,0.0,5.516446589791027,0.2656615604298035,0.45632042120774063,6.238428571428571,6.238428571428571,6.235316326530612,0.0,0.0,-1.4815714285714288,0.0,0.0,-0.10582653061224491,0.0,0.6754613981079074,1.0,0.6756868621773026,43.669,0.3536761221763716,0.9353679493131483,0.43388373911755823,-0.900968867902419,-0.8978045395707417,-0.44039415155763423
2021-01-22,6.238428571428571,London Marylebone Road,False,True,6.238428571428571,6.238428571428571,6.238428571428571,6.238428571428571,4.333,,6.238428571428571,6.238428571428571,6.129489795918367,9.090136054421768,0.0,6.238428571428571,6.238428571428571,5.520817950203919,4.333,26.917,0.0,0.0,,0.0,0.0,0.0,5.530597651342602,0.26445313285530003,0.4433777872306687,6.238428571428571,6.238428571428571,6.129489795918367,0.0,0.0,1.9054285714285708,0.0,0.0,0.13610204081632649,0.0,0.5240493088956686,1.0,0.6862855004677269,43.669,0.3697245428906731,0.9291414114031743,-0.433883739117558,-0.9009688679024191,-0.9680771188662041,-0.2506525322587213
