date,O3,NO,NO2,NOx,CO,PM10,station,day_of_week,quarter_num,year
2022-01-16,11.267389583333333,35.21023958333333,45.98765624999999,99.96,0.62721275,,London Marylebone Road,6,1,2022
2022-01-17,7.5337675,133.86127541666667,73.06546875,278.32453125,0.7344161666666666,,London Marylebone Road,0,1,2022
2022-01-18,2.635987083333333,165.35040333333333,74.72296874999999,328.24875000000003,0.8193057499999999,,London Marylebone Road,1,1,2022
2022-01-19,16.331478333333333,38.30837913043478,47.272010869565214,106.01902173913044,0.3730501739130435,,London Marylebone Road,2,1,2022
2022-01-20,31.748260833333333,12.6289125,34.273593749999996,53.5978125,0.39097716666666665,,London Marylebone Road,3,1,2022
2022-01-21,7.418797826086957,82.8717459090909,69.43244318181819,196.49198863636363,0.7845695652173914,,London Marylebone Road,4,1,2022
2022-01-22,28.646610416666665,16.921703333333333,39.301875,65.27203125,0.45840375,,London Marylebone Road,5,1,2022
2022-01-23,28.846180416666666,37.39821166666667,45.262499999999996,102.59765625,0.37690975,,London Marylebone Road,6,1,2022
2022-01-24,17.38753625,38.12580333333333,47.90015625,106.3509375,0.33955833333333335,,London Marylebone Road,0,1,2022
2022-01-25,13.978215416666666,39.88761458333333,44.39390624999999,105.538125,0.5403828333333334,,London Marylebone Road,1,1,2022
2022-01-26,9.9485645,67.915485,56.7151875,160.8890625,0.5751147999999999,,London Marylebone Road,2,1,2022
2022-01-27,17.994561666666666,49.55938666666666,52.1475,128.1534375,0.44142583333333335,,London Marylebone Road,3,1,2022
2022-01-28,6.876849583333333,85.62194791666667,65.79796875,197.06718750000002,0.5204944166666666,,London Marylebone Road,4,1,2022
2022-01-29,34.30940916666667,17.264710833333332,34.2178125,60.658125000000005,0.3405285,,London Marylebone Road,5,1,2022
2022-01-30,22.15227,35.96901375,52.0678125,107.24343749999998,0.60974975,,London Marylebone Road,6,1,2022
2022-01-31,50.5411025,11.636269583333332,26.225156249999998,44.02734375,0.7004603333333334,,London Marylebone Road,0,1,2022
2022-02-01,27.74854541666667,25.19546,42.05109375,80.7075,0.6393398333333333,,London Marylebone Road,1,1,2022
2022-02-02,15.392920869565216,50.03842217391305,50.14076086956521,126.89021739130435,0.5137665217391304,,London Marylebone Road,2,1,2022
2022-02-03,21.021373333333333,63.877351250000004,59.327343750000004,157.2871875,0.36041691666666664,,London Marylebone Road,3,1,2022
2022-02-04,33.81879958333334,32.87674916666666,45.84421875,96.2465625,0.5161286666666667,,London Marylebone Road,4,1,2022
2022-02-05,26.027254166666665,41.197279583333334,48.991875,112.15218750000001,0.42590316666666667,24.33,London Marylebone Road,5,1,2022
2022-02-06,48.212785833333335,13.429263333333333,25.8346875,46.4259375,0.5015761666666666,17.37,London Marylebone Road,6,1,2022
2022-02-07,19.990261666666665,62.780766666666665,57.614062499999996,153.93234375,0.63594425,,London Marylebone Road,0,1,2022
2022-02-08,28.156000833333334,56.481901666666666,55.940625000000004,142.52906249999998,0.3007516666666667,19.08,London Marylebone Road,1,1,2022
2022-02-09,21.67829125,65.98217,59.39906250000001,160.58625,0.32258041666666665,24.73,London Marylebone Road,2,1,2022
2022-02-10,21.974874444444442,34.959047222222225,52.4025,105.963125,0.8666822222222222,15.77,London Marylebone Road,3,1,2022
2022-02-11,10.85161875,70.11904833333334,70.9696875,178.49203125,0.58937625,20.09,London Marylebone Road,4,1,2022
2022-02-12,20.888326666666668,46.65421708333333,56.31515625,127.83468750000002,0.4098954166666667,16.3,London Marylebone Road,5,1,2022
2022-02-13,26.22682416666667,37.75161333333333,46.2665625,104.1675,0.28862458333333335,,London Marylebone Road,6,1,2022
2022-02-14,24.32259375,45.78110708333333,54.681562500000005,124.88625,0.5981077499999999,,London Marylebone Road,0,1,2022
2022-02-15,18.426963333333333,64.09562875,66.57890625,164.889375,0.4050445833333333,,London Marylebone Road,1,1,2022
2022-02-16,27.474136666666666,48.433201304347826,48.21163043478261,122.47483695652173,0.1940333333333333,,London Marylebone Road,2,1,2022
2022-02-17,32.12245458333333,45.67196833333333,53.81296875,123.82640624999999,0.5384425,,London Marylebone Road,3,1,2022
2022-02-18,42.50841,23.657123333333335,35.64421875,71.88609375,0.35944675000000004,,London Marylebone Road,4,1,2022
2022-02-19,30.284747499999998,43.49439041666667,51.7809375,118.48734375,0.47489658333333334,,London Marylebone Road,5,1,2022
2022-02-20,47.12346625,23.376480833333332,33.0703125,68.91375000000001,0.23478033333333334,,London Marylebone Road,6,1,2022
2022-02-21,47.1484125,15.981709130434782,31.464782608695653,55.95309782608695,0.46859049999999997,,London Marylebone Road,0,1,2022
2022-02-22,25.312128333333334,47.79237833333334,58.96078125,132.2175,0.38030533333333333,,London Marylebone Road,1,1,2022
2022-02-23,21.520298333333333,66.92284208333334,68.8021875,171.4396875,0.30705775,,London Marylebone Road,2,1,2022
2022-02-24,30.176647083333336,56.684587916666665,60.68203125,147.58921875000001,0.5073971666666667,,London Marylebone Road,3,1,2022
2022-02-25,27.923169166666668,59.13761125,57.86109375,148.51359375,0.535532,,London Marylebone Road,4,1,2022
2022-02-26,18.069400416666667,58.42561083333334,70.3959375,159.980625,0.45306783333333334,,London Marylebone Road,5,1,2022
2022-02-27,27.840014999999998,46.17088833333333,56.50640625,127.34859375,0.3647826666666667,,London Marylebone Road,6,1,2022
2022-02-28,14.518717500000001,78.04460041666667,72.42,192.07078125,0.2585494166666667,,London Marylebone Road,0,1,2022
2022-03-01,20.015207916666668,24.317152916666668,39.32578125,76.595625,0.12757691666666668,,London Marylebone Road,1,1,2022
2022-03-02,10.286170416666666,90.02252173913044,81.0816847826087,219.1392391304348,0.37690975000000004,,London Marylebone Road,2,1,2022
2022-03-03,7.966169166666667,101.74330041666667,81.89484374999999,237.8671875,0.4026191666666667,,London Marylebone Road,3,1,2022
2022-03-04,27.282882083333334,21.120946666666665,43.03921875,75.41625,0.21489191666666665,,London Marylebone Road,4,1,2022
2022-03-05,49.67629916666667,6.901726666666666,18.2803125,28.88671875,0.2134366666666667,23.4,London Marylebone Road,5,1,2022
2022-03-06,59.372074999999995,5.805142083333333,17.91375,26.8228125,0.30608758333333336,15.31,London Marylebone Road,6,1,2022
2022-03-07,38.092923750000004,38.09462083333333,49.8046875,108.215625,0.413291,10.53,London Marylebone Road,0,1,2022
2022-03-08,23.83198416666667,55.43728791666666,67.543125,152.5378125,0.53116625,16.64,London Marylebone Road,1,1,2022
2022-03-09,21.736499166666665,59.55337791666667,67.033125,158.33906249999998,0.3104533333333333,21.07,London Marylebone Road,2,1,2022
2022-03-10,22.842449583333334,61.491890000000005,67.7821875,162.0684375,0.3366478333333333,24.49,London Marylebone Road,3,1,2022
2022-03-11,26.110408333333336,51.65381125,62.69015625,141.93140625,0.29347541666666666,15.8,London Marylebone Road,4,1,2022
2022-03-12,36.3716325,32.44539125,50.33859375,100.09546875000001,0.26243008333333334,17.26,London Marylebone Road,5,1,2022
2022-03-13,30.833564999999997,36.784955833333335,53.892656249999995,110.29546875,0.28862458333333335,14.529,London Marylebone Road,6,1,2022
2022-03-14,15.3169975,67.45814166666666,72.85828125,176.29265625000002,0.4098954166666667,23.477,London Marylebone Road,0,1,2022
2022-03-15,14.069685,48.312086666666666,70.20468749999999,144.298125,0.38418599999999997,24.203,London Marylebone Road,1,1,2022
2022-03-16,17.370905416666666,55.33131260869565,47.72934782608696,132.61940217391304,0.3760872173913043,23.821,London Marylebone Road,2,1,2022
2022-03-17,16.572625416666664,63.98649,70.70671875000001,168.83390625,0.7416924166666666,24.225,London Marylebone Road,3,1,2022
2022-03-18,25.137504583333335,38.6663,57.7575,117.06890625,0.36187216666666666,26.988,London Marylebone Road,4,1,2022
2022-03-19,42.90754999999999,11.994868333333335,34.711875,53.12765625,0.3458644166666667,33.369,London Marylebone Road,5,1,2022
2022-03-20,45.36059791666667,12.883569583333333,39.6684375,59.39109375,0.48120266666666667,32.418,London Marylebone Road,6,1,2022
2022-03-21,19.449759583333336,39.49783333333333,78.2690625,138.8315625,0.6179961666666667,51.332,London Marylebone Road,0,1,2022
2022-03-22,18.9092575,32.902734583333334,70.91390625000001,121.40390624999999,0.3633274166666667,54.323,London Marylebone Road,1,1,2022
2022-03-23,16.531048333333334,40.885454583333335,91.01109375,153.69328125,0.4443363333333334,,London Marylebone Road,2,1,2022
2022-03-24,23.125173750000002,56.819712083333336,96.86015625,183.95859375,0.6252724166666667,,London Marylebone Road,3,1,2022
2022-03-25,34.55887166666667,27.357446666666664,74.83453125,116.73421875000001,0.4443363333333334,,London Marylebone Road,4,1,2022
2022-03-26,58.856519166666665,20.00357375,53.900625,84.564375,0.35265558333333336,,London Marylebone Road,5,1,2022
2022-03-27,33.145250833333336,19.249996666666664,38.0746875,67.58296875,0.20324991666666667,,London Marylebone Road,6,1,2022
2022-03-28,19.799007083333333,29.05169583333333,60.11625,104.6615625,0.2857140833333333,,London Marylebone Road,0,1,2022
2022-03-29,39.93894625,13.164212083333332,34.225781250000004,54.41859374999999,0.19597366666666668,,London Marylebone Road,1,1,2022
2022-03-30,57.82323826086956,7.429569565217391,28.637608695652172,40.05440217391305,0.2308153043478261,,London Marylebone Road,2,1,2022
2022-03-31,61.550714166666666,7.2447341666666665,18.5990625,29.74734375,0.44967224999999994,,London Marylebone Road,3,1,2022
2022-04-01,64.25322458333333,7.068033333333333,19.06125,29.90671875,0.46859049999999997,,London Marylebone Road,4,2,2022
2022-04-02,53.00246583333333,7.010865416666667,28.24921875,39.007031250000004,0.47538166666666665,,London Marylebone Road,5,2,2022
2022-04-03,48.961173333333335,9.702954583333334,35.1740625,50.05171875,0.6073243333333334,,London Marylebone Road,6,2,2022
2022-04-04,25.96904625,49.21637916666666,52.22718750000001,127.70718749999999,0.6102348333333333,,London Marylebone Road,0,2,2022
2022-04-05,26.709118333333333,39.31593541666667,48.545625,108.8053125,0.4603440833333334,,London Marylebone Road,1,2,2022
2022-04-06,33.99342333333333,55.04750666666666,55.087968749999995,139.50890625,0.28086325,14.45,London Marylebone Road,2,2,2022
2022-04-07,47.08188916666666,22.061618749999997,37.413281250000004,71.24859375,0.5597861666666667,13.14,London Marylebone Road,3,2,2022
2022-04-08,40.055362083333335,20.008770833333333,39.20625,69.901875,0.45791866666666664,14.4,London Marylebone Road,4,2,2022
2022-04-09,43.41479041666667,12.104007083333334,34.49671875,53.071875,0.7295653333333334,17.31,London Marylebone Road,5,2,2022
2022-04-10,36.58783333333333,28.838615416666666,54.689531249999995,98.93203125000001,0.5365021666666666,13.22,London Marylebone Road,6,2,2022
2022-04-11,23.815353333333334,53.743038750000004,78.56390625,160.96078125,0.49235958333333335,21.26,London Marylebone Road,0,2,2022
2022-04-12,22.20929,44.12843458333333,62.992968749999996,130.64765624999998,0.29832625,22.0,London Marylebone Road,1,2,2022
2022-04-13,21.631652608695653,40.52098086956522,55.96141304347826,118.12597826086957,0.3649513913043478,17.91,London Marylebone Road,2,2,2022
2022-04-14,20.34782458333333,37.80358416666667,58.0603125,116.0409375,0.4569485,17.83,London Marylebone Road,3,2,2022
2022-04-15,23.063350434782606,28.0330675,58.3790625,101.37046875,0.37351416666666665,23.21,London Marylebone Road,4,2,2022
2022-04-16,27.00847333333333,17.685674583333334,52.10765625,79.27312500000001,0.3036621666666667,33.82,London Marylebone Road,5,2,2022
2022-04-17,41.96790791666667,13.013496666666667,46.441875,66.41953124999999,0.4360899166666667,23.08,London Marylebone Road,6,2,2022
2022-04-18,50.11701625,11.314050416666667,38.56078125,55.900781249999994,0.5549353333333333,17.23,London Marylebone Road,0,2,2022
2022-04-19,53.434867499999996,10.1343125,28.34484375,43.8759375,0.337618,19.1,London Marylebone Road,1,2,2022
2022-04-20,53.75085333333333,14.629789583333334,36.616406250000004,59.0484375,0.36041691666666664,20.47,London Marylebone Road,2,2,2022
2022-04-21,53.97066956521739,22.347458333333332,39.1265625,73.4240625,0.34295391666666664,20.83,London Marylebone Road,3,2,2022
2022-04-22,59.28060541666667,10.997028333333333,26.58375,43.445625,0.28716933333333333,18.61,London Marylebone Road,4,2,2022
2022-04-23,64.87688083333333,4.323973333333334,16.989375,23.627343749999998,0.24836266666666665,27.27,London Marylebone Road,5,2,2022
2022-04-24,73.79751521739131,2.8220162500000003,13.411406249999999,17.7225,0.29590083333333334,17.89,London Marylebone Road,6,2,2022
2022-04-25,57.20175125,6.31445625,21.706875,31.4128125,0.29541575000000003,15.59,London Marylebone Road,0,2,2022
2022-04-26,54.80010772727273,7.925552083333334,28.105781250000003,40.26609375,0.36526774999999995,,London Marylebone Road,1,2,2022
2022-04-27,51.588845000000006,9.371019130434782,31.065652173913044,45.434347826086956,0.36393904347826084,14.17,London Marylebone Road,2,2,2022
2022-04-28,55.0314275,17.659689166666666,40.26609375,67.35984375,0.36817825,19.56,London Marylebone Road,3,2,2022
2022-04-29,58.09981625,5.929872083333334,25.8346875,34.92703125,0.35702133333333336,14.95,London Marylebone Road,4,2,2022
2022-04-30,54.623972083333335,10.18108625,37.55671875,53.15953124999999,0.4186269166666667,16.61,London Marylebone Road,5,2,2022
2022-05-01,44.39600958333333,20.08153,48.5934375,79.36874999999999,0.5122479999999999,,London Marylebone Road,6,2,2022
2022-05-02,43.747407083333336,15.882286666666666,44.8003125,69.14484374999999,0.4186269166666667,,London Marylebone Road,0,2,2022
2022-05-03,33.685752916666665,14.520650833333333,33.9309375,56.17171875,0.3104533333333333,,London Marylebone Road,1,2,2022
2022-05-04,24.888042083333332,53.8521775,57.5025,140.0746875,0.39437275,,London Marylebone Road,2,2,2022
2022-05-05,34.691918333333334,18.953762916666665,39.620625,68.6746875,0.4981805833333333,,London Marylebone Road,3,2,2022
2022-05-06,22.7010875,48.44721083333334,56.9128125,131.18953125,0.390007,12.76,London Marylebone Road,4,2,2022
2022-05-07,30.043600416666667,13.73589125,25.9621875,47.015625,0.19645875000000002,10.44,London Marylebone Road,5,2,2022
2022-05-08,55.99601583333333,9.022136666666666,26.46421875,40.29796875,0.31336383333333334,11.72,London Marylebone Road,6,2,2022
2022-05-09,36.138800833333335,33.34448666666667,61.72593749999999,112.82156249999998,0.35653625,19.38,London Marylebone Road,0,2,2022
2022-05-10,35.49851375,40.3189725,49.55765625,111.37124999999999,0.32355058333333336,15.97,London Marylebone Road,1,2,2022
2022-05-11,23.607467916666664,47.89632,52.139531250000005,125.57953125,0.33907325,16.1,London Marylebone Road,2,2,2022
2022-05-12,19.782376250000002,51.71097916666667,57.4228125,136.7278125,0.41523133333333334,14.65,London Marylebone Road,3,2,2022
2022-05-13,31.374067083333333,41.12452041666666,54.64171875,117.6984375,0.37448433333333336,,London Marylebone Road,4,2,2022
2022-05-14,43.26511291666667,20.18547166666667,44.4496875,75.41625,0.3453793333333333,,London Marylebone Road,5,2,2022
2022-05-15,37.6688375,13.647540833333332,47.955937500000005,68.88984375,0.267766,,London Marylebone Road,6,2,2022
2022-05-16,26.426394166666668,39.56539541666667,52.848749999999995,113.5228125,0.26291516666666664,,London Marylebone Road,0,2,2022
2022-05-17,27.831699583333332,38.006270416666666,56.54624999999999,114.83765625,0.26243008333333334,,London Marylebone Road,1,2,2022
2022-05-18,34.32604,39.78367291666667,53.486250000000005,114.4790625,0.3424688333333333,,London Marylebone Road,2,2,2022
2022-05-19,33.50281375,31.951668333333334,52.1315625,101.13937499999999,0.30705775,16.53,London Marylebone Road,3,2,2022
2022-05-20,29.727614583333335,48.670685416666664,59.2396875,133.86703125,0.3599318333333333,19.08,London Marylebone Road,4,2,2022
2022-05-21,32.413494166666666,23.256947916666665,40.74421875,76.39640625,0.33082683333333335,19.68,London Marylebone Road,5,2,2022
2022-05-22,38.91615,21.318435833333336,41.676562499999996,74.364375,0.33325224999999997,17.5,London Marylebone Road,6,2,2022
2022-05-23,30.351270833333334,23.59475833333333,40.69640625,76.85859375,0.29250525,14.37,London Marylebone Road,0,2,2022
2022-05-24,25.287182083333335,32.668865833333335,43.74046875,93.82406250000001,0.3056025,11.58,London Marylebone Road,1,2,2022
2022-05-25,22.559725416666666,42.84204347826087,50.66461956521739,116.36315217391304,0.3285068695652174,15.24,London Marylebone Road,2,2,2022
2022-05-26,18.4103325,50.15185416666666,46.25062500000001,123.1490625,0.27552733333333335,15.93,London Marylebone Road,3,2,2022
2022-05-27,50.923611666666666,9.339158750000001,22.70296875,36.99890625,0.2706765,14.43,London Marylebone Road,4,2,2022
2022-05-28,53.40992125,4.672177916666667,13.9453125,21.133125,0.32112516666666663,9.68,London Marylebone Road,5,2,2022
2022-05-29,53.02741208333333,4.547447916666667,12.7978125,19.7784375,0.35265558333333336,8.46,London Marylebone Road,6,2,2022
2022-05-30,20.896642083333333,48.19255375,57.677812499999995,131.58796875,0.43706008333333335,16.74,London Marylebone Road,0,2,2022
2022-05-31,20.430978749999998,50.44808791666667,58.410937499999996,135.76359375,0.38127550000000004,14.75,London Marylebone Road,1,2,2022
2022-06-01,23.407897916666666,30.340572499999997,43.334062499999995,89.83968750000001,0.3880666666666667,,London Marylebone Road,2,2,2022
2022-06-02,38.05134666666667,15.54447625,48.306562500000005,72.14109375,0.3647826666666667,,London Marylebone Road,3,2,2022
2022-06-03,65.74999958333333,5.519302499999999,27.165468750000002,35.64421875,0.2789229166666667,,London Marylebone Road,4,2,2022
2022-06-04,67.7041225,3.04029375,11.9371875,16.56703125,0.23284000000000002,,London Marylebone Road,5,2,2022
2022-06-05,32.26381666666666,9.380735416666667,21.515625,35.9071875,0.19839908333333334,,London Marylebone Road,6,2,2022
2022-06-06,18.451909583333332,52.70362208333333,55.478437500000005,136.3134375,0.31481908333333336,14.31,London Marylebone Road,0,2,2022
2022-06-07,23.166750833333335,40.064315416666666,46.94390625,108.35109375,0.27310191666666667,13.38,London Marylebone Road,1,2,2022
2022-06-08,24.460340434782612,34.6478247826087,45.01858695652174,98.16114130434784,0.26067956521739133,16.77,London Marylebone Road,2,2,2022
2022-06-09,17.83656875,54.04446958333333,51.3825,134.24156250000001,0.3167594166666667,19.19,London Marylebone Road,3,2,2022
2022-06-10,23.41621333333333,48.603123333333336,49.03968749999999,123.5634375,0.2857140833333333,22.2,London Marylebone Road,4,2,2022
2022-06-11,31.157866249999998,24.784890416666666,39.1584375,77.16140625,0.29153508333333333,10.57,London Marylebone Road,5,2,2022
2022-06-12,41.89306916666667,12.561350416666668,27.938437500000003,47.21484375,0.2920201666666667,12.52,London Marylebone Road,6,2,2022
2022-06-13,46.31687083333333,12.805613333333334,32.2575,51.86859375,0.314334,13.47,London Marylebone Road,0,2,2022
2022-06-14,40.570917916666666,39.22238791666667,64.3078125,124.42406249999999,0.37302908333333334,20.0,London Marylebone Road,1,2,2022
2022-06-15,50.707410833333334,31.64504041666667,77.9025,126.41624999999999,0.36526775000000006,25.73,London Marylebone Road,2,2,2022
2022-06-16,39.11572,49.65813125,93.32203125000001,169.479375,0.3832158333333333,25.21,London Marylebone Road,3,2,2022
2022-06-17,55.81307666666667,35.40253166666667,85.71984375,139.98703125,0.34004341666666665,31.66,London Marylebone Road,4,2,2022
2022-06-18,40.096939166666665,5.841521666666666,20.368125,29.3409375,0.13436808333333333,17.83,London Marylebone Road,5,2,2022
2022-06-19,42.46683291666667,4.963214583333333,14.57484375,22.22484375,0.23914608333333331,11.75,London Marylebone Road,6,2,2022
2022-06-20,41.65192208333333,10.3214075,25.770937500000002,41.596875000000004,0.26048975,15.36,London Marylebone Road,0,2,2022
2022-06-21,32.912419166666666,30.205448333333333,56.12390625,102.3984375,0.3521705,19.1,London Marylebone Road,1,2,2022
2022-06-22,37.44432125,20.356975416666668,45.93984375,77.169375,0.27746766666666667,17.52,London Marylebone Road,2,2,2022
2022-06-23,47.1484125,13.772270833333332,43.06312500000001,64.17234375,0.23041458333333334,,London Marylebone Road,3,2,2022
2022-06-24,39.53980625,42.0028275,52.02796874999999,116.43140625000001,0.29590083333333334,16.89,London Marylebone Road,4,2,2022
2022-06-25,35.10768916666667,26.661037500000003,39.620625,80.50828125,0.32840141666666667,18.62,London Marylebone Road,5,2,2022
2022-06-26,39.11572,22.711254166666667,35.83546875,70.6509375,0.3647826666666667,15.06,London Marylebone Road,6,2,2022
2022-06-27,24.289332083333335,47.67284541666667,46.760625000000005,119.81812500000001,0.32937158333333333,16.88,London Marylebone Road,0,2,2022
2022-06-28,25.478436666666667,48.821400833333335,51.900468749999995,126.7190625,0.36041691666666664,17.98,London Marylebone Road,1,2,2022
2022-06-29,21.021373333333333,50.328555,50.3784375,127.53984374999999,0.2939605,17.75,London Marylebone Road,2,2,2022
2022-06-30,20.7053875,46.91407125,49.565625000000004,121.49953125,0.314334,16.85,London Marylebone Road,3,2,2022
2022-07-01,23.840299583333334,46.85690333333333,45.868125,117.73828125,0.36623791666666666,,London Marylebone Road,4,3,2022
2022-07-02,31.673422083333335,29.966382499999998,37.708125,83.671875,0.33373733333333333,,London Marylebone Road,5,3,2022
2022-07-03,32.188977916666666,14.369935416666666,24.750937500000003,46.78453124999999,0.27746766666666667,,London Marylebone Road,6,3,2022
2022-07-04,29.51141375,23.360889583333332,35.931093749999995,71.75859375,0.424933,14.56,London Marylebone Road,0,3,2022
2022-07-05,38.575217916666666,11.028210833333333,23.02171875,39.9075,0.27795275,,London Marylebone Road,1,3,2022
2022-07-06,23.67399125,19.300611739130435,26.91635869565217,56.47695652173913,0.22474121739130434,13.35,London Marylebone Road,2,3,2022
2022-07-07,33.893638333333335,14.20362875,27.213281249999998,48.99984375,0.22507866666666668,11.63,London Marylebone Road,3,3,2022
2022-07-08,44.12160083333333,10.14990375,26.99015625,42.52921875,0.21925766666666668,17.72,London Marylebone Road,4,3,2022
2022-07-09,39.73106083333334,10.809933333333333,23.90625,40.4653125,0.20761566666666667,19.18,London Marylebone Road,5,3,2022
2022-07-10,54.174939583333334,14.82727875,36.53671875,59.271562499999995,0.27310191666666667,17.65,London Marylebone Road,6,3,2022
2022-07-11,48.595295,26.240073750000004,60.77765625,101.0278125,0.320155,18.97,London Marylebone Road,0,3,2022
2022-07-12,40.25493208333334,30.117097916666665,61.0725,107.25140625,0.2769825833333333,23.66,London Marylebone Road,1,3,2022
2022-07-13,60.35329416666667,8.845435833333333,27.763125,41.341875,0.186272,16.62,London Marylebone Road,2,3,2022
2022-07-14,44.91988083333334,8.034690833333334,20.75859375,33.0703125,0.26388533333333336,14.05,London Marylebone Road,3,3,2022
2022-07-15,39.348551666666665,15.4977025,29.500312500000003,53.25515625,0.32161025,12.85,London Marylebone Road,4,3,2022
2022-07-16,44.52905625,13.959365833333335,35.88328125,57.279374999999995,0.31093841666666666,15.76,London Marylebone Road,5,3,2022
2022-07-17,53.50139083333334,14.8740525,45.4696875,68.26828125,0.40019374999999996,17.4,London Marylebone Road,6,3,2022
2022-07-18,43.107119999999995,25.551831428571433,86.88214285714287,126.05196428571428,0.4645712380952381,30.38,London Marylebone Road,0,3,2022
2022-07-19,48.58697958333334,20.980625416666665,74.48390625,106.62984375,0.39922358333333335,39.97,London Marylebone Road,1,3,2022
2022-07-20,44.73838782608696,24.875500434782612,41.235163043478266,79.3770652173913,0.24600052173913045,28.04,London Marylebone Road,2,3,2022
2022-07-21,33.8770075,11.017816666666667,23.292656249999997,40.202343750000004,0.18869741666666665,18.78,London Marylebone Road,3,3,2022
2022-07-22,35.656506666666665,22.092801249999997,36.17015625,70.04531250000001,0.244482,17.6,London Marylebone Road,4,3,2022
2022-07-23,35.182527916666665,22.815195833333334,36.249843750000004,71.2246875,0.27601241666666665,15.73,London Marylebone Road,5,3,2022
2022-07-24,36.75414166666666,15.975834166666667,22.54359375,47.079375,0.23963116666666665,14.66,London Marylebone Road,6,3,2022
2022-07-25,28.76302625,26.603869583333335,30.663750000000004,71.4796875,0.238661,14.35,London Marylebone Road,0,3,2022
2022-07-26,42.78281875,10.451334583333333,21.268593749999997,37.31765625,0.22022783333333332,13.39,London Marylebone Road,1,3,2022
2022-07-27,32.03930041666667,25.377357916666668,39.89953125,78.83484375,0.30463233333333334,15.1,London Marylebone Road,2,3,2022
2022-07-28,42.541671666666666,22.040830416666665,43.35796875,77.14546875,0.33082683333333335,20.18,London Marylebone Road,3,3,2022
2022-07-29,57.625837499999996,10.061553333333334,34.425000000000004,49.87640625,0.28474391666666665,19.09,London Marylebone Road,4,3,2022
2022-07-30,40.579233333333335,22.685268750000002,44.664843749999996,79.4484375,0.3080279166666667,18.75,London Marylebone Road,5,3,2022
2022-07-31,23.91513833333333,16.459162916666667,20.00953125,45.27046875,0.16153275,10.71,London Marylebone Road,6,3,2022
2022-08-01,35.79786875,22.747633750000002,36.82359375,71.686875,0.30414725000000004,,London Marylebone Road,0,3,2022
2022-08-02,17.78667625,31.57228125,24.153281250000003,72.579375,0.23381016666666665,,London Marylebone Road,1,3,2022
2022-08-03,11.259074166666666,34.862035,29.1496875,82.588125,0.21489191666666665,,London Marylebone Road,2,3,2022
2022-08-04,41.02826583333333,11.007422499999999,20.37609375,37.28578125,0.2832886666666667,14.96,London Marylebone Road,3,3,2022
2022-08-05,49.40189041666667,6.335244583333334,15.602812499999999,25.316718750000003,0.3706036666666667,,London Marylebone Road,4,3,2022
2022-08-06,48.62855666666667,6.397609583333334,20.878125,30.67171875,0.41668658333333336,14.4,London Marylebone Road,5,3,2022
2022-08-07,53.651068333333335,6.626281250000001,29.404687499999998,39.556875,0.42929875,13.29,London Marylebone Road,6,3,2022
2022-08-08,45.61006041666667,9.349552916666667,29.1975,43.51734375,0.3206400833333333,17.73,London Marylebone Road,0,3,2022
2022-08-09,21.5036675,7.03165375,24.55171875,35.3334375,0.23866099999999998,15.09,London Marylebone Road,1,3,2022
2022-08-10,57.795472,15.95410090909091,55.14954545454545,79.62954545454545,0.34926,19.9,London Marylebone Road,2,3,2022
2022-08-11,58.831572916666666,11.6934375,44.84015625,62.7778125,0.3119085833333333,16.97,London Marylebone Road,3,3,2022
2022-08-12,71.53752958333332,10.165495,47.40609375,63.016875,0.33955833333333335,34.91,London Marylebone Road,4,3,2022
2022-08-13,72.80978833333333,7.46820875,46.81640625,58.267500000000005,0.31481908333333336,24.8,London Marylebone Road,5,3,2022
2022-08-14,78.28964791666667,6.78219375,48.163125,58.562343750000004,0.3342224166666667,22.85,London Marylebone Road,6,3,2022
2022-08-15,60.54454875,21.349618333333336,57.57421875,90.2859375,0.24787758333333332,28.2,London Marylebone Road,0,3,2022
2022-08-16,37.56073708333333,26.021796249999998,50.521875,90.429375,0.139704,28.75,London Marylebone Road,1,3,2022
2022-08-17,34.642025833333335,4.157666666666667,27.4921875,33.84328125,,24.1,London Marylebone Road,2,3,2022
2022-08-18,29.095642916666666,24.1664375,43.99546874999999,81.03421875,,20.77,London Marylebone Road,3,3,2022
2022-08-19,20.073415833333332,31.515113333333332,39.13453125,87.42515625,,16.04,London Marylebone Road,4,3,2022
2022-08-20,21.694922083333335,27.622497916666664,34.9190625,77.24109375,,19.39,London Marylebone Road,5,3,2022
2022-08-21,27.96474625,21.318435833333336,31.723593750000003,64.4353125,,20.57,London Marylebone Road,6,3,2022
2022-08-22,18.277285833333334,34.680137083333335,40.568906250000005,93.76828124999999,,17.31,London Marylebone Road,0,3,2022
2022-08-23,10.194700833333334,34.976370833333334,30.560156250000002,84.21375,,10.7,London Marylebone Road,1,3,2022
2022-08-24,13.09678125,35.77672166666667,37.524843749999995,92.39765625,,12.56,London Marylebone Road,2,3,2022
2022-08-25,9.662514166666666,12.436620416666665,21.499687500000004,40.58484375,,10.29,London Marylebone Road,3,3,2022
2022-08-26,25.644745,18.57437583333333,36.265781249999996,64.74609375,,17.5,London Marylebone Road,4,3,2022
2022-08-27,29.170481666666664,15.60684125,36.20203125,60.14015625,,15.37,London Marylebone Road,5,3,2022
2022-08-28,35.34883625,8.055479166666666,23.922187500000003,36.27375,,11.49,London Marylebone Road,6,3,2022
