date,O3,NO,NO2,NOx,CO,PM10,station,day_of_week,quarter_num,year
2023-05-22,59.73795333333334,5.644032500000001,21.037499999999998,29.6915625,0.12854708333333334,12.9,London Marylebone Road,0,2,2023
2023-05-23,42.38367875,21.14986956521739,36.3375,68.74190217391305,0.16929408333333332,15.1,London Marylebone Road,1,2,2023
2023-05-24,47.33135166666667,9.365144166666667,32.16984375,46.52953125,0.16541341666666667,20.4,London Marylebone Road,2,2,2023
2023-05-25,48.395725,6.527536666666666,27.308906250000003,37.349531250000005,0.13921891666666666,17.6,London Marylebone Road,3,2,2023
2023-05-26,50.956873333333334,11.77885043478261,29.003478260869567,47.0475,0.15377141666666666,26.0,London Marylebone Road,4,2,2023
2023-05-27,48.0464775,8.866224166666667,31.492500000000003,45.0871875,0.18239133333333335,22.0,London Marylebone Road,5,2,2023
2023-05-28,57.575945,2.4738116666666667,17.427656250000002,21.18890625,0.157167,13.6,London Marylebone Road,6,2,2023
2023-05-29,61.40103666666667,2.0008770833333336,12.08859375,15.140625,0.12612166666666666,15.3,London Marylebone Road,0,2,2023
2023-05-30,59.596591249999996,2.7440599999999997,13.738124999999998,17.92171875,0.128062,13.1,London Marylebone Road,1,2,2023
2023-05-31,50.923611666666666,3.0143083333333336,14.375625,18.9975,0.12272608333333333,9.0,London Marylebone Road,2,2,2023
2023-06-01,59.67143000000001,4.147272500000001,16.50328125,22.862343749999997,0.13242774999999998,9.4,London Marylebone Road,3,2,2023
2023-06-02,64.13680875,3.2897537499999996,14.39953125,19.411875,0.14115925,48.9,London Marylebone Road,4,2,2023
2023-06-03,55.28920541666667,3.72630875,18.4715625,24.20109375,0.14892058333333333,21.4,London Marylebone Road,5,2,2023
2023-06-04,52.129347083333336,4.869667083333334,19.802343750000002,27.285,0.16250291666666666,9.8,London Marylebone Road,6,2,2023
2023-06-05,56.2288475,3.7782795833333336,16.017187500000002,21.82640625,0.133883,15.0,London Marylebone Road,0,2,2023
2023-06-06,59.05608916666667,3.22738875,14.758125,19.69875,0.13921891666666666,10.3,London Marylebone Road,1,2,2023
2023-06-07,53.46740608695652,10.999998095238094,29.470714285714287,46.32803571428572,0.17899575,17.9,London Marylebone Road,2,2,2023
2023-06-08,56.03759291666666,8.68432625,24.4321875,37.73203125,0.18093608333333333,8.4,London Marylebone Road,3,2,2023
2023-06-09,60.5196025,10.830721666666667,32.8471875,49.47,0.19597366666666668,35.1,London Marylebone Road,4,2,2023
2023-06-10,71.46269083333333,7.707274583333334,42.21046875,54.03609375,0.25369858333333334,16.9,London Marylebone Road,5,2,2023
2023-06-11,67.24677458333333,9.708151666666668,55.96453125,70.83421875,0.31869975,16.1,London Marylebone Road,6,2,2023
2023-06-12,50.02554666666666,19.28637625,61.30359375,90.88359375,0.33034175,26.1,London Marylebone Road,0,2,2023
2023-06-13,76.50183333333334,7.338281666666667,36.31359375,47.573437500000004,0.209556,22.8,London Marylebone Road,1,2,2023
2023-06-14,66.93910416666667,13.715102916666666,45.50953125,66.53109375,0.23138475,24.2,London Marylebone Road,2,2,2023
2023-06-15,65.00161208333334,12.150780833333334,45.876093749999995,64.53093750000001,0.227019,22.3,London Marylebone Road,3,2,2023
2023-06-16,64.49437166666667,11.812970416666666,50.458125,68.5790625,0.23089966666666664,21.0,London Marylebone Road,4,2,2023
2023-06-17,54.391140416666666,13.528007916666667,58.80140625000001,79.5121875,0.26728091666666665,24.0,London Marylebone Road,5,2,2023
2023-06-18,31.6817375,16.942491666666665,50.27484375,76.25296875,0.2881395,22.9,London Marylebone Road,6,2,2023
2023-06-19,18.476855833333335,21.214494166666665,29.962500000000002,62.48296875,0.15474158333333335,16.5,London Marylebone Road,0,2,2023
2023-06-20,20.087154347826086,35.0179475,58.108125,111.76968749999999,0.24593725,16.0,London Marylebone Road,1,2,2023
2023-06-21,25.628114166666666,38.0738325,55.59796875,113.985,0.24642233333333333,15.3,London Marylebone Road,2,2,2023
2023-06-22,39.71443,13.803453333333335,38.7121875,59.88515625,0.16638358333333333,15.6,London Marylebone Road,3,2,2023
2023-06-23,17.770045416666665,39.3211325,65.92546875000001,126.21703125,0.26679583333333334,19.1,London Marylebone Road,4,2,2023
2023-06-24,19.291766666666664,26.993650833333334,44.282343749999995,85.65609375000001,0.221198,14.7,London Marylebone Road,5,2,2023
2023-06-25,42.66640291666667,13.533205,40.44140625,61.1521875,0.19597366666666668,17.9,London Marylebone Road,6,2,2023
2023-06-26,33.61922958333333,18.953762916666665,40.40953125,69.47953125,0.14649516666666665,,London Marylebone Road,0,2,2023
2023-06-27,22.185531666666666,35.83388958333333,53.3109375,108.279375,0.20324991666666667,,London Marylebone Road,1,2,2023
2023-06-28,13.013627083333333,44.970362083333335,51.2071875,120.1528125,0.2658256666666667,,London Marylebone Road,2,2,2023
2023-06-29,25.154135416666666,11.423189166666667,29.8828125,47.43796875,0.13339791666666667,,London Marylebone Road,3,2,2023
2023-06-30,16.65975652173913,38.58314666666667,47.398125,106.5421875,0.20130958333333335,,London Marylebone Road,4,2,2023
2023-07-01,21.187681666666666,21.053384583333333,29.6915625,61.98890625000001,0.2047051666666667,12.8,London Marylebone Road,5,3,2023
2023-07-02,32.13077,18.43405458333333,33.68390625,61.933125,0.2047051666666667,52.8,London Marylebone Road,6,3,2023
2023-07-03,22.2021625,36.010590416666666,42.8559375,98.11125,0.20324991666666667,19.1,London Marylebone Road,0,3,2023
2023-07-04,17.262805,50.13106583333334,50.13140625,127.02984375,0.24011625,11.7,London Marylebone Road,1,3,2023
2023-07-05,14.395070869565219,35.29859,43.28070652173913,97.43771739130435,0.2191733043478261,12.6,London Marylebone Road,2,3,2023
2023-07-06,18.169185416666668,48.27051,53.932500000000005,127.95421875,0.2527284166666667,18.5,London Marylebone Road,3,3,2023
2023-07-07,20.688756666666666,31.146120416666665,68.49140625,116.26406250000001,0.26388533333333336,23.6,London Marylebone Road,4,3,2023
2023-07-08,17.794991666666668,25.949037083333334,55.69359375,95.47359375,0.24157150000000002,12.2,London Marylebone Road,5,3,2023
