Hourly measurement data supplied by UK-air on 13/07/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Marylebone Road",
Latitude,,51.522530,,
Longitude,,-0.154611,,
Site Type,,Urban Traffic,,
Zone,,Greater London,,
Agglomeration,,Greater London Urban Area,,
Local Authority,,"Westminster",,
Date,Time,"Nitrogen oxides as nitrogen dioxide",Status
2023-12-12,10:00:00,225.10125,V ugm-3
2023-12-12,11:00:00,213.24375,V ugm-3
2023-12-12,12:00:00,174.99375,V ugm-3
2023-12-12,13:00:00,176.90625,V ugm-3
2023-12-12,14:00:00,216.1125,V ugm-3
2023-12-12,15:00:00,220.51125,V ugm-3
2023-12-12,16:00:00,263.73375,V ugm-3
2023-12-12,17:00:00,217.6425,V ugm-3
2023-12-12,18:00:00,196.79625,V ugm-3
2023-12-12,19:00:00,159.12,V ugm-3
2023-12-12,20:00:00,164.28375,V ugm-3
2023-12-12,21:00:00,104.23125,V ugm-3
2023-12-12,22:00:00,83.19375,V ugm-3
2023-12-12,23:00:00,112.455,V ugm-3
2023-12-12,24:00:00,110.925,V ugm-3
2023-12-13,01:00:00,108.05625,V ugm-3
2023-12-13,02:00:00,60.24375,V ugm-3
2023-12-13,03:00:00,28.6875,V ugm-3
2023-12-13,04:00:00,16.63875,V ugm-3
2023-12-13,05:00:00,14.535,V ugm-3
2023-12-13,06:00:00,17.02125,V ugm-3
2023-12-13,07:00:00,27.1575,V ugm-3
2023-12-13,08:00:00,52.59375,V ugm-3
2023-12-13,09:00:00,40.9275,V ugm-3
2023-12-13,10:00:00,39.78,V ugm-3
2023-12-13,11:00:00,56.61,V ugm-3
2023-12-13,12:00:00,39.3975,V ugm-3
2023-12-13,13:00:00,23.90625,V ugm-3
2023-12-13,14:00:00,31.7475,V ugm-3
2023-12-13,15:00:00,39.58875,V ugm-3
2023-12-13,16:00:00,57.18375,V ugm-3
2023-12-13,17:00:00,88.16625,V ugm-3
2023-12-13,18:00:00,56.61,V ugm-3
2023-12-13,19:00:00,65.025,V ugm-3
2023-12-13,20:00:00,39.58875,V ugm-3
2023-12-13,21:00:00,36.72,V ugm-3
2023-12-13,22:00:00,26.775,V ugm-3
2023-12-13,23:00:00,31.93875,V ugm-3
2023-12-13,24:00:00,30.2175,V ugm-3
2023-12-14,01:00:00,27.54,V ugm-3
2023-12-14,02:00:00,24.67125,V ugm-3
2023-12-14,03:00:00,23.90625,V ugm-3
2023-12-14,04:00:00,23.715,V ugm-3
2023-12-14,05:00:00,31.17375,V ugm-3
2023-12-14,06:00:00,74.39625,V ugm-3
2023-12-14,07:00:00,145.35,V ugm-3
2023-12-14,08:00:00,257.99625,V ugm-3
2023-12-14,09:00:00,259.335,V ugm-3
2023-12-14,10:00:00,282.85875,V ugm-3
2023-12-14,11:00:00,282.285,V ugm-3
2023-12-14,12:00:00,229.1175,V ugm-3
2023-12-14,13:00:00,228.3525,V ugm-3
2023-12-14,14:00:00,334.305,V ugm-3
2023-12-14,15:00:00,288.405,V ugm-3
2023-12-14,16:00:00,407.93625,V ugm-3
2023-12-14,17:00:00,368.92125,V ugm-3
2023-12-14,18:00:00,331.81875,V ugm-3
2023-12-14,19:00:00,251.685,V ugm-3
2023-12-14,20:00:00,274.635,V ugm-3
2023-12-14,21:00:00,252.64125,V ugm-3
2023-12-14,22:00:00,255.1275,V ugm-3
2023-12-14,23:00:00,257.61375,V ugm-3
2023-12-14,24:00:00,249.96375,V ugm-3
2023-12-15,01:00:00,192.78,V ugm-3
2023-12-15,02:00:00,136.5525,V ugm-3
2023-12-15,03:00:00,112.64625,V ugm-3
2023-12-15,04:00:00,105.9525,V ugm-3
2023-12-15,05:00:00,105.57,V ugm-3
2023-12-15,06:00:00,114.3675,V ugm-3
2023-12-15,07:00:00,156.06,V ugm-3
2023-12-15,08:00:00,245.37375,V ugm-3
2023-12-15,09:00:00,271.38375,V ugm-3
2023-12-15,10:00:00,254.55375,V ugm-3
2023-12-15,11:00:00,351.5175,V ugm-3
2023-12-15,12:00:00,329.715,V ugm-3
2023-12-15,13:00:00,340.0425,V ugm-3
2023-12-15,14:00:00,313.84125,V ugm-3
2023-12-15,15:00:00,276.165,V ugm-3
2023-12-15,16:00:00,323.02125,V ugm-3
2023-12-15,17:00:00,258.76125,V ugm-3
2023-12-15,18:00:00,214.77375,V ugm-3
2023-12-15,19:00:00,215.3475,V ugm-3
2023-12-15,20:00:00,213.0525,V ugm-3
2023-12-15,21:00:00,187.61625,V ugm-3
2023-12-15,22:00:00,139.80375,V ugm-3
2023-12-15,23:00:00,157.59,V ugm-3
2023-12-15,24:00:00,148.60125,V ugm-3
2023-12-16,01:00:00,138.465,V ugm-3
2023-12-16,02:00:00,84.5325,V ugm-3
2023-12-16,03:00:00,61.965,V ugm-3
2023-12-16,04:00:00,43.03125,V ugm-3
2023-12-16,05:00:00,37.485,V ugm-3
2023-12-16,06:00:00,49.53375,V ugm-3
2023-12-16,07:00:00,66.1725,V ugm-3
2023-12-16,08:00:00,74.39625,V ugm-3
2023-12-16,09:00:00,98.49375,V ugm-3
2023-12-16,10:00:00,94.66875,V ugm-3
2023-12-16,11:00:00,115.515,V ugm-3
2023-12-16,12:00:00,131.77125,V ugm-3
2023-12-16,13:00:00,137.12625,V ugm-3
2023-12-16,14:00:00,126.225,V ugm-3
2023-12-16,15:00:00,133.11,V ugm-3
2023-12-16,16:00:00,132.15375,V ugm-3
2023-12-16,17:00:00,116.85375,V ugm-3
2023-12-16,18:00:00,135.21375,V ugm-3
2023-12-16,19:00:00,133.4925,V ugm-3
2023-12-16,20:00:00,114.94125,V ugm-3
2023-12-16,21:00:00,111.3075,V ugm-3
2023-12-16,22:00:00,90.84375,V ugm-3
2023-12-16,23:00:00,102.51,V ugm-3
2023-12-16,24:00:00,93.52125,V ugm-3
2023-12-17,01:00:00,46.2825,V ugm-3
2023-12-17,02:00:00,40.9275,V ugm-3
2023-12-17,03:00:00,42.84,V ugm-3
2023-12-17,04:00:00,35.5725,V ugm-3
2023-12-17,05:00:00,25.05375,V ugm-3
2023-12-17,06:00:00,36.14625,V ugm-3
2023-12-17,07:00:00,43.79625,V ugm-3
2023-12-17,08:00:00,46.2825,V ugm-3
2023-12-17,09:00:00,49.725,V ugm-3
2023-12-17,10:00:00,69.615,V ugm-3
2023-12-17,11:00:00,59.47875,V ugm-3
2023-12-17,12:00:00,68.85,V ugm-3
2023-12-17,13:00:00,84.5325,V ugm-3
2023-12-17,14:00:00,92.9475,V ugm-3
2023-12-17,15:00:00,109.7775,V ugm-3
2023-12-17,16:00:00,127.3725,V ugm-3
2023-12-17,17:00:00,116.28,V ugm-3
2023-12-17,18:00:00,153.765,V ugm-3
2023-12-17,19:00:00,133.11,V ugm-3
2023-12-17,20:00:00,104.99625,V ugm-3
2023-12-17,21:00:00,114.17625,V ugm-3
2023-12-17,22:00:00,62.53875,V ugm-3
2023-12-17,23:00:00,55.845,V ugm-3
2023-12-17,24:00:00,56.80125,V ugm-3
2023-12-18,01:00:00,35.38125,V ugm-3
2023-12-18,02:00:00,28.6875,V ugm-3
2023-12-18,03:00:00,19.89,V ugm-3
2023-12-18,04:00:00,20.2725,V ugm-3
2023-12-18,05:00:00,21.61125,V ugm-3
2023-12-18,06:00:00,28.6875,V ugm-3
2023-12-18,07:00:00,80.13375,V ugm-3
2023-12-18,08:00:00,118.1925,V ugm-3
2023-12-18,09:00:00,115.1325,V ugm-3
2023-12-18,10:00:00,95.81625,V ugm-3
2023-12-18,11:00:00,126.03375,V ugm-3
2023-12-18,12:00:00,144.01125,V ugm-3
2023-12-18,13:00:00,133.11,V ugm-3
2023-12-18,14:00:00,139.42125,V ugm-3
2023-12-18,15:00:00,142.29,V ugm-3
2023-12-18,16:00:00,147.645,V ugm-3
2023-12-18,17:00:00,135.21375,V ugm-3
2023-12-18,18:00:00,107.67375,V ugm-3
2023-12-18,19:00:00,90.84375,V ugm-3
2023-12-18,20:00:00,74.01375,V ugm-3
2023-12-18,21:00:00,74.97,V ugm-3
2023-12-18,22:00:00,59.67,V ugm-3
2023-12-18,23:00:00,54.12375,V ugm-3
2023-12-18,24:00:00,42.26625,V ugm-3
2023-12-19,01:00:00,40.35375,V ugm-3
2023-12-19,02:00:00,24.0975,V ugm-3
2023-12-19,03:00:00,22.37625,V ugm-3
2023-12-19,04:00:00,18.16875,V ugm-3
2023-12-19,05:00:00,20.655,V ugm-3
2023-12-19,06:00:00,31.7475,V ugm-3
2023-12-19,07:00:00,69.42375,V ugm-3
2023-12-19,08:00:00,111.88125,V ugm-3
2023-12-19,09:00:00,139.80375,V ugm-3
2023-12-19,10:00:00,182.835,V ugm-3
2023-12-19,11:00:00,67.12875,V ugm-3
2023-12-19,12:00:00,64.45125,V ugm-3
2023-12-19,13:00:00,46.85625,V ugm-3
2023-12-19,14:00:00,40.73625,V ugm-3
2023-12-19,15:00:00,56.61,V ugm-3
2023-12-19,16:00:00,42.4575,V ugm-3
2023-12-19,17:00:00,39.78,V ugm-3
2023-12-19,18:00:00,75.3525,V ugm-3
2023-12-19,19:00:00,90.27,V ugm-3
2023-12-19,20:00:00,145.15875,V ugm-3
2023-12-19,21:00:00,106.14375,V ugm-3
2023-12-19,22:00:00,80.325,V ugm-3
2023-12-19,23:00:00,92.565,V ugm-3
2023-12-19,24:00:00,90.46125,V ugm-3
2023-12-20,01:00:00,81.09,V ugm-3
2023-12-20,02:00:00,54.50625,V ugm-3
2023-12-20,03:00:00,47.23875,V ugm-3
2023-12-20,04:00:00,35.76375,V ugm-3
2023-12-20,05:00:00,38.44125,V ugm-3
2023-12-20,06:00:00,58.14,V ugm-3
2023-12-20,07:00:00,121.82625,V ugm-3
2023-12-20,08:00:00,146.4975,V ugm-3
2023-12-20,09:00:00,133.4925,V ugm-3
2023-12-20,10:00:00,140.76,V ugm-3
2023-12-20,11:00:00,139.03875,V ugm-3
2023-12-20,12:00:00,177.48,V ugm-3
2023-12-20,13:00:00,191.6325,V ugm-3
2023-12-20,14:00:00,160.45875,V ugm-3
2023-12-20,15:00:00,191.6325,V ugm-3
2023-12-20,16:00:00,189.52875,V ugm-3
2023-12-20,17:00:00,123.93,V ugm-3
2023-12-20,18:00:00,176.14125,V ugm-3
2023-12-20,19:00:00,129.47625,V ugm-3
2023-12-20,20:00:00,116.85375,V ugm-3
2023-12-20,21:00:00,106.52625,V ugm-3
2023-12-20,22:00:00,94.66875,V ugm-3
2023-12-20,23:00:00,63.8775,V ugm-3
2023-12-20,24:00:00,75.92625,V ugm-3
2023-12-21,01:00:00,62.53875,V ugm-3
2023-12-21,02:00:00,32.13,V ugm-3
2023-12-21,03:00:00,21.99375,V ugm-3
2023-12-21,04:00:00,19.69875,V ugm-3
2023-12-21,05:00:00,18.16875,V ugm-3
2023-12-21,06:00:00,24.0975,V ugm-3
2023-12-21,07:00:00,53.35875,V ugm-3
2023-12-21,08:00:00,65.4075,V ugm-3
2023-12-21,09:00:00,98.3025,V ugm-3
2023-12-21,10:00:00,94.86,V ugm-3
2023-12-21,11:00:00,82.42875,V ugm-3
2023-12-21,12:00:00,61.5825,V ugm-3
2023-12-21,13:00:00,59.09625,V ugm-3
2023-12-21,14:00:00,47.23875,V ugm-3
2023-12-21,15:00:00,48.38625,V ugm-3
2023-12-21,16:00:00,57.94875,V ugm-3
2023-12-21,17:00:00,77.07375,V ugm-3
2023-12-21,18:00:00,58.33125,V ugm-3
2023-12-21,19:00:00,50.68125,V ugm-3
2023-12-21,20:00:00,61.77375,V ugm-3
2023-12-21,21:00:00,52.97625,V ugm-3
2023-12-21,22:00:00,41.88375,V ugm-3
2023-12-21,23:00:00,48.76875,V ugm-3
2023-12-21,24:00:00,31.365,V ugm-3
2023-12-22,01:00:00,30.40875,V ugm-3
2023-12-22,02:00:00,19.125,V ugm-3
2023-12-22,03:00:00,22.95,V ugm-3
2023-12-22,04:00:00,41.6925,V ugm-3
2023-12-22,05:00:00,31.55625,V ugm-3
2023-12-22,06:00:00,26.3925,V ugm-3
2023-12-22,07:00:00,44.94375,V ugm-3
2023-12-22,08:00:00,57.18375,V ugm-3
2023-12-22,09:00:00,64.06875,V ugm-3
2023-12-22,10:00:00,55.4625,V ugm-3
2023-12-22,11:00:00,48.195,V ugm-3
2023-12-22,12:00:00,52.59375,V ugm-3
2023-12-22,13:00:00,66.9375,V ugm-3
2023-12-22,14:00:00,65.4075,V ugm-3
2023-12-22,15:00:00,67.32,V ugm-3
2023-12-22,16:00:00,57.56625,V ugm-3
2023-12-22,17:00:00,81.09,V ugm-3
2023-12-22,18:00:00,68.65875,V ugm-3
2023-12-22,19:00:00,67.12875,V ugm-3
2023-12-22,20:00:00,67.32,V ugm-3
2023-12-22,21:00:00,69.42375,V ugm-3
2023-12-22,22:00:00,88.3575,V ugm-3
2023-12-22,23:00:00,76.5,V ugm-3
2023-12-22,24:00:00,80.7075,V ugm-3
2023-12-23,01:00:00,70.18875,V ugm-3
2023-12-23,02:00:00,38.25,V ugm-3
2023-12-23,03:00:00,32.13,V ugm-3
2023-12-23,04:00:00,31.55625,V ugm-3
2023-12-23,05:00:00,31.93875,V ugm-3
2023-12-23,06:00:00,28.305,V ugm-3
2023-12-23,07:00:00,29.64375,V ugm-3
2023-12-23,08:00:00,51.06375,V ugm-3
2023-12-23,09:00:00,60.8175,V ugm-3
2023-12-23,10:00:00,79.56,V ugm-3
2023-12-23,11:00:00,52.02,V ugm-3
2023-12-23,12:00:00,53.35875,V ugm-3
2023-12-23,13:00:00,64.83375,V ugm-3
2023-12-23,14:00:00,96.39,V ugm-3
2023-12-23,15:00:00,83.57625,V ugm-3
2023-12-23,16:00:00,95.05125,V ugm-3
2023-12-23,17:00:00,97.34625,V ugm-3
2023-12-23,18:00:00,96.19875,V ugm-3
2023-12-23,19:00:00,114.3675,V ugm-3
2023-12-23,20:00:00,80.51625,V ugm-3
2023-12-23,21:00:00,66.555,V ugm-3
2023-12-23,22:00:00,50.49,V ugm-3
2023-12-23,23:00:00,63.8775,V ugm-3
2023-12-23,24:00:00,31.17375,V ugm-3
2023-12-24,01:00:00,33.08625,V ugm-3
2023-12-24,02:00:00,34.23375,V ugm-3
2023-12-24,03:00:00,24.0975,V ugm-3
2023-12-24,04:00:00,17.40375,V ugm-3
2023-12-24,05:00:00,16.065,V ugm-3
2023-12-24,06:00:00,21.61125,V ugm-3
2023-12-24,07:00:00,24.0975,V ugm-3
2023-12-24,08:00:00,28.305,V ugm-3
2023-12-24,09:00:00,35.955,V ugm-3
2023-12-24,10:00:00,39.97125,V ugm-3
2023-12-24,11:00:00,37.29375,V ugm-3
2023-12-24,12:00:00,50.68125,V ugm-3
2023-12-24,13:00:00,56.80125,V ugm-3
2023-12-24,14:00:00,56.80125,V ugm-3
2023-12-24,15:00:00,58.71375,V ugm-3
2023-12-24,16:00:00,46.665,V ugm-3
2023-12-24,17:00:00,47.62125,V ugm-3
2023-12-24,18:00:00,55.65375,V ugm-3
2023-12-24,19:00:00,51.82875,V ugm-3
2023-12-24,20:00:00,55.845,V ugm-3
2023-12-24,21:00:00,44.56125,V ugm-3
2023-12-24,22:00:00,56.9925,V ugm-3
2023-12-24,23:00:00,40.35375,V ugm-3
2023-12-24,24:00:00,33.85125,V ugm-3
2023-12-25,01:00:00,42.64875,V ugm-3
2023-12-25,02:00:00,22.75875,V ugm-3
2023-12-25,03:00:00,13.3875,V ugm-3
2023-12-25,04:00:00,11.66625,V ugm-3
2023-12-25,05:00:00,8.60625,V ugm-3
2023-12-25,06:00:00,10.71,V ugm-3
2023-12-25,07:00:00,19.31625,V ugm-3
2023-12-25,08:00:00,27.1575,V ugm-3
2023-12-25,09:00:00,30.02625,V ugm-3
2023-12-25,10:00:00,38.6325,V ugm-3
2023-12-25,11:00:00,45.70875,V ugm-3
2023-12-25,12:00:00,46.665,V ugm-3
2023-12-25,13:00:00,39.015,V ugm-3
2023-12-25,14:00:00,65.4075,V ugm-3
2023-12-25,15:00:00,65.79,V ugm-3
2023-12-25,16:00:00,67.32,V ugm-3
2023-12-25,17:00:00,102.8925,V ugm-3
2023-12-25,18:00:00,72.86625,V ugm-3
2023-12-25,19:00:00,75.54375,V ugm-3
2023-12-25,20:00:00,86.0625,V ugm-3
2023-12-25,21:00:00,88.93125,V ugm-3
2023-12-25,22:00:00,79.9425,V ugm-3
2023-12-25,23:00:00,61.5825,V ugm-3
2023-12-25,24:00:00,38.05875,V ugm-3
2023-12-26,01:00:00,No data,V ugm-3
2023-12-26,02:00:00,15.49125,V ugm-3
2023-12-26,03:00:00,15.10875,V ugm-3
2023-12-26,04:00:00,14.34375,V ugm-3
2023-12-26,05:00:00,15.10875,V ugm-3
2023-12-26,06:00:00,24.28875,V ugm-3
2023-12-26,07:00:00,43.605,V ugm-3
2023-12-26,08:00:00,54.88875,V ugm-3
2023-12-26,09:00:00,69.04125,V ugm-3
2023-12-26,10:00:00,73.24875,V ugm-3
2023-12-26,11:00:00,95.2425,V ugm-3
2023-12-26,12:00:00,60.24375,V ugm-3
2023-12-26,13:00:00,95.2425,V ugm-3
2023-12-26,14:00:00,73.44,V ugm-3
2023-12-26,15:00:00,117.81,V ugm-3
2023-12-26,16:00:00,62.3475,V ugm-3
2023-12-26,17:00:00,132.53625,V ugm-3
2023-12-26,18:00:00,185.32125,V ugm-3
2023-12-26,19:00:00,139.03875,V ugm-3
2023-12-26,20:00:00,145.7325,V ugm-3
2023-12-26,21:00:00,98.3025,V ugm-3
2023-12-26,22:00:00,76.8825,V ugm-3
2023-12-26,23:00:00,64.26,V ugm-3
2023-12-26,24:00:00,46.665,V ugm-3
2023-12-27,01:00:00,54.315,V ugm-3
2023-12-27,02:00:00,28.6875,V ugm-3
2023-12-27,03:00:00,23.715,V ugm-3
2023-12-27,04:00:00,22.185,V ugm-3
2023-12-27,05:00:00,27.1575,V ugm-3
2023-12-27,06:00:00,45.70875,V ugm-3
2023-12-27,07:00:00,52.785,V ugm-3
2023-12-27,08:00:00,54.315,V ugm-3
2023-12-27,09:00:00,49.3425,V ugm-3
2023-12-27,10:00:00,62.73,V ugm-3
2023-12-27,11:00:00,55.08,V ugm-3
2023-12-27,12:00:00,56.41875,V ugm-3
2023-12-27,13:00:00,64.26,V ugm-3
2023-12-27,14:00:00,59.47875,V ugm-3
2023-12-27,15:00:00,57.18375,V ugm-3
2023-12-27,16:00:00,63.495,V ugm-3
2023-12-27,17:00:00,52.21125,V ugm-3
2023-12-27,18:00:00,67.89375,V ugm-3
2023-12-27,19:00:00,73.0575,V ugm-3
2023-12-27,20:00:00,66.9375,V ugm-3
2023-12-27,21:00:00,64.26,V ugm-3
2023-12-27,22:00:00,44.37,V ugm-3
2023-12-27,23:00:00,38.25,V ugm-3
2023-12-27,24:00:00,29.07,V ugm-3
2023-12-28,01:00:00,25.43625,V ugm-3
2023-12-28,02:00:00,12.81375,V ugm-3
2023-12-28,03:00:00,12.04875,V ugm-3
2023-12-28,04:00:00,10.3275,V ugm-3
2023-12-28,05:00:00,12.81375,V ugm-3
2023-12-28,06:00:00,17.02125,V ugm-3
2023-12-28,07:00:00,26.96625,V ugm-3
2023-12-28,08:00:00,36.52875,V ugm-3
2023-12-28,09:00:00,55.08,V ugm-3
2023-12-28,10:00:00,74.97,V ugm-3
2023-12-28,11:00:00,62.3475,V ugm-3
2023-12-28,12:00:00,87.01875,V ugm-3
2023-12-28,13:00:00,69.42375,V ugm-3
2023-12-28,14:00:00,66.9375,V ugm-3
2023-12-28,15:00:00,68.65875,V ugm-3
2023-12-28,16:00:00,65.79,V ugm-3
2023-12-28,17:00:00,69.2325,V ugm-3
2023-12-28,18:00:00,61.00875,V ugm-3
2023-12-28,19:00:00,75.3525,V ugm-3
2023-12-28,20:00:00,78.22125,V ugm-3
2023-12-28,21:00:00,66.36375,V ugm-3
2023-12-28,22:00:00,52.59375,V ugm-3
2023-12-28,23:00:00,55.65375,V ugm-3
2023-12-28,24:00:00,56.80125,V ugm-3
2023-12-29,01:00:00,38.25,V ugm-3
2023-12-29,02:00:00,28.305,V ugm-3
2023-12-29,03:00:00,19.69875,V ugm-3
2023-12-29,04:00:00,21.61125,V ugm-3
2023-12-29,05:00:00,18.36,V ugm-3
2023-12-29,06:00:00,26.01,V ugm-3
2023-12-29,07:00:00,51.44625,V ugm-3
2023-12-29,08:00:00,53.74125,V ugm-3
2023-12-29,09:00:00,84.72375,V ugm-3
2023-12-29,10:00:00,84.34125,V ugm-3
2023-12-29,11:00:00,95.2425,V ugm-3
2023-12-29,12:00:00,108.05625,V ugm-3
2023-12-29,13:00:00,103.08375,V ugm-3
2023-12-29,14:00:00,48.96,V ugm-3
2023-12-29,15:00:00,99.25875,V ugm-3
2023-12-29,16:00:00,107.67375,V ugm-3
2023-12-29,17:00:00,118.00125,V ugm-3
2023-12-29,18:00:00,124.3125,V ugm-3
2023-12-29,19:00:00,125.0775,V ugm-3
2023-12-29,20:00:00,113.985,V ugm-3
2023-12-29,21:00:00,92.37375,V ugm-3
2023-12-29,22:00:00,76.30875,V ugm-3
2023-12-29,23:00:00,74.77875,V ugm-3
2023-12-29,24:00:00,69.9975,V ugm-3
2023-12-30,01:00:00,61.00875,V ugm-3
2023-12-30,02:00:00,40.35375,V ugm-3
2023-12-30,03:00:00,33.2775,V ugm-3
2023-12-30,04:00:00,40.73625,V ugm-3
2023-12-30,05:00:00,36.52875,V ugm-3
2023-12-30,06:00:00,39.78,V ugm-3
2023-12-30,07:00:00,67.7025,V ugm-3
2023-12-30,08:00:00,58.905,V ugm-3
2023-12-30,09:00:00,68.4675,V ugm-3
2023-12-30,10:00:00,68.85,V ugm-3
2023-12-30,11:00:00,61.77375,V ugm-3
2023-12-30,12:00:00,71.145,V ugm-3
2023-12-30,13:00:00,63.68625,V ugm-3
2023-12-30,14:00:00,64.06875,V ugm-3
2023-12-30,15:00:00,68.65875,V ugm-3
2023-12-30,16:00:00,69.42375,V ugm-3
2023-12-30,17:00:00,69.80625,V ugm-3
2023-12-30,18:00:00,77.83875,V ugm-3
2023-12-30,19:00:00,69.42375,V ugm-3
2023-12-30,20:00:00,55.65375,V ugm-3
2023-12-30,21:00:00,55.845,V ugm-3
2023-12-30,22:00:00,47.0475,V ugm-3
2023-12-30,23:00:00,45.70875,V ugm-3
2023-12-30,24:00:00,24.48,V ugm-3
2023-12-31,01:00:00,24.28875,V ugm-3
2023-12-31,02:00:00,26.01,V ugm-3
2023-12-31,03:00:00,23.52375,V ugm-3
2023-12-31,04:00:00,21.0375,V ugm-3
2023-12-31,05:00:00,15.10875,V ugm-3
2023-12-31,06:00:00,24.0975,V ugm-3
2023-12-31,07:00:00,35.19,V ugm-3
2023-12-31,08:00:00,42.84,V ugm-3
2023-12-31,09:00:00,50.8725,V ugm-3
2023-12-31,10:00:00,48.76875,V ugm-3
2023-12-31,11:00:00,47.43,V ugm-3
2023-12-31,12:00:00,57.56625,V ugm-3
2023-12-31,13:00:00,73.44,V ugm-3
2023-12-31,14:00:00,60.62625,V ugm-3
2023-12-31,15:00:00,68.27625,V ugm-3
2023-12-31,16:00:00,91.60875,V ugm-3
2023-12-31,17:00:00,104.4225,V ugm-3
2023-12-31,18:00:00,100.78875,V ugm-3
2023-12-31,19:00:00,87.78375,V ugm-3
2023-12-31,20:00:00,72.675,V ugm-3
2023-12-31,21:00:00,57.56625,V ugm-3
2023-12-31,22:00:00,56.9925,V ugm-3
2023-12-31,23:00:00,54.6975,V ugm-3
2023-12-31,24:00:00,42.64875,V ugm-3
2024-01-01,01:00:00,64.26,V ugm-3
2024-01-01,02:00:00,114.3675,V ugm-3
2024-01-01,03:00:00,85.48875,V ugm-3
2024-01-01,04:00:00,72.675,V ugm-3
2024-01-01,05:00:00,73.44,V ugm-3
2024-01-01,06:00:00,50.8725,V ugm-3
2024-01-01,07:00:00,61.2,V ugm-3
2024-01-01,08:00:00,50.8725,V ugm-3
2024-01-01,09:00:00,68.65875,V ugm-3
2024-01-01,10:00:00,63.495,V ugm-3
2024-01-01,11:00:00,72.86625,V ugm-3
2024-01-01,12:00:00,91.22625,V ugm-3
2024-01-01,13:00:00,88.93125,V ugm-3
2024-01-01,14:00:00,82.2375,V ugm-3
2024-01-01,15:00:00,86.0625,V ugm-3
2024-01-01,16:00:00,99.0675,V ugm-3
2024-01-01,17:00:00,108.43875,V ugm-3
2024-01-01,18:00:00,77.83875,V ugm-3
2024-01-01,19:00:00,73.44,V ugm-3
2024-01-01,20:00:00,64.83375,V ugm-3
2024-01-01,21:00:00,53.55,V ugm-3
2024-01-01,22:00:00,56.03625,V ugm-3
2024-01-01,23:00:00,51.6375,V ugm-3
2024-01-01,24:00:00,33.2775,V ugm-3
2024-01-02,01:00:00,28.6875,V ugm-3
2024-01-02,02:00:00,23.52375,V ugm-3
2024-01-02,03:00:00,21.61125,V ugm-3
2024-01-02,04:00:00,16.83,V ugm-3
2024-01-02,05:00:00,26.775,V ugm-3
2024-01-02,06:00:00,42.84,V ugm-3
2024-01-02,07:00:00,45.9,V ugm-3
2024-01-02,08:00:00,90.07875,V ugm-3
2024-01-02,09:00:00,105.1875,V ugm-3
2024-01-02,10:00:00,134.06625,V ugm-3
2024-01-02,11:00:00,135.0225,V ugm-3
2024-01-02,12:00:00,81.4725,V ugm-3
2024-01-02,13:00:00,72.2925,V ugm-3
2024-01-02,14:00:00,52.97625,V ugm-3
2024-01-02,15:00:00,61.00875,V ugm-3
2024-01-02,16:00:00,63.30375,V ugm-3
2024-01-02,17:00:00,49.3425,V ugm-3
2024-01-02,18:00:00,62.73,V ugm-3
2024-01-02,19:00:00,69.04125,V ugm-3
2024-01-02,20:00:00,58.33125,V ugm-3
2024-01-02,21:00:00,63.495,V ugm-3
2024-01-02,22:00:00,57.56625,V ugm-3
2024-01-02,23:00:00,46.09125,V ugm-3
2024-01-02,24:00:00,37.29375,V ugm-3
2024-01-03,01:00:00,37.485,V ugm-3
2024-01-03,02:00:00,37.1025,V ugm-3
2024-01-03,03:00:00,19.69875,V ugm-3
2024-01-03,04:00:00,19.89,V ugm-3
2024-01-03,05:00:00,22.37625,V ugm-3
2024-01-03,06:00:00,35.5725,V ugm-3
2024-01-03,07:00:00,65.79,V ugm-3
2024-01-03,08:00:00,88.93125,V ugm-3
2024-01-03,09:00:00,104.23125,V ugm-3
2024-01-03,10:00:00,112.455,V ugm-3
2024-01-03,11:00:00,108.05625,V ugm-3
2024-01-03,12:00:00,104.61375,V ugm-3
2024-01-03,13:00:00,150.705,V ugm-3
2024-01-03,14:00:00,118.76625,V ugm-3
2024-01-03,15:00:00,No data,V ugm-3
2024-01-03,16:00:00,104.99625,V ugm-3
2024-01-03,17:00:00,91.4175,V ugm-3
2024-01-03,18:00:00,132.7275,V ugm-3
2024-01-03,19:00:00,121.44375,V ugm-3
2024-01-03,20:00:00,80.7075,V ugm-3
2024-01-03,21:00:00,99.8325,V ugm-3
2024-01-03,22:00:00,78.22125,V ugm-3
2024-01-03,23:00:00,84.5325,V ugm-3
2024-01-03,24:00:00,82.2375,V ugm-3
2024-01-04,01:00:00,57.56625,V ugm-3
2024-01-04,02:00:00,34.99875,V ugm-3
2024-01-04,03:00:00,32.70375,V ugm-3
2024-01-04,04:00:00,29.4525,V ugm-3
2024-01-04,05:00:00,31.17375,V ugm-3
2024-01-04,06:00:00,65.21625,V ugm-3
2024-01-04,07:00:00,97.92,V ugm-3
2024-01-04,08:00:00,111.88125,V ugm-3
2024-01-04,09:00:00,145.15875,V ugm-3
2024-01-04,10:00:00,162.37125,V ugm-3
2024-01-04,11:00:00,176.14125,V ugm-3
2024-01-04,12:00:00,162.5625,V ugm-3
2024-01-04,13:00:00,140.76,V ugm-3
2024-01-04,14:00:00,150.705,V ugm-3
