Hourly measurement data supplied by UK-air on 13/07/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Marylebone Road",
Latitude,,51.522530,,
Longitude,,-0.154611,,
Site Type,,Urban Traffic,,
Zone,,Greater London,,
Agglomeration,,Greater London Urban Area,,
Local Authority,,"Westminster",,
Date,Time,"Nitrogen oxides as nitrogen dioxide",Status
2021-01-01,01:00:00,30.33078,V ugm-3
2021-01-01,02:00:00,38.0748,V ugm-3
2021-01-01,03:00:00,28.7013,V ugm-3
2021-01-01,04:00:00,46.17377,V ugm-3
2021-01-01,05:00:00,41.33375,V ugm-3
2021-01-01,06:00:00,46.41577,V ugm-3
2021-01-01,07:00:00,45.78656,V ugm-3
2021-01-01,08:00:00,49.07778,V ugm-3
2021-01-01,09:00:00,47.28697,V ugm-3
2021-01-01,10:00:00,63.83983,V ugm-3
2021-01-01,11:00:00,73.66506,V ugm-3
2021-01-01,12:00:00,85.71671,V ugm-3
2021-01-01,13:00:00,75.84307,V ugm-3
2021-01-01,14:00:00,106.57718,V ugm-3
2021-01-01,15:00:00,107.78718,V ugm-3
2021-01-01,16:00:00,122.21044,V ugm-3
2021-01-01,17:00:00,126.71165,V ugm-3
2021-01-01,18:00:00,111.9496,V ugm-3
2021-01-01,19:00:00,89.39512,V ugm-3
2021-01-01,20:00:00,51.01378,V ugm-3
2021-01-01,21:00:00,37.31653,V ugm-3
2021-01-01,22:00:00,24.73249,V ugm-3
2021-01-01,23:00:00,21.39288,V ugm-3
2021-01-01,24:00:00,23.86129,V ugm-3
2021-01-02,01:00:00,16.41147,V ugm-3
2021-01-02,02:00:00,13.88164,V ugm-3
2021-01-02,03:00:00,10.16798,V ugm-3
2021-01-02,04:00:00,14.69248,V ugm-3
2021-01-02,05:00:00,11.28694,V ugm-3
2021-01-02,06:00:00,17.66017,V ugm-3
2021-01-02,07:00:00,21.35761,V ugm-3
2021-01-02,08:00:00,30.16337,V ugm-3
2021-01-02,09:00:00,79.00856,V ugm-3
2021-01-02,10:00:00,40.91515,V ugm-3
2021-01-02,11:00:00,54.63462,V ugm-3
2021-01-02,12:00:00,42.37467,V ugm-3
2021-01-02,13:00:00,42.18007,V ugm-3
2021-01-02,14:00:00,34.44462,V ugm-3
2021-01-02,15:00:00,39.16373,V ugm-3
2021-01-02,16:00:00,56.92119,V ugm-3
2021-01-02,17:00:00,59.20777,V ugm-3
2021-01-02,18:00:00,69.13249,V ugm-3
2021-01-02,19:00:00,78.91126,V ugm-3
2021-01-02,20:00:00,76.72199,V ugm-3
2021-01-02,21:00:00,59.88888,V ugm-3
2021-01-02,22:00:00,46.70457,V ugm-3
2021-01-02,23:00:00,54.24541,V ugm-3
2021-01-02,24:00:00,28.16869,V ugm-3
2021-01-03,01:00:00,29.0798,V ugm-3
2021-01-03,02:00:00,14.14869,V ugm-3
2021-01-03,03:00:00,8.26427,V ugm-3
2021-01-03,04:00:00,10.41592,V ugm-3
2021-01-03,05:00:00,21.07634,V ugm-3
2021-01-03,06:00:00,15.40382,V ugm-3
2021-01-03,07:00:00,25.77083,V ugm-3
2021-01-03,08:00:00,29.38951,V ugm-3
2021-01-03,09:00:00,25.18402,V ugm-3
2021-01-03,10:00:00,28.02028,V ugm-3
2021-01-03,11:00:00,27.09116,V ugm-3
2021-01-03,12:00:00,30.02522,V ugm-3
2021-01-03,13:00:00,31.59006,V ugm-3
2021-01-03,14:00:00,24.54831,V ugm-3
2021-01-03,15:00:00,26.55325,V ugm-3
2021-01-03,16:00:00,62.6911,V ugm-3
2021-01-03,17:00:00,37.45818,V ugm-3
2021-01-03,18:00:00,29.68292,V ugm-3
2021-01-03,19:00:00,31.68786,V ugm-3
2021-01-03,20:00:00,33.595,V ugm-3
2021-01-03,21:00:00,33.6928,V ugm-3
2021-01-03,22:00:00,21.66315,V ugm-3
2021-01-03,23:00:00,19.2181,V ugm-3
2021-01-03,24:00:00,15.74613,V ugm-3
2021-01-04,01:00:00,11.00992,V ugm-3
2021-01-04,02:00:00,9.30601,V ugm-3
2021-01-04,03:00:00,6.93035,V ugm-3
2021-01-04,04:00:00,7.66762,V ugm-3
2021-01-04,05:00:00,8.4049,V ugm-3
2021-01-04,06:00:00,16.31828,V ugm-3
2021-01-04,07:00:00,19.31651,V ugm-3
2021-01-04,08:00:00,21.87239,V ugm-3
2021-01-04,09:00:00,22.46221,V ugm-3
2021-01-04,10:00:00,25.21469,V ugm-3
2021-01-04,11:00:00,23.24863,V ugm-3
2021-01-04,12:00:00,22.41305,V ugm-3
2021-01-04,13:00:00,22.11815,V ugm-3
2021-01-04,14:00:00,23.83845,V ugm-3
2021-01-04,15:00:00,26.68923,V ugm-3
2021-01-04,16:00:00,23.10118,V ugm-3
2021-01-04,17:00:00,26.78753,V ugm-3
2021-01-04,18:00:00,27.47565,V ugm-3
2021-01-04,19:00:00,27.96717,V ugm-3
2021-01-04,20:00:00,23.29778,V ugm-3
2021-01-04,21:00:00,22.11815,V ugm-3
2021-01-04,22:00:00,20.49615,V ugm-3
2021-01-04,23:00:00,15.43355,V ugm-3
2021-01-04,24:00:00,15.63016,V ugm-3
2021-01-05,01:00:00,12.11992,V ugm-3
2021-01-05,02:00:00,7.44321,V ugm-3
2021-01-05,03:00:00,6.32344,V ugm-3
2021-01-05,04:00:00,6.91626,V ugm-3
2021-01-05,05:00:00,9.23815,V ugm-3
2021-01-05,06:00:00,18.17988,V ugm-3
2021-01-05,07:00:00,24.99734,V ugm-3
2021-01-05,08:00:00,36.31036,V ugm-3
2021-01-05,09:00:00,35.17412,V ugm-3
2021-01-05,10:00:00,40.55893,V ugm-3
2021-01-05,11:00:00,35.07532,V ugm-3
2021-01-05,12:00:00,30.97497,V ugm-3
2021-01-05,13:00:00,36.01395,V ugm-3
2021-01-05,14:00:00,35.66814,V ugm-3
2021-01-05,15:00:00,32.50642,V ugm-3
2021-01-05,16:00:00,35.02592,V ugm-3
2021-01-05,17:00:00,35.42113,V ugm-3
2021-01-05,18:00:00,30.92556,V ugm-3
2021-01-05,19:00:00,36.75498,V ugm-3
2021-01-05,20:00:00,34.23549,V ugm-3
2021-01-05,21:00:00,29.93753,V ugm-3
2021-01-05,22:00:00,18.77271,V ugm-3
2021-01-05,23:00:00,16.94484,V ugm-3
2021-01-05,24:00:00,13.53611,V ugm-3
2021-01-06,01:00:00,11.32072,V ugm-3
2021-01-06,02:00:00,9.20222,V ugm-3
2021-01-06,03:00:00,8.04367,V ugm-3
2021-01-06,04:00:00,7.79541,V ugm-3
2021-01-06,05:00:00,10.72489,V ugm-3
2021-01-06,06:00:00,18.81821,V ugm-3
2021-01-06,07:00:00,27.70597,V ugm-3
2021-01-06,08:00:00,36.04755,V ugm-3
2021-01-06,09:00:00,41.90652,V ugm-3
2021-01-06,10:00:00,46.72279,V ugm-3
2021-01-06,11:00:00,57.34838,V ugm-3
2021-01-06,12:00:00,43.4954,V ugm-3
2021-01-06,13:00:00,No data,V ugm-3
2021-01-06,14:00:00,44.33948,V ugm-3
2021-01-06,15:00:00,35.55103,V ugm-3
2021-01-06,16:00:00,43.74366,V ugm-3
2021-01-06,17:00:00,50.44671,V ugm-3
2021-01-06,18:00:00,75.42181,V ugm-3
2021-01-06,19:00:00,61.56882,V ugm-3
2021-01-06,20:00:00,58.24212,V ugm-3
2021-01-06,21:00:00,51.78733,V ugm-3
2021-01-06,22:00:00,48.16271,V ugm-3
2021-01-06,23:00:00,50.09915,V ugm-3
2021-01-06,24:00:00,57.24908,V ugm-3
2021-01-07,01:00:00,42.2557,V ugm-3
2021-01-07,02:00:00,26.29391,V ugm-3
2021-01-07,03:00:00,26.47604,V ugm-3
2021-01-07,04:00:00,22.8002,V ugm-3
2021-01-07,05:00:00,30.44993,V ugm-3
2021-01-07,06:00:00,60.75085,V ugm-3
2021-01-07,07:00:00,100.53942,V ugm-3
2021-01-07,08:00:00,146.43786,V ugm-3
2021-01-07,09:00:00,203.41351,V ugm-3
2021-01-07,10:00:00,238.43342,V ugm-3
2021-01-07,11:00:00,209.47369,V ugm-3
2021-01-07,12:00:00,212.00705,V ugm-3
2021-01-07,13:00:00,199.38994,V ugm-3
2021-01-07,14:00:00,222.58753,V ugm-3
2021-01-07,15:00:00,186.37545,V ugm-3
2021-01-07,16:00:00,128.60502,V ugm-3
2021-01-07,17:00:00,160.64451,V ugm-3
2021-01-07,18:00:00,209.12598,V ugm-3
2021-01-07,19:00:00,159.99876,V ugm-3
2021-01-07,20:00:00,111.86501,V ugm-3
2021-01-07,21:00:00,126.71743,V ugm-3
2021-01-07,22:00:00,111.61664,V ugm-3
2021-01-07,23:00:00,114.64674,V ugm-3
2021-01-07,24:00:00,92.88969,V ugm-3
2021-01-08,01:00:00,110.91919,V ugm-3
2021-01-08,02:00:00,72.15711,V ugm-3
2021-01-08,03:00:00,67.63487,V ugm-3
2021-01-08,04:00:00,76.03332,V ugm-3
2021-01-08,05:00:00,79.66105,V ugm-3
2021-01-08,06:00:00,148.78677,V ugm-3
2021-01-08,07:00:00,131.94017,V ugm-3
2021-01-08,08:00:00,282.91351,V ugm-3
2021-01-08,09:00:00,215.22895,V ugm-3
2021-01-08,10:00:00,166.2794,V ugm-3
2021-01-08,11:00:00,188.19489,V ugm-3
2021-01-08,12:00:00,130.20084,V ugm-3
2021-01-08,13:00:00,89.94791,V ugm-3
2021-01-08,14:00:00,81.35068,V ugm-3
2021-01-08,15:00:00,83.98451,V ugm-3
2021-01-08,16:00:00,92.87991,V ugm-3
2021-01-08,17:00:00,71.75955,V ugm-3
2021-01-08,18:00:00,76.53027,V ugm-3
2021-01-08,19:00:00,59.98184,V ugm-3
2021-01-08,20:00:00,59.3358,V ugm-3
2021-01-08,21:00:00,51.4343,V ugm-3
2021-01-08,22:00:00,46.31572,V ugm-3
2021-01-08,23:00:00,43.78128,V ugm-3
2021-01-08,24:00:00,37.71849,V ugm-3
2021-01-09,01:00:00,26.44909,V ugm-3
2021-01-09,02:00:00,21.8089,V ugm-3
2021-01-09,03:00:00,17.74873,V ugm-3
2021-01-09,04:00:00,16.95327,V ugm-3
2021-01-09,05:00:00,20.78143,V ugm-3
2021-01-09,06:00:00,21.27859,V ugm-3
2021-01-09,07:00:00,50.76037,V ugm-3
2021-01-09,08:00:00,52.00328,V ugm-3
2021-01-09,09:00:00,48.62257,V ugm-3
2021-01-09,10:00:00,69.35428,V ugm-3
2021-01-09,11:00:00,60.50477,V ugm-3
2021-01-09,12:00:00,86.05897,V ugm-3
2021-01-09,13:00:00,125.7326,V ugm-3
2021-01-09,14:00:00,126.62749,V ugm-3
2021-01-09,15:00:00,81.73364,V ugm-3
2021-01-09,16:00:00,110.02224,V ugm-3
2021-01-09,17:00:00,136.52104,V ugm-3
2021-01-09,18:00:00,211.34411,V ugm-3
2021-01-09,19:00:00,296.35904,V ugm-3
2021-01-09,20:00:00,253.55328,V ugm-3
2021-01-09,21:00:00,222.28171,V ugm-3
2021-01-09,22:00:00,197.37383,V ugm-3
2021-01-09,23:00:00,114.14869,V ugm-3
2021-01-09,24:00:00,120.01522,V ugm-3
2021-01-10,01:00:00,80.04451,V ugm-3
2021-01-10,02:00:00,53.38511,V ugm-3
2021-01-10,03:00:00,45.4105,V ugm-3
2021-01-10,04:00:00,39.98909,V ugm-3
2021-01-10,05:00:00,33.97084,V ugm-3
2021-01-10,06:00:00,33.12529,V ugm-3
2021-01-10,07:00:00,61.72446,V ugm-3
2021-01-10,08:00:00,62.9679,V ugm-3
2021-01-10,09:00:00,63.21659,V ugm-3
2021-01-10,10:00:00,88.88123,V ugm-3
2021-01-10,11:00:00,91.26864,V ugm-3
2021-01-10,12:00:00,121.3102,V ugm-3
2021-01-10,13:00:00,121.75784,V ugm-3
2021-01-10,14:00:00,123.59813,V ugm-3
2021-01-10,15:00:00,137.97232,V ugm-3
2021-01-10,16:00:00,125.48817,V ugm-3
2021-01-10,17:00:00,117.38092,V ugm-3
2021-01-10,18:00:00,131.95406,V ugm-3
2021-01-10,19:00:00,135.33623,V ugm-3
2021-01-10,20:00:00,143.79163,V ugm-3
2021-01-10,21:00:00,100.27116,V ugm-3
2021-01-10,22:00:00,92.36287,V ugm-3
2021-01-10,23:00:00,74.706,V ugm-3
2021-01-10,24:00:00,69.8317,V ugm-3
2021-01-11,01:00:00,82.40095,V ugm-3
2021-01-11,02:00:00,49.69268,V ugm-3
2021-01-11,03:00:00,40.55361,V ugm-3
2021-01-11,04:00:00,41.00144,V ugm-3
2021-01-11,05:00:00,52.04795,V ugm-3
2021-01-11,06:00:00,77.52457,V ugm-3
2021-01-11,07:00:00,154.60131,V ugm-3
2021-01-11,08:00:00,241.82889,V ugm-3
2021-01-11,09:00:00,220.0676,V ugm-3
2021-01-11,10:00:00,224.26395,V ugm-3
2021-01-11,11:00:00,194.95588,V ugm-3
2021-01-11,12:00:00,151.66552,V ugm-3
2021-01-11,13:00:00,164.00576,V ugm-3
2021-01-11,14:00:00,179.28178,V ugm-3
2021-01-11,15:00:00,120.91444,V ugm-3
2021-01-11,16:00:00,138.42962,V ugm-3
2021-01-11,17:00:00,141.46492,V ugm-3
2021-01-11,18:00:00,105.63842,V ugm-3
2021-01-11,19:00:00,103.20023,V ugm-3
2021-01-11,20:00:00,83.1971,V ugm-3
2021-01-11,21:00:00,73.29505,V ugm-3
2021-01-11,22:00:00,57.17313,V ugm-3
2021-01-11,23:00:00,51.64987,V ugm-3
2021-01-11,24:00:00,41.49903,V ugm-3
2021-01-12,01:00:00,31.66032,V ugm-3
2021-01-12,02:00:00,20.77501,V ugm-3
2021-01-12,03:00:00,15.53148,V ugm-3
2021-01-12,04:00:00,20.45974,V ugm-3
2021-01-12,05:00:00,25.03953,V ugm-3
2021-01-12,06:00:00,49.83016,V ugm-3
2021-01-12,07:00:00,70.83748,V ugm-3
2021-01-12,08:00:00,32.55637,V ugm-3
2021-01-12,09:00:00,35.94144,V ugm-3
2021-01-12,10:00:00,42.01464,V ugm-3
2021-01-12,11:00:00,43.60761,V ugm-3
2021-01-12,12:00:00,45.79795,V ugm-3
2021-01-12,13:00:00,48.68521,V ugm-3
2021-01-12,14:00:00,54.8082,V ugm-3
2021-01-12,15:00:00,60.03514,V ugm-3
2021-01-12,16:00:00,44.25476,V ugm-3
2021-01-12,17:00:00,44.60322,V ugm-3
2021-01-12,18:00:00,83.28258,V ugm-3
2021-01-12,19:00:00,82.53587,V ugm-3
2021-01-12,20:00:00,99.31186,V ugm-3
2021-01-12,21:00:00,99.4612,V ugm-3
2021-01-12,22:00:00,146.80234,V ugm-3
2021-01-12,23:00:00,118.52708,V ugm-3
2021-01-12,24:00:00,128.83163,V ugm-3
2021-01-13,01:00:00,119.19214,V ugm-3
2021-01-13,02:00:00,102.72437,V ugm-3
2021-01-13,03:00:00,103.78681,V ugm-3
2021-01-13,04:00:00,82.27246,V ugm-3
2021-01-13,05:00:00,64.29403,V ugm-3
2021-01-13,06:00:00,85.06136,V ugm-3
2021-01-13,07:00:00,175.25229,V ugm-3
2021-01-13,08:00:00,279.0889,V ugm-3
2021-01-13,09:00:00,333.02417,V ugm-3
2021-01-13,10:00:00,306.87826,V ugm-3
2021-01-13,11:00:00,380.23621,V ugm-3
2021-01-13,12:00:00,350.20577,V ugm-3
2021-01-13,13:00:00,391.04319,V ugm-3
2021-01-13,14:00:00,367.03876,V ugm-3
2021-01-13,15:00:00,297.26653,V ugm-3
2021-01-13,16:00:00,232.77329,V ugm-3
2021-01-13,17:00:00,175.00328,V ugm-3
2021-01-13,18:00:00,185.31224,V ugm-3
2021-01-13,19:00:00,141.18791,V ugm-3
2021-01-13,20:00:00,129.88291,V ugm-3
2021-01-13,21:00:00,90.83836,V ugm-3
2021-01-13,22:00:00,85.75858,V ugm-3
2021-01-13,23:00:00,97.16318,V ugm-3
2021-01-13,24:00:00,81.17682,V ugm-3
2021-01-14,01:00:00,77.0597,V ugm-3
2021-01-14,02:00:00,103.8313,V ugm-3
2021-01-14,03:00:00,48.1291,V ugm-3
2021-01-14,04:00:00,51.06866,V ugm-3
2021-01-14,05:00:00,57.99407,V ugm-3
2021-01-14,06:00:00,64.27178,V ugm-3
2021-01-14,07:00:00,67.75939,V ugm-3
2021-01-14,08:00:00,142.84277,V ugm-3
2021-01-14,09:00:00,165.21334,V ugm-3
2021-01-14,10:00:00,149.31977,V ugm-3
2021-01-14,11:00:00,127.29797,V ugm-3
2021-01-14,12:00:00,181.85425,V ugm-3
2021-01-14,13:00:00,136.66471,V ugm-3
2021-01-14,14:00:00,70.99789,V ugm-3
2021-01-14,15:00:00,68.30745,V ugm-3
2021-01-14,16:00:00,51.1683,V ugm-3
2021-01-14,17:00:00,39.26059,V ugm-3
2021-01-14,18:00:00,39.85846,V ugm-3
2021-01-14,19:00:00,40.40652,V ugm-3
2021-01-14,20:00:00,40.20723,V ugm-3
2021-01-14,21:00:00,30.84049,V ugm-3
2021-01-14,22:00:00,29.64473,V ugm-3
2021-01-14,23:00:00,29.59491,V ugm-3
2021-01-14,24:00:00,26.30659,V ugm-3
2021-01-15,01:00:00,29.77374,V ugm-3
2021-01-15,02:00:00,21.26696,V ugm-3
2021-01-15,03:00:00,26.61693,V ugm-3
2021-01-15,04:00:00,30.30541,V ugm-3
2021-01-15,05:00:00,22.77891,V ugm-3
2021-01-15,06:00:00,41.07181,V ugm-3
2021-01-15,07:00:00,63.85072,V ugm-3
2021-01-15,08:00:00,65.69496,V ugm-3
2021-01-15,09:00:00,87.37729,V ugm-3
2021-01-15,10:00:00,89.91936,V ugm-3
2021-01-15,11:00:00,81.49565,V ugm-3
2021-01-15,12:00:00,78.35545,V ugm-3
2021-01-15,13:00:00,91.61407,V ugm-3
2021-01-15,14:00:00,84.83522,V ugm-3
2021-01-15,15:00:00,100.58606,V ugm-3
2021-01-15,16:00:00,102.77922,V ugm-3
2021-01-15,17:00:00,210.74226,V ugm-3
2021-01-15,18:00:00,204.31232,V ugm-3
2021-01-15,19:00:00,231.47754,V ugm-3
2021-01-15,20:00:00,207.80144,V ugm-3
2021-01-15,21:00:00,222.0071,V ugm-3
2021-01-15,22:00:00,157.75762,V ugm-3
2021-01-15,23:00:00,110.40542,V ugm-3
2021-01-15,24:00:00,73.12178,V ugm-3
2021-01-16,01:00:00,63.8282,V ugm-3
2021-01-16,02:00:00,39.75965,V ugm-3
2021-01-16,03:00:00,28.07444,V ugm-3
2021-01-16,04:00:00,26.57846,V ugm-3
2021-01-16,05:00:00,19.14846,V ugm-3
2021-01-16,06:00:00,24.23477,V ugm-3
2021-01-16,07:00:00,96.63989,V ugm-3
2021-01-16,08:00:00,87.06566,V ugm-3
2021-01-16,09:00:00,108.90687,V ugm-3
2021-01-16,10:00:00,144.41131,V ugm-3
2021-01-16,11:00:00,103.27203,V ugm-3
2021-01-16,12:00:00,123.56741,V ugm-3
2021-01-16,13:00:00,135.53519,V ugm-3
2021-01-16,14:00:00,155.88043,V ugm-3
2021-01-16,15:00:00,133.54056,V ugm-3
2021-01-16,16:00:00,174.82943,V ugm-3
2021-01-16,17:00:00,248.48119,V ugm-3
2021-01-16,18:00:00,207.39179,V ugm-3
2021-01-16,19:00:00,121.27358,V ugm-3
2021-01-16,20:00:00,139.92339,V ugm-3
2021-01-16,21:00:00,108.55781,V ugm-3
2021-01-16,22:00:00,85.51982,V ugm-3
2021-01-16,23:00:00,80.83243,V ugm-3
2021-01-16,24:00:00,57.64484,V ugm-3
2021-01-17,01:00:00,64.25463,V ugm-3
2021-01-17,02:00:00,38.37983,V ugm-3
2021-01-17,03:00:00,39.95959,V ugm-3
2021-01-17,04:00:00,19.45598,V ugm-3
2021-01-17,05:00:00,19.35621,V ugm-3
2021-01-17,06:00:00,24.99345,V ugm-3
2021-01-17,07:00:00,41.107,V ugm-3
2021-01-17,08:00:00,43.20226,V ugm-3
2021-01-17,09:00:00,72.03702,V ugm-3
2021-01-17,10:00:00,74.93047,V ugm-3
2021-01-17,11:00:00,44.39955,V ugm-3
2021-01-17,12:00:00,18.75756,V ugm-3
2021-01-17,13:00:00,17.90948,V ugm-3
2021-01-17,14:00:00,27.98668,V ugm-3
2021-01-17,15:00:00,24.4447,V ugm-3
2021-01-17,16:00:00,43.35192,V ugm-3
2021-01-17,17:00:00,71.23883,V ugm-3
2021-01-17,18:00:00,108.35485,V ugm-3
2021-01-17,19:00:00,144.87223,V ugm-3
2021-01-17,20:00:00,155.94718,V ugm-3
2021-01-17,21:00:00,108.45463,V ugm-3
2021-01-17,22:00:00,100.77201,V ugm-3
2021-01-17,23:00:00,99.32528,V ugm-3
2021-01-17,24:00:00,88.05079,V ugm-3
2021-01-18,01:00:00,92.63014,V ugm-3
2021-01-18,02:00:00,50.9732,V ugm-3
2021-01-18,03:00:00,42.32239,V ugm-3
2021-01-18,04:00:00,33.38878,V ugm-3
2021-01-18,05:00:00,43.22075,V ugm-3
2021-01-18,06:00:00,76.80916,V ugm-3
2021-01-18,07:00:00,152.32069,V ugm-3
2021-01-18,08:00:00,253.73473,V ugm-3
2021-01-18,09:00:00,325.45322,V ugm-3
2021-01-18,10:00:00,246.34827,V ugm-3
2021-01-18,11:00:00,281.53375,V ugm-3
2021-01-18,12:00:00,207.76901,V ugm-3
2021-01-18,13:00:00,191.69848,V ugm-3
2021-01-18,14:00:00,204.82441,V ugm-3
2021-01-18,15:00:00,176.62612,V ugm-3
2021-01-18,16:00:00,168.09177,V ugm-3
2021-01-18,17:00:00,229.17975,V ugm-3
2021-01-18,18:00:00,187.00708,V ugm-3
2021-01-18,19:00:00,125.51983,V ugm-3
2021-01-18,20:00:00,139.19476,V ugm-3
2021-01-18,21:00:00,66.32837,V ugm-3
2021-01-18,22:00:00,38.27981,V ugm-3
2021-01-18,23:00:00,34.83612,V ugm-3
2021-01-18,24:00:00,31.64198,V ugm-3
2021-01-19,01:00:00,27.62784,V ugm-3
2021-01-19,02:00:00,14.04693,V ugm-3
2021-01-19,03:00:00,14.08021,V ugm-3
2021-01-19,04:00:00,15.82776,V ugm-3
2021-01-19,05:00:00,20.12172,V ugm-3
2021-01-19,06:00:00,51.3778,V ugm-3
2021-01-19,07:00:00,85.92924,V ugm-3
2021-01-19,08:00:00,120.93006,V ugm-3
2021-01-19,09:00:00,174.40491,V ugm-3
2021-01-19,10:00:00,151.78669,V ugm-3
2021-01-19,11:00:00,146.54406,V ugm-3
2021-01-19,12:00:00,159.37603,V ugm-3
2021-01-19,13:00:00,100.50875,V ugm-3
2021-01-19,14:00:00,118.08406,V ugm-3
2021-01-19,15:00:00,127.57072,V ugm-3
2021-01-19,16:00:00,145.34575,V ugm-3
2021-01-19,17:00:00,125.37381,V ugm-3
2021-01-19,18:00:00,149.14041,V ugm-3
2021-01-19,19:00:00,67.25549,V ugm-3
2021-01-19,20:00:00,56.22099,V ugm-3
2021-01-19,21:00:00,67.80471,V ugm-3
2021-01-19,22:00:00,40.64288,V ugm-3
2021-01-19,23:00:00,25.31443,V ugm-3
2021-01-19,24:00:00,23.51695,V ugm-3
2021-01-20,01:00:00,17.44961,V ugm-3
2021-01-20,02:00:00,13.12051,V ugm-3
2021-01-20,03:00:00,11.98828,V ugm-3
2021-01-20,04:00:00,18.88155,V ugm-3
2021-01-20,05:00:00,13.88643,V ugm-3
2021-01-20,06:00:00,30.86983,V ugm-3
2021-01-20,07:00:00,118.1512,V ugm-3
2021-01-20,08:00:00,100.10217,V ugm-3
2021-01-20,09:00:00,108.96018,V ugm-3
2021-01-20,10:00:00,165.43832,V ugm-3
2021-01-20,11:00:00,126.02684,V ugm-3
2021-01-20,12:00:00,No data,V ugm-3
2021-01-20,13:00:00,153.78304,V ugm-3
2021-01-20,14:00:00,111.04148,V ugm-3
2021-01-20,15:00:00,130.07288,V ugm-3
2021-01-20,16:00:00,126.82606,V ugm-3
2021-01-20,17:00:00,114.23836,V ugm-3
2021-01-20,18:00:00,130.47249,V ugm-3
2021-01-20,19:00:00,70.93068,V ugm-3
2021-01-20,20:00:00,57.99333,V ugm-3
2021-01-20,21:00:00,46.5545,V ugm-3
2021-01-20,22:00:00,25.87471,V ugm-3
2021-01-20,23:00:00,20.52994,V ugm-3
2021-01-20,24:00:00,31.56915,V ugm-3
2021-01-21,01:00:00,33.51895,V ugm-3
2021-01-21,02:00:00,17.25926,V ugm-3
2021-01-21,03:00:00,19.09181,V ugm-3
2021-01-21,04:00:00,20.59116,V ugm-3
2021-01-21,05:00:00,35.08494,V ugm-3
2021-01-21,06:00:00,43.18147,V ugm-3
2021-01-21,07:00:00,106.75419,V ugm-3
2021-01-21,08:00:00,137.89083,V ugm-3
2021-01-21,09:00:00,191.86766,V ugm-3
2021-01-21,10:00:00,155.93308,V ugm-3
2021-01-21,11:00:00,153.78401,V ugm-3
2021-01-21,12:00:00,155.13343,V ugm-3
2021-01-21,13:00:00,144.68791,V ugm-3
2021-01-21,14:00:00,137.04119,V ugm-3
2021-01-21,15:00:00,171.92622,V ugm-3
2021-01-21,16:00:00,181.42214,V ugm-3
2021-01-21,17:00:00,216.2572,V ugm-3
2021-01-21,18:00:00,228.00216,V ugm-3
2021-01-21,19:00:00,203.36273,V ugm-3
2021-01-21,20:00:00,165.87882,V ugm-3
2021-01-21,21:00:00,129.14458,V ugm-3
2021-01-21,22:00:00,65.97169,V ugm-3
2021-01-21,23:00:00,76.36723,V ugm-3
2021-01-21,24:00:00,82.56457,V ugm-3
2021-01-22,01:00:00,67.34131,V ugm-3
2021-01-22,02:00:00,51.93948,V ugm-3
2021-01-22,03:00:00,48.65576,V ugm-3
2021-01-22,04:00:00,53.1563,V ugm-3
2021-01-22,05:00:00,51.70612,V ugm-3
2021-01-22,06:00:00,89.16056,V ugm-3
2021-01-22,07:00:00,163.41935,V ugm-3
2021-01-22,08:00:00,272.63228,V ugm-3
2021-01-22,09:00:00,353.64187,V ugm-3
2021-01-22,10:00:00,364.09311,V ugm-3
2021-01-22,11:00:00,253.88006,V ugm-3
2021-01-22,12:00:00,258.73064,V ugm-3
2021-01-22,13:00:00,216.82567,V ugm-3
2021-01-22,14:00:00,201.67388,V ugm-3
2021-01-22,15:00:00,177.97107,V ugm-3
2021-01-22,16:00:00,224.07653,V ugm-3
2021-01-22,17:00:00,210.52493,V ugm-3
2021-01-22,18:00:00,195.32313,V ugm-3
2021-01-22,19:00:00,136.66618,V ugm-3
2021-01-22,20:00:00,141.11671,V ugm-3
2021-01-22,21:00:00,127.66512,V ugm-3
2021-01-22,22:00:00,108.66287,V ugm-3
2021-01-22,23:00:00,83.10984,V ugm-3
2021-01-22,24:00:00,66.7579,V ugm-3
2021-01-23,01:00:00,54.03595,V ugm-3
2021-01-23,02:00:00,27.1514,V ugm-3
2021-01-23,03:00:00,20.61372,V ugm-3
2021-01-23,04:00:00,25.21678,V ugm-3
2021-01-23,05:00:00,26.36754,V ugm-3
2021-01-23,06:00:00,45.33016,V ugm-3
2021-01-23,07:00:00,73.74907,V ugm-3
2021-01-23,08:00:00,122.78169,V ugm-3
2021-01-23,09:00:00,124.68296,V ugm-3
2021-01-23,10:00:00,176.61751,V ugm-3
2021-01-23,11:00:00,185.47341,V ugm-3
2021-01-23,12:00:00,165.46009,V ugm-3
2021-01-23,13:00:00,151.85103,V ugm-3
2021-01-23,14:00:00,165.81032,V ugm-3
2021-01-23,15:00:00,63.19205,V ugm-3
2021-01-23,16:00:00,40.2768,V ugm-3
2021-01-23,17:00:00,63.24208,V ugm-3
2021-01-23,18:00:00,65.09331,V ugm-3
2021-01-23,19:00:00,72.8985,V ugm-3
2021-01-23,20:00:00,57.08798,V ugm-3
2021-01-23,21:00:00,121.38076,V ugm-3
2021-01-23,22:00:00,131.48749,V ugm-3
2021-01-23,23:00:00,127.93512,V ugm-3
2021-01-23,24:00:00,119.4795,V ugm-3
