date,mean_relative_humidity_pct,hourly_obs_count,relative_humidity_max_pct,relative_humidity_min_pct,mean_relative_humidity_iqr_outlier,relative_humidity_max_iqr_outlier,relative_humidity_min_iqr_outlier,humidity_imputed_from_st_james,humidity_imputed_from_northolt
2023-07-24,77.53333333333333,24,87.5,64.6,False,False,False,False,False
2023-07-25,59.84166666666667,24,81.6,42.5,False,False,False,False,False
2023-07-26,67.65416666666667,24,94.8,38.5,False,False,False,False,False
2023-07-27,84.1125,24,92.2,74.3,False,False,False,False,False
2023-07-28,75.9375,24,89.7,62.1,False,False,False,False,False
2023-07-29,66.9375,24,90.1,45.1,False,False,False,False,False
2023-07-30,77.10833333333333,24,93.1,55.1,False,False,False,False,False
2023-07-31,79.45,24,90.9,61.3,False,False,False,False,False
2023-08-01,71.47500000000001,24,88.2,45.7,False,False,False,False,False
2023-08-02,85.87916666666666,24,95.9,68.5,False,False,False,False,False
2023-08-03,66.94583333333334,24,92.3,47.8,False,False,False,False,False
2023-08-04,70.68333333333334,24,83.5,58.9,False,False,False,False,False
2023-08-05,82.85416666666667,24,92.3,70.4,False,False,False,False,False
2023-08-06,67.26666666666667,24,85.1,48.9,False,False,False,False,False
2023-08-07,64.075,24,89.2,41.4,False,False,False,False,False
2023-08-08,86.36666666666667,24,94.7,70.3,False,False,False,False,False
2023-08-09,69.91666666666667,24,95.5,46.7,False,False,False,False,False
2023-08-10,64.22916666666667,24,83.4,47.0,False,False,False,False,False
2023-08-11,71.05,24,86.7,56.7,False,False,False,False,False
2023-08-12,72.10000000000001,24,87.8,56.8,False,False,False,False,False
2023-08-13,68.68333333333334,24,82.5,53.3,False,False,False,False,False
2023-08-14,78.64166666666667,24,90.1,61.3,False,False,False,False,False
2023-08-15,70.75,24,87.1,47.0,False,False,False,False,False
2023-08-16,60.612500000000004,24,86.8,34.9,False,False,False,False,False
2023-08-17,70.30833333333334,24,86.0,51.0,False,False,False,False,False
2023-08-18,79.9875,24,94.2,67.6,False,False,False,False,False
2023-08-19,71.88333333333334,24,94.2,55.1,False,False,False,False,False
2023-08-20,69.72500000000001,24,90.6,49.0,False,False,False,False,False
2023-08-21,73.77083333333333,24,93.9,54.0,False,False,False,False,False
2023-08-22,68.75416666666666,24,89.9,43.0,False,False,False,False,False
2023-08-23,62.25,24,82.7,38.5,False,False,False,False,False
2023-08-24,72.17083333333333,24,84.9,51.5,False,False,False,False,False
2023-08-25,59.1,24,79.8,43.4,False,False,False,False,False
2023-08-26,79.91666666666667,24,94.2,60.1,False,False,False,False,False
2023-08-27,71.67916666666666,24,91.9,52.5,False,False,False,False,False
2023-08-28,67.55,24,88.1,48.6,False,False,False,False,False
2023-08-29,69.6375,24,92.1,47.1,False,False,False,False,False
2023-08-30,65.74583333333334,24,88.2,43.5,False,False,False,False,False
2023-08-31,79.57083333333334,24,86.3,65.5,False,False,False,False,False
2023-09-01,82.1875,24,93.5,66.0,False,False,False,False,False
2023-09-02,75.5125,24,92.0,57.0,False,False,False,False,False
2023-09-03,72.02499999999999,24,89.3,46.7,False,False,False,False,False
2023-09-04,66.175,24,95.2,29.0,False,False,False,False,False
2023-09-05,62.31666666666666,24,85.3,37.3,False,False,False,False,False
2023-09-06,63.31666666666667,24,77.2,43.7,False,False,False,False,False
2023-09-07,63.01666666666667,24,85.4,35.5,False,False,False,False,False
2023-09-08,60.39166666666667,24,73.7,44.3,False,False,False,False,False
2023-09-09,56.104166666666664,24,76.1,36.8,False,False,False,False,False
2023-09-10,65.82916666666667,24,82.0,50.7,False,False,False,False,False
2023-09-11,73.27499999999999,24,89.0,53.9,False,False,False,False,False
2023-09-12,79.27916666666667,24,89.8,60.2,False,False,False,False,False
2023-09-13,69.39583333333333,24,85.9,52.1,False,False,False,False,False
2023-09-14,67.66666666666667,24,87.2,42.8,False,False,False,False,False
2023-09-15,67.38333333333334,24,89.7,44.1,False,False,False,False,False
2023-09-16,65.27499999999999,24,87.1,39.6,False,False,False,False,False
2023-09-17,83.22500000000001,24,91.9,72.5,False,False,False,False,False
2023-09-18,77.3875,24,93.0,54.4,False,False,False,False,False
2023-09-19,77.8,24,82.3,70.7,False,False,False,False,False
2023-09-20,80.50833333333334,24,94.9,62.2,False,False,False,False,False
2023-09-21,80.78750000000001,24,91.2,61.1,False,False,False,False,False
2023-09-22,79.29583333333333,24,94.4,52.8,False,False,False,False,False
2023-09-23,69.50833333333334,24,89.3,45.6,False,False,False,False,False
2023-09-24,71.81666666666666,24,79.8,63.1,False,False,False,False,False
2023-09-25,71.5625,24,90.4,50.8,False,False,False,False,False
2023-09-26,74.89999999999999,24,89.4,44.6,False,False,False,False,False
2023-09-27,76.52083333333333,24,90.7,61.9,False,False,False,False,False
2023-09-28,71.13333333333334,24,88.9,57.4,False,False,False,False,False
2023-09-29,71.96249999999999,24,92.3,49.1,False,False,False,False,False
2023-09-30,72.53333333333333,24,86.2,55.7,False,False,False,False,False
2023-10-01,79.8625,24,88.1,69.7,False,False,False,False,False
2023-10-02,88.9875,24,96.3,78.0,False,False,False,False,False
2023-10-03,73.33333333333333,24,88.3,50.4,False,False,False,False,False
2023-10-04,74.85416666666667,24,90.9,55.5,False,False,False,False,False
2023-10-05,72.19166666666666,24,79.6,61.2,False,False,False,False,False
2023-10-06,76.36666666666666,24,87.7,59.4,False,False,False,False,False
2023-10-07,72.17916666666666,24,83.6,50.7,False,False,False,False,False
2023-10-08,68.90833333333333,24,84.2,46.8,False,False,False,False,False
2023-10-09,71.38333333333334,24,81.8,53.5,False,False,False,False,False
2023-10-10,76.84583333333333,24,88.8,55.8,False,False,False,False,False
2023-10-11,82.33749999999999,24,94.5,69.9,False,False,False,False,False
2023-10-12,94.125,24,96.7,90.0,False,False,False,False,False
2023-10-13,78.85833333333333,12,96.0,66.9,False,False,False,False,False
2023-10-14,72.99583333333334,24,87.4,47.8,False,False,False,False,False
2023-10-15,66.51666666666667,24,88.4,43.0,False,False,False,False,False
2023-10-16,71.02083333333333,24,83.6,53.1,False,False,False,False,False
2023-10-17,62.887499999999996,24,75.8,51.5,False,False,False,False,False
2023-10-18,80.825,24,96.5,67.8,False,False,False,False,False
2023-10-19,86.14166666666667,24,92.8,76.2,False,False,False,False,False
2023-10-20,88.46249999999999,24,97.0,69.0,False,False,False,False,False
2023-10-21,89.03333333333335,24,94.1,79.0,False,False,False,False,False
2023-10-22,78.41666666666667,24,92.5,54.6,False,False,False,False,False
2023-10-23,84.375,24,93.9,69.7,False,False,False,False,False
2023-10-24,84.21249999999999,24,95.7,61.6,False,False,False,False,False
2023-10-25,81.79583333333333,24,93.0,65.6,False,False,False,False,False
2023-10-26,85.90416666666665,24,96.8,67.3,False,False,False,False,False
2023-10-27,86.38333333333333,24,95.4,69.2,False,False,False,False,False
2023-10-28,86.91666666666667,24,93.6,72.9,False,False,False,False,False
2023-10-29,85.93333333333334,24,92.0,80.2,False,False,False,False,False
2023-10-30,84.72916666666667,24,90.5,71.5,False,False,False,False,False
2023-10-31,87.52499999999999,24,93.5,69.1,False,False,False,False,False
2023-11-01,82.67083333333333,24,94.5,65.0,False,False,False,False,False
2023-11-02,86.22083333333335,24,95.0,73.3,False,False,False,False,False
2023-11-03,79.75833333333334,24,89.4,67.0,False,False,False,False,False
2023-11-04,86.8,24,94.1,77.5,False,False,False,False,False
2023-11-05,80.32083333333334,24,96.4,60.9,False,False,False,False,False
2023-11-06,77.1125,24,86.2,64.1,False,False,False,False,False
2023-11-07,81.14583333333333,24,89.3,67.5,False,False,False,False,False
2023-11-08,85.79583333333333,24,92.3,75.6,False,False,False,False,False
2023-11-09,79.34583333333333,24,89.4,67.3,False,False,False,False,False
2023-11-10,80.69166666666666,24,86.7,71.4,False,False,False,False,False
2023-11-11,83.3625,24,93.4,60.3,False,False,False,False,False
2023-11-12,89.47083333333335,24,95.3,76.4,False,False,False,False,False
2023-11-13,78.39583333333333,24,97.8,58.1,False,False,False,False,False
2023-11-14,84.09583333333333,24,91.1,75.6,False,False,False,False,False
2023-11-15,78.49166666666666,24,91.2,58.3,False,False,False,False,False
2023-11-16,86.31666666666666,24,92.0,78.5,False,False,False,False,False
2023-11-17,85.73333333333333,24,94.8,74.2,False,False,False,False,False
2023-11-18,88.55833333333334,24,94.9,80.4,False,False,False,False,False
2023-11-19,77.07916666666667,24,90.9,67.6,False,False,False,False,False
2023-11-20,82.24583333333334,24,91.1,72.4,False,False,False,False,False
2023-11-21,82.9375,24,93.0,74.2,False,False,False,False,False
2023-11-22,85.18333333333334,24,92.9,76.1,False,False,False,False,False
2023-11-23,83.18333333333332,24,92.0,70.5,False,False,False,False,False
2023-11-24,60.39565217391304,23,75.7,44.7,False,False,False,False,False
2023-11-25,70.91250000000001,24,81.1,54.8,False,False,False,False,False
2023-11-26,88.03333333333335,24,97.4,74.9,False,False,False,False,False
2023-11-27,89.08333333333333,24,98.3,82.8,False,False,False,False,False
2023-11-28,81.69166666666666,24,89.8,68.2,False,False,False,False,False
2023-11-29,77.20416666666667,24,90.4,57.9,False,False,False,False,False
2023-11-30,80.96666666666667,24,93.9,67.2,False,False,False,False,False
2023-12-01,85.57083333333333,24,92.4,71.6,False,False,False,False,False
2023-12-02,92.64166666666667,24,96.1,85.1,False,False,False,False,False
2023-12-03,87.94583333333333,24,93.7,69.5,False,False,False,False,False
2023-12-04,90.09166666666665,24,93.4,87.0,False,False,False,False,False
2023-12-05,88.19166666666666,24,95.5,82.9,False,False,False,False,False
2023-12-06,87.02499999999999,24,94.0,78.3,False,False,False,False,False
2023-12-07,83.38333333333334,24,93.6,69.5,False,False,False,False,False
2023-12-08,83.56666666666666,24,94.4,73.0,False,False,False,False,False
2023-12-09,78.62916666666666,24,93.6,58.8,False,False,False,False,False
2023-12-10,77.36666666666666,24,89.7,60.6,False,False,False,False,False
2023-12-11,76.8625,24,90.5,69.4,False,False,False,False,False
2023-12-12,90.1875,24,95.5,82.9,False,False,False,False,False
2023-12-13,86.7375,24,95.4,76.0,False,False,False,False,False
2023-12-14,89.12083333333334,24,95.4,82.2,False,False,False,False,False
2023-12-15,79.74166666666666,24,93.0,68.8,False,False,False,False,False
2023-12-16,88.13333333333333,24,93.4,79.6,False,False,False,False,False
2023-12-17,78.67916666666666,24,88.6,73.8,False,False,False,False,False
2023-12-18,79.24166666666666,24,86.7,74.0,False,False,False,False,False
2023-12-19,87.65416666666665,24,95.5,69.6,False,False,False,False,False
2023-12-20,81.4375,24,86.3,75.6,False,False,False,False,False
2023-12-21,70.69545454545454,22,83.6,56.3,False,False,False,False,False
2023-12-22,71.06666666666668,24,90.2,60.0,False,False,False,False,False
2023-12-23,73.55833333333334,24,80.2,65.6,False,False,False,False,False
2023-12-24,81.075,24,88.2,75.5,False,False,False,False,False
2023-12-25,87.17083333333333,24,95.4,79.2,False,False,False,False,False
2023-12-26,76.63333333333334,24,82.8,69.9,False,False,False,False,False
2023-12-27,83.89583333333333,24,94.9,70.5,False,False,False,False,False
2023-12-28,73.12083333333334,24,83.1,66.0,False,False,False,False,False
2023-12-29,73.39166666666667,24,81.6,65.7,False,False,False,False,False
2023-12-30,82.14999999999999,24,91.7,76.9,False,False,False,False,False
2023-12-31,80.10000000000001,24,90.1,66.1,False,False,False,False,False
2024-01-01,78.63333333333334,24,92.1,69.5,False,False,False,False,False
2024-01-02,82.47916666666667,24,95.2,68.0,False,False,False,False,False
2024-01-03,77.99583333333334,24,89.9,70.8,False,False,False,False,False
2024-01-04,84.46666666666667,24,94.3,73.8,False,False,False,False,False
2024-01-05,83.72500000000001,24,92.2,77.0,False,False,False,False,False
2024-01-06,79.26666666666667,24,86.0,74.3,False,False,False,False,False
2024-01-07,66.59583333333333,24,74.9,57.9,False,False,False,False,False
2024-01-08,62.00833333333333,24,74.7,55.0,False,False,False,False,False
2024-01-09,63.03333333333333,24,68.2,57.1,False,True,False,False,False
2024-01-10,60.487500000000004,24,70.8,48.6,False,False,False,False,False
2024-01-11,78.95833333333333,24,89.7,68.6,False,False,False,False,False
2024-01-12,77.82083333333334,24,88.4,74.1,False,False,False,False,False
2024-01-13,82.0,24,85.5,77.2,False,False,False,False,False
2024-01-14,80.84583333333333,24,90.6,65.0,False,False,False,False,False
2024-01-15,68.46666666666667,24,80.6,55.9,False,False,False,False,False
2024-01-16,67.97083333333333,24,78.9,52.6,False,False,False,False,False
2024-01-17,71.83333333333333,24,78.6,63.3,False,False,False,False,False
2024-01-18,66.3125,24,76.5,53.1,False,False,False,False,False
2024-01-19,73.1375,24,83.2,56.5,False,False,False,False,False
2024-01-20,68.55,24,80.0,53.6,False,False,False,False,False
2024-01-21,77.67916666666666,24,92.1,52.8,False,False,False,False,False
2024-01-22,71.70416666666667,24,88.4,60.1,False,False,False,False,False
2024-01-23,83.37083333333334,24,90.6,69.7,False,False,False,False,False
2024-01-24,66.27083333333333,24,84.0,55.7,False,False,False,False,False
2024-01-25,85.5125,24,92.5,77.1,False,False,False,False,False
2024-01-26,66.14782608695653,23,91.4,45.8,False,False,False,False,False
2024-01-27,76.73333333333333,24,84.9,70.3,False,False,False,False,False
2024-01-28,79.73333333333333,24,88.9,66.5,False,False,False,False,False
2024-01-29,87.13333333333333,24,92.8,81.4,False,False,False,False,False
2024-01-30,77.28333333333333,24,88.2,70.1,False,False,False,False,False
2024-01-31,72.9375,24,90.2,62.9,False,False,False,False,False
2024-02-01,71.34166666666667,24,88.2,56.6,False,False,False,False,False
2024-02-02,82.63333333333334,24,92.6,71.3,False,False,False,False,False
2024-02-03,83.11666666666666,24,93.0,78.8,False,False,False,False,False
2024-02-04,84.175,24,93.8,70.6,False,False,False,False,False
2024-02-05,74.07083333333334,24,77.6,70.0,False,False,False,False,False
2024-02-06,75.32083333333334,24,87.9,65.6,False,False,False,False,False
2024-02-07,85.03333333333333,24,92.9,79.3,False,False,False,False,False
2024-02-08,90.55416666666667,24,96.3,79.9,False,False,False,False,False
2024-02-09,88.13333333333333,24,93.8,77.5,False,False,False,False,False
2024-02-10,84.85416666666667,24,93.5,68.9,False,False,False,False,False
2024-02-11,82.36666666666666,24,91.7,66.1,False,False,False,False,False
2024-02-12,73.0125,24,89.1,46.7,False,False,False,False,False
2024-02-13,83.15416666666667,24,91.3,75.4,False,False,False,False,False
2024-02-14,87.6875,24,92.2,85.6,False,False,False,False,False
2024-02-15,80.04166666666667,24,94.3,56.7,False,False,False,False,False
2024-02-16,78.29583333333333,24,94.8,65.2,False,False,False,False,False
2024-02-17,83.70833333333333,24,94.7,75.7,False,False,False,False,False
2024-02-18,84.1875,24,95.5,63.7,False,False,False,False,False
2024-02-19,77.05416666666666,24,96.8,56.3,False,False,False,False,False
2024-02-20,81.55416666666666,24,90.7,70.6,False,False,False,False,False
2024-02-21,84.53333333333333,24,89.9,79.5,False,False,False,False,False
2024-02-22,86.7375,24,92.4,78.9,False,False,False,False,False
2024-02-23,79.52083333333333,24,88.6,59.9,False,False,False,False,False
2024-02-24,81.2,24,91.0,66.7,False,False,False,False,False
2024-02-25,84.85416666666667,24,92.2,70.0,False,False,False,False,False
2024-02-26,71.26666666666667,24,85.9,57.0,False,False,False,False,False
2024-02-27,76.41666666666667,24,89.0,59.6,False,False,False,False,False
2024-02-28,85.05,24,93.4,67.7,False,False,False,False,False
2024-02-29,85.35833333333333,24,93.9,66.9,False,False,False,False,False
2024-03-01,79.89999999999999,24,88.6,61.2,False,False,False,False,False
2024-03-02,80.31666666666666,24,90.0,66.0,False,False,False,False,False
2024-03-03,74.42083333333333,24,92.2,49.0,False,False,False,False,False
2024-03-04,71.29583333333333,24,88.2,42.0,False,False,False,False,False
2024-03-05,80.8875,24,94.1,64.4,False,False,False,False,False
2024-03-06,81.2375,24,94.1,60.5,False,False,False,False,False
2024-03-07,78.55416666666666,24,94.9,62.6,False,False,False,False,False
2024-03-08,72.3125,24,83.6,55.1,False,False,False,False,False
2024-03-09,71.39166666666667,24,80.8,59.6,False,False,False,False,False
2024-03-10,90.65416666666665,24,94.8,85.8,False,False,False,False,False
2024-03-11,86.92083333333333,24,93.7,79.8,False,False,False,False,False
2024-03-12,88.22500000000001,24,94.5,81.6,False,False,False,False,False
2024-03-13,80.30833333333334,24,87.0,72.6,False,False,False,False,False
2024-03-14,79.32916666666667,24,88.1,57.5,False,False,False,False,False
2024-03-15,78.37916666666666,24,85.8,64.2,False,False,False,False,False
2024-03-16,67.1875,24,86.8,50.0,False,False,False,False,False
2024-03-17,85.95,24,93.7,68.9,False,False,False,False,False
2024-03-18,81.10416666666667,24,91.3,66.8,False,False,False,False,False
2024-03-19,81.33749999999999,24,89.8,75.6,False,False,False,False,False
2024-03-20,73.15833333333333,24,88.4,50.8,False,False,False,False,False
2024-03-21,76.4375,24,86.1,60.5,False,False,False,False,False
2024-03-22,71.59583333333333,24,88.8,48.2,False,False,False,False,False
2024-03-23,62.762499999999996,24,78.5,46.2,False,False,False,False,False
2024-03-24,57.395833333333336,24,74.7,35.4,False,False,False,False,False
2024-03-25,66.03750000000001,24,85.0,48.6,False,False,False,False,False
2024-03-26,69.575,24,93.5,48.4,False,False,False,False,False
2024-03-27,75.3875,24,90.8,52.3,False,False,False,False,False
2024-03-28,77.3875,24,85.7,66.8,False,False,False,False,False
2024-03-29,73.64999999999999,24,88.6,52.3,False,False,False,False,False
2024-03-30,66.26666666666667,24,91.4,37.1,False,False,False,False,False
2024-03-31,79.42083333333333,24,92.2,65.2,False,False,False,False,False
2024-04-01,73.63333333333334,24,87.2,58.9,False,False,False,False,False
2024-04-02,78.96666666666667,24,92.2,56.9,False,False,False,False,False
2024-04-03,77.61666666666666,24,92.1,60.3,False,False,False,False,False
2024-04-04,79.27916666666667,24,93.2,58.4,False,False,False,False,False
2024-04-05,74.97500000000001,24,89.8,57.1,False,False,False,False,False
2024-04-06,62.800000000000004,24,79.8,50.3,False,False,False,False,False
2024-04-07,63.38333333333333,24,73.5,54.2,False,False,False,False,False
2024-04-08,72.85000000000001,24,87.1,46.7,False,False,False,False,False
2024-04-09,66.825,24,86.0,42.2,False,False,False,False,False
2024-04-10,79.31666666666668,24,90.9,57.7,False,False,False,False,False
2024-04-11,81.30833333333334,24,90.0,68.3,False,False,False,False,False
2024-04-12,67.62083333333334,24,84.3,55.6,False,False,False,False,False
2024-04-13,67.3875,24,87.4,35.6,False,False,False,False,False
2024-04-14,59.19166666666666,24,81.3,39.1,False,False,False,False,False
2024-04-15,61.57916666666667,24,83.3,38.6,False,False,False,False,False
2024-04-16,65.7375,24,88.4,47.3,False,False,False,False,False
2024-04-17,66.8,24,87.5,48.0,False,False,False,False,False
2024-04-18,64.77083333333333,24,84.6,44.4,False,False,False,False,False
2024-04-19,72.71249999999999,24,86.1,55.3,False,False,False,False,False
2024-04-20,60.12083333333334,24,70.1,50.5,False,False,False,False,False
2024-04-21,63.14166666666667,24,77.8,51.2,False,False,False,False,False
2024-04-22,68.35833333333333,24,81.7,57.3,False,False,False,False,False
2024-04-23,75.25833333333334,24,91.5,59.9,False,False,False,False,False
2024-04-24,60.01666666666667,24,76.5,49.4,False,False,False,False,False
2024-04-25,72.5,24,90.2,55.1,False,False,False,False,False
2024-04-26,62.62916666666666,24,81.8,44.3,False,False,False,False,False
2024-04-27,82.5625,24,91.9,67.2,False,False,False,False,False
2024-04-28,79.16666666666667,24,93.1,48.7,False,False,False,False,False
2024-04-29,63.637499999999996,24,87.9,38.4,False,False,False,False,False
2024-04-30,64.04166666666667,24,86.1,50.2,False,False,False,False,False
2024-05-01,77.8125,24,96.0,58.5,False,False,False,False,False
2024-05-02,84.33749999999999,24,90.8,73.5,False,False,False,False,False
2024-05-03,84.71249999999999,24,94.9,71.0,False,False,False,False,False
2024-05-04,68.85833333333333,24,91.5,47.7,False,False,False,False,False
2024-05-05,69.34166666666667,24,85.3,41.9,False,False,False,False,False
2024-05-06,84.39166666666667,24,89.4,76.1,False,False,False,False,False
2024-05-07,65.33749999999999,24,84.6,43.8,False,False,False,False,False
2024-05-08,70.22083333333333,24,91.2,47.7,False,False,False,False,False
2024-05-09,66.95416666666667,24,88.4,42.6,False,False,False,False,False
2024-05-10,61.4,24,77.7,47.0,False,False,False,False,False
2024-05-11,70.8,24,92.5,48.3,False,False,False,False,False
2024-05-12,61.854166666666664,24,83.7,42.2,False,False,False,False,False
2024-05-13,73.33749999999999,24,85.8,63.7,False,False,False,False,False
2024-05-14,76.22083333333333,24,91.5,62.6,False,False,False,False,False
2024-05-15,66.11666666666666,24,88.5,43.8,False,False,False,False,False
2024-05-16,82.77499999999999,24,91.7,68.8,False,False,False,False,False
2024-05-17,66.5,24,92.3,46.2,False,False,False,False,False
2024-05-18,73.10833333333333,24,86.7,44.2,False,False,False,False,False
2024-05-19,62.675000000000004,24,84.0,41.7,False,False,False,False,False
2024-05-20,65.03750000000001,24,85.3,46.8,False,False,False,False,False
2024-05-21,87.5625,24,95.7,76.8,False,False,False,False,False
2024-05-22,91.02916666666665,24,96.4,83.6,False,False,False,False,False
2024-05-23,70.61666666666666,24,90.9,52.8,False,False,False,False,False
2024-05-24,60.550000000000004,24,76.8,42.0,False,False,False,False,False
2024-05-25,56.27916666666667,24,77.1,39.8,False,False,False,False,False
2024-05-26,73.04583333333333,24,92.8,52.2,False,False,False,False,False
2024-05-27,72.36666666666666,24,87.3,52.0,False,False,False,False,False
2024-05-28,86.41250000000001,24,90.3,77.6,False,False,False,False,False
2024-05-29,66.82083333333334,24,86.2,48.4,False,False,False,False,False
2024-05-30,69.14166666666667,24,78.1,53.1,False,False,False,False,False
2024-05-31,73.52499999999999,24,82.3,66.0,False,False,False,False,False
2024-06-01,69.9375,24,79.8,61.8,False,False,False,False,False
2024-06-02,56.979166666666664,24,81.2,31.0,False,False,False,False,False
2024-06-03,66.66666666666667,24,79.3,53.7,False,False,False,False,False
2024-06-04,72.64166666666667,24,83.9,59.9,False,False,False,False,False
2024-06-05,55.69583333333333,24,83.7,35.0,False,False,False,False,False
2024-06-06,57.82916666666667,24,76.3,43.9,False,False,False,False,False
2024-06-07,62.81666666666666,24,81.1,45.7,False,False,False,False,False
2024-06-08,60.0375,24,82.9,38.9,False,False,False,False,False
2024-06-09,57.80833333333334,24,73.6,44.6,False,False,False,False,False
2024-06-10,70.7,24,91.5,51.1,False,False,False,False,False
2024-06-11,62.38333333333333,24,80.0,44.5,False,False,False,False,False
2024-06-12,59.75416666666666,24,79.7,43.8,False,False,False,False,False
2024-06-13,65.83749999999999,24,86.1,42.9,False,False,False,False,False
2024-06-14,68.9875,24,90.3,48.4,False,False,False,False,False
2024-06-15,75.72916666666667,24,86.1,55.7,False,False,False,False,False
2024-06-16,63.52916666666667,24,81.9,40.3,False,False,False,False,False
2024-06-17,58.99583333333334,24,80.3,35.9,False,False,False,False,False
2024-06-18,58.70416666666667,24,75.1,46.0,False,False,False,False,False
2024-06-19,61.88333333333333,24,81.1,40.7,False,False,False,False,False
2024-06-20,53.87083333333334,24,75.5,32.6,False,False,False,False,False
2024-06-21,58.21666666666667,24,75.2,40.6,False,False,False,False,False
2024-06-22,65.60833333333333,24,88.8,38.6,False,False,False,False,False
2024-06-23,62.70416666666667,24,78.0,50.1,False,False,False,False,False
2024-06-24,60.88333333333333,24,82.2,44.3,False,False,False,False,False
2024-06-25,52.324999999999996,24,71.0,36.9,False,False,False,False,False
2024-06-26,54.4,24,70.0,42.5,False,False,False,False,False
2024-06-27,59.40416666666667,24,79.7,42.7,False,False,False,False,False
2024-06-28,58.42916666666667,24,73.1,46.7,False,False,False,False,False
2024-06-29,49.40416666666667,24,72.9,29.5,False,False,False,False,False
2024-06-30,62.92083333333333,24,84.0,46.8,False,False,False,False,False
2024-07-01,60.59166666666667,24,69.7,51.4,False,False,False,False,False
2024-07-02,65.70416666666667,24,86.1,48.5,False,False,False,False,False
2024-07-03,73.19583333333334,24,82.5,62.0,False,False,False,False,False
2024-07-04,54.9375,24,81.3,37.6,False,False,False,False,False
2024-07-05,81.00833333333334,24,92.8,63.7,False,False,False,False,False
2024-07-06,75.44583333333334,24,92.4,54.1,False,False,False,False,False
2024-07-07,74.53333333333333,24,83.2,66.1,False,False,False,False,False
2024-07-08,74.75,24,91.7,56.8,False,False,False,False,False
2024-07-09,88.29166666666667,24,93.1,82.3,False,False,False,False,False
2024-07-10,70.56666666666666,24,88.9,54.8,False,False,False,False,False
2024-07-11,63.65833333333333,24,88.1,37.7,False,False,False,False,False
2024-07-12,66.71249999999999,24,84.8,49.4,False,False,False,False,False
2024-07-13,64.46249999999999,24,76.1,45.6,False,False,False,False,False
2024-07-14,64.0,24,86.6,44.1,False,False,False,False,False
2024-07-15,71.85416666666667,24,93.9,56.3,False,False,False,False,False
2024-07-16,77.89166666666667,24,90.6,61.2,False,False,False,False,False
2024-07-17,67.45,24,90.9,37.9,False,False,False,False,False
2024-07-18,62.09583333333333,24,83.7,44.2,False,False,False,False,False
2024-07-19,54.395833333333336,24,78.3,35.8,False,False,False,False,False
2024-07-20,75.05833333333334,24,90.6,62.5,False,False,False,False,False
2024-07-21,65.80833333333334,24,90.8,46.5,False,False,False,False,False
2024-07-22,70.85000000000001,24,80.2,56.9,False,False,False,False,False
2024-07-23,70.63913043478261,23,90.7,50.9,False,False,False,False,False
2024-07-24,68.58749999999999,24,82.6,50.9,False,False,False,False,False
2024-07-25,85.41666666666667,24,91.3,76.0,False,False,False,False,False
2024-07-26,68.63333333333334,24,88.7,47.1,False,False,False,False,False
2024-07-27,63.3125,24,84.2,41.5,False,False,False,False,False
2024-07-28,58.604166666666664,24,80.2,40.5,False,False,False,False,False
2024-07-29,55.583333333333336,24,76.6,38.9,False,False,False,False,False
2024-07-30,57.43333333333334,24,80.6,39.5,False,False,False,False,False
2024-07-31,58.387499999999996,24,70.3,46.5,False,False,False,False,False
2024-08-01,69.91666666666667,24,85.4,50.9,False,False,False,False,False
2024-08-02,74.19583333333334,24,93.2,47.0,False,False,False,False,False
2024-08-03,65.96249999999999,24,84.1,47.3,False,False,False,False,False
2024-08-04,62.791666666666664,24,77.5,49.9,False,False,False,False,False
2024-08-05,73.1375,24,86.4,58.4,False,False,False,False,False
2024-08-06,75.16666666666667,24,92.1,55.9,False,False,False,False,False
2024-08-07,68.34166666666667,24,82.8,52.4,False,False,False,False,False
2024-08-08,76.59166666666667,24,87.0,60.9,False,False,False,False,False
2024-08-09,66.59166666666667,24,88.4,48.8,False,False,False,False,False
2024-08-10,72.32916666666667,24,81.9,64.2,False,False,False,False,False
2024-08-11,66.91250000000001,24,90.9,53.0,False,False,False,False,False
2024-08-12,66.92083333333333,24,83.9,52.3,False,False,False,False,False
2024-08-13,66.02499999999999,24,82.0,48.5,False,False,False,False,False
2024-08-14,76.50833333333334,24,90.2,62.3,False,False,False,False,False
2024-08-15,77.6875,24,93.5,65.3,False,False,False,False,False
2024-08-16,69.23333333333333,24,93.0,47.1,False,False,False,False,False
2024-08-17,60.37916666666666,24,79.1,42.4,False,False,False,False,False
2024-08-18,64.1875,24,84.3,46.2,False,False,False,False,False
2024-08-19,73.02499999999999,24,85.2,63.1,False,False,False,False,False
2024-08-20,66.96666666666667,24,87.7,44.0,False,False,False,False,False
2024-08-21,68.16250000000001,24,83.2,52.7,False,False,False,False,False
2024-08-22,78.40416666666667,24,84.0,72.0,False,False,False,False,False
2024-08-23,66.675,24,89.2,47.1,False,False,False,False,False
2024-08-24,85.28333333333333,24,92.6,74.0,False,False,False,False,False
2024-08-25,71.86666666666666,24,89.2,52.3,False,False,False,False,False
2024-08-26,70.44166666666666,24,84.8,51.7,False,False,False,False,False
2024-08-27,67.52083333333333,24,91.0,45.7,False,False,False,False,False
2024-08-28,62.49166666666667,24,74.7,45.7,False,False,False,False,False
2024-08-29,64.72916666666667,24,86.8,47.5,False,False,False,False,False
2024-08-30,63.520833333333336,24,78.4,45.9,False,False,False,False,False
