Daily measurement data supplied by UK-air on 21/07/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Marylebone Road",
Latitude,51.522530,,
Longitude,-0.154611,,
Site Type,Urban Traffic,,
Zone,Greater London,,
Agglomeration,Greater London Urban Area,,
Local Authority,"Westminster",,
Date,"PM2.5 particulate matter (Daily measured)",Status
2022-03-27,No data,V ugm-3 (GRAV EMFAB)
2022-03-28,No data,V ugm-3 (GRAV EMFAB)
2022-03-29,No data,V ugm-3 (GRAV EMFAB)
2022-03-30,No data,V ugm-3 (GRAV EMFAB)
2022-03-31,No data,V ugm-3 (GRAV EMFAB)
2022-04-01,No data,V ugm-3 (GRAV EMFAB)
2022-04-02,No data,V ugm-3 (GRAV EMFAB)
2022-04-03,No data,V ugm-3 (GRAV EMFAB)
2022-04-04,No data,V ugm-3 (GRAV EMFAB)
2022-04-05,No data,V ugm-3 (GRAV EMFAB)
2022-04-06,No data,V ugm-3 (GRAV EMFAB)
2022-04-07,5.53,V ugm-3 (GRAV EMFAB)
2022-04-08,6.72,V ugm-3 (GRAV EMFAB)
2022-04-09,5.62,V ugm-3 (GRAV EMFAB)
2022-04-10,8.36,V ugm-3 (GRAV EMFAB)
2022-04-11,15.9,V ugm-3 (GRAV EMFAB)
2022-04-12,15.02,V ugm-3 (GRAV EMFAB)
2022-04-13,9.36,V ugm-3 (GRAV EMFAB)
2022-04-14,9.04,V ugm-3 (GRAV EMFAB)
2022-04-15,15.99,V ugm-3 (GRAV EMFAB)
2022-04-16,25.59,V ugm-3 (GRAV EMFAB)
2022-04-17,16.25,V ugm-3 (GRAV EMFAB)
2022-04-18,8.49,V ugm-3 (GRAV EMFAB)
2022-04-19,8.54,V ugm-3 (GRAV EMFAB)
2022-04-20,13.95,V ugm-3 (GRAV EMFAB)
2022-04-21,12.8,V ugm-3 (GRAV EMFAB)
2022-04-22,10.63,V ugm-3 (GRAV EMFAB)
2022-04-23,17.31,V ugm-3 (GRAV EMFAB)
2022-04-24,10,V ugm-3 (GRAV EMFAB)
2022-04-25,7.74,V ugm-3 (GRAV EMFAB)
2022-04-26,8.49,V ugm-3 (GRAV EMFAB)
2022-04-27,6.03,V ugm-3 (GRAV EMFAB)
2022-04-28,9.52,V ugm-3 (GRAV EMFAB)
2022-04-29,7.15,V ugm-3 (GRAV EMFAB)
2022-04-30,9.17,V ugm-3 (GRAV EMFAB)
2022-05-01,13.99,V ugm-3 (GRAV EMFAB)
2022-05-02,16.16,V ugm-3 (GRAV EMFAB)
2022-05-03,14.4,V ugm-3 (GRAV EMFAB)
2022-05-04,16.93,V ugm-3 (GRAV EMFAB)
2022-05-05,7.79,V ugm-3 (GRAV EMFAB)
2022-05-06,8.89,V ugm-3 (GRAV EMFAB)
2022-05-07,6.08,V ugm-3 (GRAV EMFAB)
2022-05-08,6.62,V ugm-3 (GRAV EMFAB)
2022-05-09,10.08,V ugm-3 (GRAV EMFAB)
2022-05-10,8.61,V ugm-3 (GRAV EMFAB)
2022-05-11,6.95,V ugm-3 (GRAV EMFAB)
2022-05-12,7.93,V ugm-3 (GRAV EMFAB)
2022-05-13,8.27,V ugm-3 (GRAV EMFAB)
2022-05-14,10.04,V ugm-3 (GRAV EMFAB)
2022-05-15,16.43,V ugm-3 (GRAV EMFAB)
2022-05-16,8.69,V ugm-3 (GRAV EMFAB)
2022-05-17,7.9,V ugm-3 (GRAV EMFAB)
2022-05-18,6.46,V ugm-3 (GRAV EMFAB)
2022-05-19,7.22,V ugm-3 (GRAV EMFAB)
2022-05-20,7.81,V ugm-3 (GRAV EMFAB)
2022-05-21,7.57,V ugm-3 (GRAV EMFAB)
2022-05-22,7.79,V ugm-3 (GRAV EMFAB)
2022-05-23,6.63,V ugm-3 (GRAV EMFAB)
2022-05-24,5,V ugm-3 (GRAV EMFAB)
2022-05-25,6.47,V ugm-3 (GRAV EMFAB)
2022-05-26,6.56,V ugm-3 (GRAV EMFAB)
2022-05-27,5.97,V ugm-3 (GRAV EMFAB)
2022-05-28,4.56,V ugm-3 (GRAV EMFAB)
2022-05-29,3.92,V ugm-3 (GRAV EMFAB)
2022-05-30,8.15,V ugm-3 (GRAV EMFAB)
2022-05-31,6.95,V ugm-3 (GRAV EMFAB)
2022-06-01,7.07,V ugm-3 (GRAV EMFAB)
2022-06-02,9.3,V ugm-3 (GRAV EMFAB)
2022-06-03,8.33,V ugm-3 (GRAV EMFAB)
2022-06-04,6.55,V ugm-3 (GRAV EMFAB)
2022-06-05,7.08,V ugm-3 (GRAV EMFAB)
2022-06-06,7.17,V ugm-3 (GRAV EMFAB)
2022-06-07,6.85,V ugm-3 (GRAV EMFAB)
2022-06-08,6.26,V ugm-3 (GRAV EMFAB)
2022-06-09,7.55,V ugm-3 (GRAV EMFAB)
2022-06-10,8.5,V ugm-3 (GRAV EMFAB)
2022-06-11,7.35,V ugm-3 (GRAV EMFAB)
2022-06-12,6.73,V ugm-3 (GRAV EMFAB)
2022-06-13,6.6,V ugm-3 (GRAV EMFAB)
2022-06-14,9.92,V ugm-3 (GRAV EMFAB)
2022-06-15,13.67,V ugm-3 (GRAV EMFAB)
2022-06-16,13.37,V ugm-3 (GRAV EMFAB)
2022-06-17,No data,V ugm-3 (GRAV EMFAB)
2022-06-18,9.62,V ugm-3 (GRAV EMFAB)
2022-06-19,5.44,V ugm-3 (GRAV EMFAB)
2022-06-20,6.91,V ugm-3 (GRAV EMFAB)
2022-06-21,8.42,V ugm-3 (GRAV EMFAB)
2022-06-22,8.45,V ugm-3 (GRAV EMFAB)
2022-06-23,11.36,V ugm-3 (GRAV EMFAB)
2022-06-24,8.9,V ugm-3 (GRAV EMFAB)
2022-06-25,6.02,V ugm-3 (GRAV EMFAB)
2022-06-26,5.56,V ugm-3 (GRAV EMFAB)
2022-06-27,6.3,V ugm-3 (GRAV EMFAB)
2022-06-28,6.68,V ugm-3 (GRAV EMFAB)
2022-06-29,6.82,V ugm-3 (GRAV EMFAB)
2022-06-30,6.49,V ugm-3 (GRAV EMFAB)
2022-07-01,6.99,V ugm-3 (GRAV EMFAB)
2022-07-02,5.69,V ugm-3 (GRAV EMFAB)
2022-07-03,5.24,V ugm-3 (GRAV EMFAB)
2022-07-04,6.87,V ugm-3 (GRAV EMFAB)
2022-07-05,5.4,V ugm-3 (GRAV EMFAB)
2022-07-06,7.01,V ugm-3 (GRAV EMFAB)
2022-07-07,5.62,V ugm-3 (GRAV EMFAB)
2022-07-08,7.64,V ugm-3 (GRAV EMFAB)
2022-07-09,5.88,V ugm-3 (GRAV EMFAB)
2022-07-10,8.45,V ugm-3 (GRAV EMFAB)
2022-07-11,10.3,V ugm-3 (GRAV EMFAB)
2022-07-12,12.04,V ugm-3 (GRAV EMFAB)
2022-07-13,8.82,V ugm-3 (GRAV EMFAB)
2022-07-14,5.96,V ugm-3 (GRAV EMFAB)
2022-07-15,No data,V ugm-3 (GRAV EMFAB)
2022-07-16,7.3,V ugm-3 (GRAV EMFAB)
2022-07-17,8.75,V ugm-3 (GRAV EMFAB)
2022-07-18,13.57,V ugm-3 (GRAV EMFAB)
2022-07-19,19.36,V ugm-3 (GRAV EMFAB)
2022-07-20,17.37,V ugm-3 (GRAV EMFAB)
2022-07-21,7.25,V ugm-3 (GRAV EMFAB)
2022-07-22,5.82,V ugm-3 (GRAV EMFAB)
2022-07-23,6.87,V ugm-3 (GRAV EMFAB)
2022-07-24,6.59,V ugm-3 (GRAV EMFAB)
2022-07-25,5.14,V ugm-3 (GRAV EMFAB)
2022-07-26,5.24,V ugm-3 (GRAV EMFAB)
2022-07-27,5.61,V ugm-3 (GRAV EMFAB)
2022-07-28,7.18,V ugm-3 (GRAV EMFAB)
2022-07-29,7.19,V ugm-3 (GRAV EMFAB)
2022-07-30,8.55,V ugm-3 (GRAV EMFAB)
2022-07-31,4.93,V ugm-3 (GRAV EMFAB)
2022-08-01,6.8,V ugm-3 (GRAV EMFAB)
2022-08-02,6.84,V ugm-3 (GRAV EMFAB)
2022-08-03,6.57,V ugm-3 (GRAV EMFAB)
2022-08-04,5.5,V ugm-3 (GRAV EMFAB)
2022-08-05,4.64,V ugm-3 (GRAV EMFAB)
2022-08-06,9.06,V ugm-3 (GRAV EMFAB)
2022-08-07,8.94,V ugm-3 (GRAV EMFAB)
2022-08-08,7.55,V ugm-3 (GRAV EMFAB)
2022-08-09,7.57,V ugm-3 (GRAV EMFAB)
2022-08-10,8.49,V ugm-3 (GRAV EMFAB)
2022-08-11,11.91,V ugm-3 (GRAV EMFAB)
2022-08-12,13.83,V ugm-3 (GRAV EMFAB)
2022-08-13,14.32,V ugm-3 (GRAV EMFAB)
2022-08-14,14.59,V ugm-3 (GRAV EMFAB)
2022-08-15,16.51,V ugm-3 (GRAV EMFAB)
2022-08-16,16.38,V ugm-3 (GRAV EMFAB)
2022-08-17,17.79,V ugm-3 (GRAV EMFAB)
2022-08-18,8.66,V ugm-3 (GRAV EMFAB)
2022-08-19,6.89,V ugm-3 (GRAV EMFAB)
2022-08-20,7.43,V ugm-3 (GRAV EMFAB)
2022-08-21,7.8,V ugm-3 (GRAV EMFAB)
2022-08-22,7.19,V ugm-3 (GRAV EMFAB)
2022-08-23,5.7,V ugm-3 (GRAV EMFAB)
2022-08-24,6.74,V ugm-3 (GRAV EMFAB)
2022-08-25,5.86,V ugm-3 (GRAV EMFAB)
2022-08-26,8.6,V ugm-3 (GRAV EMFAB)
2022-08-27,7.1,V ugm-3 (GRAV EMFAB)
2022-08-28,4.12,V ugm-3 (GRAV EMFAB)
2022-08-29,3.88,V ugm-3 (GRAV EMFAB)
2022-08-30,4.43,V ugm-3 (GRAV EMFAB)
2022-08-31,5.22,V ugm-3 (GRAV EMFAB)
2022-09-01,7.73,V ugm-3 (GRAV EMFAB)
2022-09-02,11.83,V ugm-3 (GRAV EMFAB)
2022-09-03,11.76,V ugm-3 (GRAV EMFAB)
2022-09-04,7.5,V ugm-3 (GRAV EMFAB)
2022-09-05,7.51,V ugm-3 (GRAV EMFAB)
2022-09-06,6.85,V ugm-3 (GRAV EMFAB)
2022-09-07,6.49,V ugm-3 (GRAV EMFAB)
2022-09-08,5.6,V ugm-3 (GRAV EMFAB)
2022-09-09,7.9,V ugm-3 (GRAV EMFAB)
2022-09-10,7.4,V ugm-3 (GRAV EMFAB)
2022-09-11,7.82,V ugm-3 (GRAV EMFAB)
2022-09-12,8.59,V ugm-3 (GRAV EMFAB)
2022-09-13,5.85,V ugm-3 (GRAV EMFAB)
2022-09-14,6.33,V ugm-3 (GRAV EMFAB)
2022-09-15,6.11,V ugm-3 (GRAV EMFAB)
2022-09-16,3.75,V ugm-3 (GRAV EMFAB)
2022-09-17,5.31,V ugm-3 (GRAV EMFAB)
2022-09-18,4.41,V ugm-3 (GRAV EMFAB)
2022-09-19,3.83,V ugm-3 (GRAV EMFAB)
2022-09-20,6.21,V ugm-3 (GRAV EMFAB)
2022-09-21,10.99,V ugm-3 (GRAV EMFAB)
2022-09-22,9.01,V ugm-3 (GRAV EMFAB)
2022-09-23,6.52,V ugm-3 (GRAV EMFAB)
2022-09-24,3.73,V ugm-3 (GRAV EMFAB)
2022-09-25,4.44,V ugm-3 (GRAV EMFAB)
2022-09-26,4.69,V ugm-3 (GRAV EMFAB)
2022-09-27,5.73,V ugm-3 (GRAV EMFAB)
2022-09-28,7.64,V ugm-3 (GRAV EMFAB)
2022-09-29,10.21,V ugm-3 (GRAV EMFAB)
2022-09-30,9.65,V ugm-3 (GRAV EMFAB)
2022-10-01,7.05,V ugm-3 (GRAV EMFAB)
2022-10-02,5.91,V ugm-3 (GRAV EMFAB)
2022-10-03,11.41,V ugm-3 (GRAV EMFAB)
2022-10-04,5.34,V ugm-3 (GRAV EMFAB)
2022-10-05,5.09,V ugm-3 (GRAV EMFAB)
2022-10-06,6.96,V ugm-3 (GRAV EMFAB)
2022-10-07,6.05,V ugm-3 (GRAV EMFAB)
2022-10-08,7.49,V ugm-3 (GRAV EMFAB)
2022-10-09,7.49,V ugm-3 (GRAV EMFAB)
2022-10-10,6.16,V ugm-3 (GRAV EMFAB)
2022-10-11,11.41,V ugm-3 (GRAV EMFAB)
2022-10-12,11.02,V ugm-3 (GRAV EMFAB)
2022-10-13,10.35,V ugm-3 (GRAV EMFAB)
2022-10-14,11.28,V ugm-3 (GRAV EMFAB)
2022-10-15,6.56,V ugm-3 (GRAV EMFAB)
2022-10-16,5.9,V ugm-3 (GRAV EMFAB)
2022-10-17,8.03,V ugm-3 (GRAV EMFAB)
2022-10-18,9.2,V ugm-3 (GRAV EMFAB)
2022-10-19,9.62,V ugm-3 (GRAV EMFAB)
2022-10-20,12.82,V ugm-3 (GRAV EMFAB)
2022-10-21,8.72,V ugm-3 (GRAV EMFAB)
2022-10-22,6.46,V ugm-3 (GRAV EMFAB)
2022-10-23,5.9,V ugm-3 (GRAV EMFAB)
2022-10-24,5.57,V ugm-3 (GRAV EMFAB)
2022-10-25,6.09,V ugm-3 (GRAV EMFAB)
2022-10-26,8.14,V ugm-3 (GRAV EMFAB)
2022-10-27,9.53,V ugm-3 (GRAV EMFAB)
2022-10-28,9.5,V ugm-3 (GRAV EMFAB)
2022-10-29,10.78,V ugm-3 (GRAV EMFAB)
2022-10-30,5.35,V ugm-3 (GRAV EMFAB)
2022-10-31,7.13,V ugm-3 (GRAV EMFAB)
2022-11-01,4.69,V ugm-3 (GRAV EMFAB)
2022-11-02,5.89,V ugm-3 (GRAV EMFAB)
2022-11-03,7.13,V ugm-3 (GRAV EMFAB)
2022-11-04,11.53,V ugm-3 (GRAV EMFAB)
2022-11-05,9.52,V ugm-3 (GRAV EMFAB)
2022-11-06,4.67,V ugm-3 (GRAV EMFAB)
2022-11-07,6.48,V ugm-3 (GRAV EMFAB)
2022-11-08,5.86,V ugm-3 (GRAV EMFAB)
2022-11-09,6.64,V ugm-3 (GRAV EMFAB)
2022-11-10,6.82,V ugm-3 (GRAV EMFAB)
2022-11-11,7.2,V ugm-3 (GRAV EMFAB)
2022-11-12,14.42,V ugm-3 (GRAV EMFAB)
2022-11-13,18.01,V ugm-3 (GRAV EMFAB)
2022-11-14,20.58,V ugm-3 (GRAV EMFAB)
2022-11-15,5.44,V ugm-3 (GRAV EMFAB)
2022-11-16,5.29,V ugm-3 (GRAV EMFAB)
2022-11-17,6.33,V ugm-3 (GRAV EMFAB)
2022-11-18,6.9,V ugm-3 (GRAV EMFAB)
2022-11-19,9.22,V ugm-3 (GRAV EMFAB)
2022-11-20,7.46,V ugm-3 (GRAV EMFAB)
2022-11-21,6.29,V ugm-3 (GRAV EMFAB)
2022-11-22,8.52,V ugm-3 (GRAV EMFAB)
2022-11-23,7.8,V ugm-3 (GRAV EMFAB)
2022-11-24,8.93,V ugm-3 (GRAV EMFAB)
2022-11-25,11.04,V ugm-3 (GRAV EMFAB)
2022-11-26,8.18,V ugm-3 (GRAV EMFAB)
2022-11-27,7.51,V ugm-3 (GRAV EMFAB)
2022-11-28,9.51,V ugm-3 (GRAV EMFAB)
2022-11-29,14.66,V ugm-3 (GRAV EMFAB)
2022-11-30,17,V ugm-3 (GRAV EMFAB)
2022-12-01,18.85,V ugm-3 (GRAV EMFAB)
2022-12-02,11.48,V ugm-3 (GRAV EMFAB)
2022-12-03,10.55,V ugm-3 (GRAV EMFAB)
2022-12-04,16.42,V ugm-3 (GRAV EMFAB)
2022-12-05,8.61,V ugm-3 (GRAV EMFAB)
2022-12-06,6.16,V ugm-3 (GRAV EMFAB)
2022-12-07,14.35,V ugm-3 (GRAV EMFAB)
2022-12-08,21.59,V ugm-3 (GRAV EMFAB)
2022-12-09,27.28,V ugm-3 (GRAV EMFAB)
2022-12-10,26.95,V ugm-3 (GRAV EMFAB)
2022-12-11,34.79,V ugm-3 (GRAV EMFAB)
2022-12-12,16.84,V ugm-3 (GRAV EMFAB)
2022-12-13,26.11,V ugm-3 (GRAV EMFAB)
2022-12-14,17.97,V ugm-3 (GRAV EMFAB)
2022-12-15,16.13,V ugm-3 (GRAV EMFAB)
2022-12-16,38.15,V ugm-3 (GRAV EMFAB)
2022-12-17,25.15,V ugm-3 (GRAV EMFAB)
2022-12-18,16.26,V ugm-3 (GRAV EMFAB)
2022-12-19,4.54,V ugm-3 (GRAV EMFAB)
2022-12-20,8.11,V ugm-3 (GRAV EMFAB)
2022-12-21,8.16,V ugm-3 (GRAV EMFAB)
2022-12-22,7.83,V ugm-3 (GRAV EMFAB)
2022-12-23,5.72,V ugm-3 (GRAV EMFAB)
2022-12-24,7.91,V ugm-3 (GRAV EMFAB)
2022-12-25,4.37,V ugm-3 (GRAV EMFAB)
2022-12-26,4.67,V ugm-3 (GRAV EMFAB)
2022-12-27,3.87,V ugm-3 (GRAV EMFAB)
2022-12-28,2.84,V ugm-3 (GRAV EMFAB)
2022-12-29,5.89,V ugm-3 (GRAV EMFAB)
2022-12-30,4.15,V ugm-3 (GRAV EMFAB)
2022-12-31,4.98,V ugm-3 (GRAV EMFAB)
2023-01-01,7,V ugm-3 (GRAV EMFAB)
2023-01-02,7.4,V ugm-3 (GRAV EMFAB)
2023-01-03,4.9,V ugm-3 (GRAV EMFAB)
2023-01-04,7.3,V ugm-3 (GRAV EMFAB)
2023-01-05,7.2,V ugm-3 (GRAV EMFAB)
2023-01-06,3.5,V ugm-3 (GRAV EMFAB)
2023-01-07,4.9,V ugm-3 (GRAV EMFAB)
2023-01-08,4.2,V ugm-3 (GRAV EMFAB)
2023-01-09,5.6,V ugm-3 (GRAV EMFAB)
2023-01-10,5.2,V ugm-3 (GRAV EMFAB)
2023-01-11,5.5,V ugm-3 (GRAV EMFAB)
2023-01-12,5.1,V ugm-3 (GRAV EMFAB)
2023-01-13,7.2,V ugm-3 (GRAV EMFAB)
2023-01-14,4.1,V ugm-3 (GRAV EMFAB)
2023-01-15,4.8,V ugm-3 (GRAV EMFAB)
2023-01-16,6.2,V ugm-3 (GRAV EMFAB)
2023-01-17,20.1,V ugm-3 (GRAV EMFAB)
2023-01-18,12.4,V ugm-3 (GRAV EMFAB)
2023-01-19,12.1,V ugm-3 (GRAV EMFAB)
2023-01-20,6.9,V ugm-3 (GRAV EMFAB)
2023-01-21,19.8,V ugm-3 (GRAV EMFAB)
2023-01-22,32.2,V ugm-3 (GRAV EMFAB)
2023-01-23,29.8,V ugm-3 (GRAV EMFAB)
2023-01-24,16.9,V ugm-3 (GRAV EMFAB)
2023-01-25,30.1,V ugm-3 (GRAV EMFAB)
2023-01-26,5.2,V ugm-3 (GRAV EMFAB)
2023-01-27,6.3,V ugm-3 (GRAV EMFAB)
2023-01-28,13.3,V ugm-3 (GRAV EMFAB)
2023-01-29,12.8,V ugm-3 (GRAV EMFAB)
2023-01-30,9.2,V ugm-3 (GRAV EMFAB)
2023-01-31,9.1,V ugm-3 (GRAV EMFAB)
2023-02-01,12.4,V ugm-3 (GRAV EMFAB)
2023-02-02,6.4,V ugm-3 (GRAV EMFAB)
2023-02-03,6.7,V ugm-3 (GRAV EMFAB)
2023-02-04,10.6,V ugm-3 (GRAV EMFAB)
2023-02-05,7.6,V ugm-3 (GRAV EMFAB)
2023-02-06,19.1,V ugm-3 (GRAV EMFAB)
2023-02-07,28.9,V ugm-3 (GRAV EMFAB)
2023-02-08,35.2,V ugm-3 (GRAV EMFAB)
2023-02-09,23.6,V ugm-3 (GRAV EMFAB)
2023-02-10,21.4,V ugm-3 (GRAV EMFAB)
2023-02-11,9.6,V ugm-3 (GRAV EMFAB)
2023-02-12,10.5,V ugm-3 (GRAV EMFAB)
2023-02-13,26.7,V ugm-3 (GRAV EMFAB)
2023-02-14,40.6,V ugm-3 (GRAV EMFAB)
2023-02-15,35.7,V ugm-3 (GRAV EMFAB)
2023-02-16,6,V ugm-3 (GRAV EMFAB)
2023-02-17,4.8,V ugm-3 (GRAV EMFAB)
2023-02-18,4.5,V ugm-3 (GRAV EMFAB)
2023-02-19,6.4,V ugm-3 (GRAV EMFAB)
2023-02-20,6.8,V ugm-3 (GRAV EMFAB)
2023-02-21,12.4,V ugm-3 (GRAV EMFAB)
2023-02-22,16.3,V ugm-3 (GRAV EMFAB)
2023-02-23,5,V ugm-3 (GRAV EMFAB)
2023-02-24,9.1,V ugm-3 (GRAV EMFAB)
2023-02-25,4.3,V ugm-3 (GRAV EMFAB)
2023-02-26,4.3,V ugm-3 (GRAV EMFAB)
2023-02-27,4.5,V ugm-3 (GRAV EMFAB)
2023-02-28,4.1,V ugm-3 (GRAV EMFAB)
2023-03-01,4.2,V ugm-3 (GRAV EMFAB)
2023-03-02,12.7,V ugm-3 (GRAV EMFAB)
2023-03-03,4.7,V ugm-3 (GRAV EMFAB)
2023-03-04,5.6,V ugm-3 (GRAV EMFAB)
2023-03-05,16.6,V ugm-3 (GRAV EMFAB)
2023-03-06,11.1,V ugm-3 (GRAV EMFAB)
2023-03-07,9.2,V ugm-3 (GRAV EMFAB)
2023-03-08,11.1,V ugm-3 (GRAV EMFAB)
2023-03-09,9.9,V ugm-3 (GRAV EMFAB)
2023-03-10,3.9,V ugm-3 (GRAV EMFAB)
2023-03-11,No data,V ugm-3 (GRAV EMFAB)
2023-03-12,No data,V ugm-3 (GRAV EMFAB)
2023-03-13,No data,V ugm-3 (GRAV EMFAB)
2023-03-14,4.3,V ugm-3 (GRAV EMFAB)
2023-03-15,7.7,V ugm-3 (GRAV EMFAB)
2023-03-16,7.2,V ugm-3 (GRAV EMFAB)
2023-03-17,7.9,V ugm-3 (GRAV EMFAB)
2023-03-18,6.9,V ugm-3 (GRAV EMFAB)
2023-03-19,5.5,V ugm-3 (GRAV EMFAB)
2023-03-20,6.4,V ugm-3 (GRAV EMFAB)
2023-03-21,5.7,V ugm-3 (GRAV EMFAB)
2023-03-22,5.9,V ugm-3 (GRAV EMFAB)
2023-03-23,7.9,V ugm-3 (GRAV EMFAB)
2023-03-24,No data,V ugm-3 (GRAV EMFAB)
2023-03-25,No data,V ugm-3 (GRAV EMFAB)
2023-03-26,No data,V ugm-3 (GRAV EMFAB)
2023-03-27,No data,V ugm-3 (GRAV EMFAB)
2023-03-28,6.9,V ugm-3 (GRAV EMFAB)
2023-03-29,8,V ugm-3 (GRAV EMFAB)
2023-03-30,9.6,V ugm-3 (GRAV EMFAB)
2023-03-31,5,V ugm-3 (GRAV EMFAB)
2023-04-01,2.9,V ugm-3 (GRAV EMFAB)
2023-04-02,4.8,V ugm-3 (GRAV EMFAB)
2023-04-03,7.7,V ugm-3 (GRAV EMFAB)
2023-04-04,13.5,V ugm-3 (GRAV EMFAB)
2023-04-05,15.2,V ugm-3 (GRAV EMFAB)
2023-04-06,5.5,V ugm-3 (GRAV EMFAB)
2023-04-07,5.4,V ugm-3 (GRAV EMFAB)
2023-04-08,13.6,V ugm-3 (GRAV EMFAB)
2023-04-09,15.4,V ugm-3 (GRAV EMFAB)
2023-04-10,4.9,V ugm-3 (GRAV EMFAB)
2023-04-11,5,V ugm-3 (GRAV EMFAB)
2023-04-12,5.2,V ugm-3 (GRAV EMFAB)
2023-04-13,5.4,V ugm-3 (GRAV EMFAB)
2023-04-14,5,V ugm-3 (GRAV EMFAB)
2023-04-15,8.7,V ugm-3 (GRAV EMFAB)
2023-04-16,8.6,V ugm-3 (GRAV EMFAB)
2023-04-17,13.9,V ugm-3 (GRAV EMFAB)
2023-04-18,15.5,V ugm-3 (GRAV EMFAB)
2023-04-19,13.1,V ugm-3 (GRAV EMFAB)
2023-04-20,7.5,V ugm-3 (GRAV EMFAB)
2023-04-21,16.3,V ugm-3 (GRAV EMFAB)
2023-04-22,22.6,V ugm-3 (GRAV EMFAB)
2023-04-23,6.7,V ugm-3 (GRAV EMFAB)
2023-04-24,8.8,V ugm-3 (GRAV EMFAB)
2023-04-25,6.2,V ugm-3 (GRAV EMFAB)
2023-04-26,9.6,V ugm-3 (GRAV EMFAB)
2023-04-27,18.3,V ugm-3 (GRAV EMFAB)
2023-04-28,7.2,V ugm-3 (GRAV EMFAB)
2023-04-29,11.5,V ugm-3 (GRAV EMFAB)
2023-04-30,14.8,V ugm-3 (GRAV EMFAB)
2023-05-01,5.3,V ugm-3 (GRAV EMFAB)
2023-05-02,6,V ugm-3 (GRAV EMFAB)
2023-05-03,9,V ugm-3 (GRAV EMFAB)
2023-05-04,14.4,V ugm-3 (GRAV EMFAB)
2023-05-05,7,V ugm-3 (GRAV EMFAB)
2023-05-06,6.6,V ugm-3 (GRAV EMFAB)
2023-05-07,6.9,V ugm-3 (GRAV EMFAB)
2023-05-08,6.3,V ugm-3 (GRAV EMFAB)
2023-05-09,5.6,V ugm-3 (GRAV EMFAB)
2023-05-10,6.8,V ugm-3 (GRAV EMFAB)
2023-05-11,6.7,V ugm-3 (GRAV EMFAB)
2023-05-12,6.9,V ugm-3 (GRAV EMFAB)
2023-05-13,8.5,V ugm-3 (GRAV EMFAB)
2023-05-14,8.9,V ugm-3 (GRAV EMFAB)
2023-05-15,4.7,V ugm-3 (GRAV EMFAB)
2023-05-16,7,V ugm-3 (GRAV EMFAB)
2023-05-17,8,V ugm-3 (GRAV EMFAB)
2023-05-18,8,V ugm-3 (GRAV EMFAB)
2023-05-19,8.6,V ugm-3 (GRAV EMFAB)
2023-05-20,7,V ugm-3 (GRAV EMFAB)
2023-05-21,6.2,V ugm-3 (GRAV EMFAB)
2023-05-22,7.1,V ugm-3 (GRAV EMFAB)
2023-05-23,6.4,V ugm-3 (GRAV EMFAB)
2023-05-24,9.4,V ugm-3 (GRAV EMFAB)
2023-05-25,8.6,V ugm-3 (GRAV EMFAB)
2023-05-26,9.4,V ugm-3 (GRAV EMFAB)
2023-05-27,8.7,V ugm-3 (GRAV EMFAB)
2023-05-28,7.1,V ugm-3 (GRAV EMFAB)
2023-05-29,5.4,V ugm-3 (GRAV EMFAB)
2023-05-30,4.8,V ugm-3 (GRAV EMFAB)
2023-05-31,4.6,V ugm-3 (GRAV EMFAB)
2023-06-01,5.8,V ugm-3 (GRAV EMFAB)
2023-06-02,5.6,V ugm-3 (GRAV EMFAB)
2023-06-03,6.5,V ugm-3 (GRAV EMFAB)
2023-06-04,5.8,V ugm-3 (GRAV EMFAB)
2023-06-05,5.1,V ugm-3 (GRAV EMFAB)
2023-06-06,4.9,V ugm-3 (GRAV EMFAB)
2023-06-07,7.8,V ugm-3 (GRAV EMFAB)
2023-06-08,7.1,V ugm-3 (GRAV EMFAB)
2023-06-09,10.3,V ugm-3 (GRAV EMFAB)
2023-06-10,15.3,V ugm-3 (GRAV EMFAB)
2023-06-11,19,V ugm-3 (GRAV EMFAB)
2023-06-12,No data,V ugm-3 (GRAV EMFAB)
2023-06-13,13.8,V ugm-3 (GRAV EMFAB)
2023-06-14,12,V ugm-3 (GRAV EMFAB)
2023-06-15,11.6,V ugm-3 (GRAV EMFAB)
2023-06-16,11.4,V ugm-3 (GRAV EMFAB)
2023-06-17,12.8,V ugm-3 (GRAV EMFAB)
2023-06-18,13.7,V ugm-3 (GRAV EMFAB)
2023-06-19,7.9,V ugm-3 (GRAV EMFAB)
2023-06-20,7.9,V ugm-3 (GRAV EMFAB)
2023-06-21,8.4,V ugm-3 (GRAV EMFAB)
2023-06-22,7.4,V ugm-3 (GRAV EMFAB)
2023-06-23,9,V ugm-3 (GRAV EMFAB)
2023-06-24,7.4,V ugm-3 (GRAV EMFAB)
2023-06-25,8,V ugm-3 (GRAV EMFAB)
2023-06-26,6,V ugm-3 (GRAV EMFAB)
2023-06-27,7.4,V ugm-3 (GRAV EMFAB)
2023-06-28,11.3,V ugm-3 (GRAV EMFAB)
2023-06-29,5.6,V ugm-3 (GRAV EMFAB)
2023-06-30,6.4,V ugm-3 (GRAV EMFAB)
2023-07-01,6.3,V ugm-3 (GRAV EMFAB)
