Daily measurement data supplied by UK-air on 21/07/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"London Marylebone Road",
Latitude,51.522530,,
Longitude,-0.154611,,
Site Type,Urban Traffic,,
Zone,Greater London,,
Agglomeration,Greater London Urban Area,,
Local Authority,"Westminster",,
Date,"PM2.5 particulate matter (Daily measured)",Status
2023-07-02,8.9,V ugm-3 (GRAV EMFAB)
2023-07-03,6.4,V ugm-3 (GRAV EMFAB)
2023-07-04,6.5,V ugm-3 (GRAV EMFAB)
2023-07-05,5.9,V ugm-3 (GRAV EMFAB)
2023-07-06,6.8,V ugm-3 (GRAV EMFAB)
2023-07-07,10.8,V ugm-3 (GRAV EMFAB)
2023-07-08,10.8,V ugm-3 (GRAV EMFAB)
2023-07-09,6.3,V ugm-3 (GRAV EMFAB)
2023-07-10,6,V ugm-3 (GRAV EMFAB)
2023-07-11,6,V ugm-3 (GRAV EMFAB)
2023-07-12,6,V ugm-3 (GRAV EMFAB)
2023-07-13,5.9,V ugm-3 (GRAV EMFAB)
2023-07-14,6.1,V ugm-3 (GRAV EMFAB)
2023-07-15,5.9,V ugm-3 (GRAV EMFAB)
2023-07-16,5.4,V ugm-3 (GRAV EMFAB)
2023-07-17,5.9,V ugm-3 (GRAV EMFAB)
2023-07-18,6.6,V ugm-3 (GRAV EMFAB)
2023-07-19,5.5,V ugm-3 (GRAV EMFAB)
2023-07-20,5.5,V ugm-3 (GRAV EMFAB)
2023-07-21,8.5,V ugm-3 (GRAV EMFAB)
2023-07-22,4.8,V ugm-3 (GRAV EMFAB)
2023-07-23,4.7,V ugm-3 (GRAV EMFAB)
2023-07-24,4.3,V ugm-3 (GRAV EMFAB)
2023-07-25,5.1,V ugm-3 (GRAV EMFAB)
2023-07-26,6.4,V ugm-3 (GRAV EMFAB)
2023-07-27,4.7,V ugm-3 (GRAV EMFAB)
2023-07-28,4.3,V ugm-3 (GRAV EMFAB)
2023-07-29,5.1,V ugm-3 (GRAV EMFAB)
2023-07-30,4.8,V ugm-3 (GRAV EMFAB)
2023-07-31,5.2,V ugm-3 (GRAV EMFAB)
2023-08-01,5.7,V ugm-3 (GRAV EMFAB)
2023-08-02,4.2,V ugm-3 (GRAV EMFAB)
2023-08-03,4.7,V ugm-3 (GRAV EMFAB)
2023-08-04,6.4,V ugm-3 (GRAV EMFAB)
2023-08-05,5.5,V ugm-3 (GRAV EMFAB)
2023-08-06,3.9,V ugm-3 (GRAV EMFAB)
2023-08-07,5,V ugm-3 (GRAV EMFAB)
2023-08-08,5.5,V ugm-3 (GRAV EMFAB)
2023-08-09,5.8,V ugm-3 (GRAV EMFAB)
2023-08-10,6.7,V ugm-3 (GRAV EMFAB)
2023-08-11,5.6,V ugm-3 (GRAV EMFAB)
2023-08-12,5.6,V ugm-3 (GRAV EMFAB)
2023-08-13,4,V ugm-3 (GRAV EMFAB)
2023-08-14,4.8,V ugm-3 (GRAV EMFAB)
2023-08-15,5.4,V ugm-3 (GRAV EMFAB)
2023-08-16,6.9,V ugm-3 (GRAV EMFAB)
2023-08-17,5.7,V ugm-3 (GRAV EMFAB)
2023-08-18,16.3,V ugm-3 (GRAV EMFAB)
2023-08-19,5.8,V ugm-3 (GRAV EMFAB)
2023-08-20,5.3,V ugm-3 (GRAV EMFAB)
2023-08-21,5.4,V ugm-3 (GRAV EMFAB)
2023-08-22,4.9,V ugm-3 (GRAV EMFAB)
2023-08-23,6.4,V ugm-3 (GRAV EMFAB)
2023-08-24,8.7,V ugm-3 (GRAV EMFAB)
2023-08-25,4.6,V ugm-3 (GRAV EMFAB)
2023-08-26,5.4,V ugm-3 (GRAV EMFAB)
2023-08-27,4.3,V ugm-3 (GRAV EMFAB)
2023-08-28,4.2,V ugm-3 (GRAV EMFAB)
2023-08-29,5.5,V ugm-3 (GRAV EMFAB)
2023-08-30,4.7,V ugm-3 (GRAV EMFAB)
2023-08-31,6.7,V ugm-3 (GRAV EMFAB)
2023-09-01,6,V ugm-3 (GRAV EMFAB)
2023-09-02,8.2,V ugm-3 (GRAV EMFAB)
2023-09-03,11.5,V ugm-3 (GRAV EMFAB)
2023-09-04,10.8,V ugm-3 (GRAV EMFAB)
2023-09-05,12.8,V ugm-3 (GRAV EMFAB)
2023-09-06,20.2,V ugm-3 (GRAV EMFAB)
2023-09-07,20.7,V ugm-3 (GRAV EMFAB)
2023-09-08,16.9,V ugm-3 (GRAV EMFAB)
2023-09-09,19.1,V ugm-3 (GRAV EMFAB)
2023-09-10,20.4,V ugm-3 (GRAV EMFAB)
2023-09-11,8.5,V ugm-3 (GRAV EMFAB)
2023-09-12,5.4,V ugm-3 (GRAV EMFAB)
2023-09-13,5.3,V ugm-3 (GRAV EMFAB)
2023-09-14,6.4,V ugm-3 (GRAV EMFAB)
2023-09-15,9.3,V ugm-3 (GRAV EMFAB)
2023-09-16,9.9,V ugm-3 (GRAV EMFAB)
2023-09-17,18.1,V ugm-3 (GRAV EMFAB)
2023-09-18,5.6,V ugm-3 (GRAV EMFAB)
2023-09-19,5.2,V ugm-3 (GRAV EMFAB)
2023-09-20,5.9,V ugm-3 (GRAV EMFAB)
2023-09-21,5.7,V ugm-3 (GRAV EMFAB)
2023-09-22,5.5,V ugm-3 (GRAV EMFAB)
2023-09-23,5.9,V ugm-3 (GRAV EMFAB)
2023-09-24,5.6,V ugm-3 (GRAV EMFAB)
2023-09-25,6.8,V ugm-3 (GRAV EMFAB)
2023-09-26,6.6,V ugm-3 (GRAV EMFAB)
2023-09-27,7.2,V ugm-3 (GRAV EMFAB)
2023-09-28,6.3,V ugm-3 (GRAV EMFAB)
2023-09-29,5.7,V ugm-3 (GRAV EMFAB)
2023-09-30,6.2,V ugm-3 (GRAV EMFAB)
2023-10-01,8.1,V ugm-3 (GRAV EMFAB)
2023-10-02,10.5,V ugm-3 (GRAV EMFAB)
2023-10-03,5.6,V ugm-3 (GRAV EMFAB)
2023-10-04,5.7,V ugm-3 (GRAV EMFAB)
2023-10-05,6,V ugm-3 (GRAV EMFAB)
2023-10-06,6.7,V ugm-3 (GRAV EMFAB)
2023-10-07,8.8,V ugm-3 (GRAV EMFAB)
2023-10-08,11.1,V ugm-3 (GRAV EMFAB)
2023-10-09,14.3,V ugm-3 (GRAV EMFAB)
2023-10-10,13,V ugm-3 (GRAV EMFAB)
2023-10-11,10.8,V ugm-3 (GRAV EMFAB)
2023-10-12,6,V ugm-3 (GRAV EMFAB)
2023-10-13,5.8,V ugm-3 (GRAV EMFAB)
2023-10-14,4.9,V ugm-3 (GRAV EMFAB)
2023-10-15,5.8,V ugm-3 (GRAV EMFAB)
2023-10-16,8.4,V ugm-3 (GRAV EMFAB)
2023-10-17,5.8,V ugm-3 (GRAV EMFAB)
2023-10-18,6.8,V ugm-3 (GRAV EMFAB)
2023-10-19,5.2,V ugm-3 (GRAV EMFAB)
2023-10-20,5.5,V ugm-3 (GRAV EMFAB)
2023-10-21,4.1,V ugm-3 (GRAV EMFAB)
2023-10-22,5.7,V ugm-3 (GRAV EMFAB)
2023-10-23,8.1,V ugm-3 (GRAV EMFAB)
2023-10-24,8.7,V ugm-3 (GRAV EMFAB)
2023-10-25,9.3,V ugm-3 (GRAV EMFAB)
2023-10-26,7.2,V ugm-3 (GRAV EMFAB)
2023-10-27,6,V ugm-3 (GRAV EMFAB)
2023-10-28,4.2,V ugm-3 (GRAV EMFAB)
2023-10-29,3.2,V ugm-3 (GRAV EMFAB)
2023-10-30,5.9,V ugm-3 (GRAV EMFAB)
2023-10-31,6.7,V ugm-3 (GRAV EMFAB)
2023-11-01,4.1,V ugm-3 (GRAV EMFAB)
2023-11-02,3.1,V ugm-3 (GRAV EMFAB)
2023-11-03,5.9,V ugm-3 (GRAV EMFAB)
2023-11-04,7.1,V ugm-3 (GRAV EMFAB)
2023-11-05,9.4,V ugm-3 (GRAV EMFAB)
2023-11-06,6.8,V ugm-3 (GRAV EMFAB)
2023-11-07,6.2,V ugm-3 (GRAV EMFAB)
2023-11-08,5.9,V ugm-3 (GRAV EMFAB)
2023-11-09,5.5,V ugm-3 (GRAV EMFAB)
2023-11-10,6.3,V ugm-3 (GRAV EMFAB)
2023-11-11,12,V ugm-3 (GRAV EMFAB)
2023-11-12,13.6,V ugm-3 (GRAV EMFAB)
2023-11-13,5.3,V ugm-3 (GRAV EMFAB)
2023-11-14,6.4,V ugm-3 (GRAV EMFAB)
2023-11-15,6.4,V ugm-3 (GRAV EMFAB)
2023-11-16,10.9,V ugm-3 (GRAV EMFAB)
2023-11-17,9.8,V ugm-3 (GRAV EMFAB)
2023-11-18,4.5,V ugm-3 (GRAV EMFAB)
2023-11-19,5,V ugm-3 (GRAV EMFAB)
2023-11-20,4.3,V ugm-3 (GRAV EMFAB)
2023-11-21,2.3,V ugm-3 (GRAV EMFAB)
2023-11-22,10.3,V ugm-3 (GRAV EMFAB)
2023-11-23,6.7,V ugm-3 (GRAV EMFAB)
2023-11-24,4.7,V ugm-3 (GRAV EMFAB)
2023-11-25,11.3,V ugm-3 (GRAV EMFAB)
2023-11-26,No data,V ugm-3 (GRAV EMFAB)
2023-11-27,No data,V ugm-3 (GRAV EMFAB)
2023-11-28,6.8,V ugm-3 (GRAV EMFAB)
2023-11-29,13.2,V ugm-3 (GRAV EMFAB)
2023-11-30,11.2,V ugm-3 (GRAV EMFAB)
2023-12-01,11.1,V ugm-3 (GRAV EMFAB)
2023-12-02,18.4,V ugm-3 (GRAV EMFAB)
2023-12-03,9.4,V ugm-3 (GRAV EMFAB)
2023-12-04,6.2,V ugm-3 (GRAV EMFAB)
2023-12-05,5.8,V ugm-3 (GRAV EMFAB)
2023-12-06,13.9,V ugm-3 (GRAV EMFAB)
2023-12-07,7.7,V ugm-3 (GRAV EMFAB)
2023-12-08,9.7,V ugm-3 (GRAV EMFAB)
2023-12-09,6.1,V ugm-3 (GRAV EMFAB)
2023-12-10,7.4,V ugm-3 (GRAV EMFAB)
2023-12-11,8.1,V ugm-3 (GRAV EMFAB)
2023-12-12,6.1,V ugm-3 (GRAV EMFAB)
2023-12-13,3.8,V ugm-3 (GRAV EMFAB)
2023-12-14,11.9,V ugm-3 (GRAV EMFAB)
2023-12-15,14.2,V ugm-3 (GRAV EMFAB)
2023-12-16,5.4,V ugm-3 (GRAV EMFAB)
2023-12-17,6.6,V ugm-3 (GRAV EMFAB)
2023-12-18,6.3,V ugm-3 (GRAV EMFAB)
2023-12-19,4.4,V ugm-3 (GRAV EMFAB)
2023-12-20,5.6,V ugm-3 (GRAV EMFAB)
2023-12-21,4.1,V ugm-3 (GRAV EMFAB)
2023-12-22,3.7,V ugm-3 (GRAV EMFAB)
2023-12-23,3.4,V ugm-3 (GRAV EMFAB)
2023-12-24,1.9,V ugm-3 (GRAV EMFAB)
2023-12-25,2.3,V ugm-3 (GRAV EMFAB)
2023-12-26,6.3,V ugm-3 (GRAV EMFAB)
2023-12-27,5.4,V ugm-3 (GRAV EMFAB)
2023-12-28,6.8,V ugm-3 (GRAV EMFAB)
2023-12-29,4.3,V ugm-3 (GRAV EMFAB)
2023-12-30,4.2,V ugm-3 (GRAV EMFAB)
2023-12-31,3.4,V ugm-3 (GRAV EMFAB)
2024-01-01,4.3,V ugm-3 (GRAV EMFAB)
2024-01-02,3.5,V ugm-3 (GRAV EMFAB)
2024-01-03,5.3,V ugm-3 (GRAV EMFAB)
2024-01-04,5,V ugm-3 (GRAV EMFAB)
2024-01-05,6.5,V ugm-3 (GRAV EMFAB)
2024-01-06,4.5,V ugm-3 (GRAV EMFAB)
2024-01-07,3.7,V ugm-3 (GRAV EMFAB)
2024-01-08,4.2,V ugm-3 (GRAV EMFAB)
2024-01-09,5.4,V ugm-3 (GRAV EMFAB)
2024-01-10,4.2,V ugm-3 (GRAV EMFAB)
2024-01-11,6,V ugm-3 (GRAV EMFAB)
2024-01-12,4.5,V ugm-3 (GRAV EMFAB)
2024-01-13,16.7,V ugm-3 (GRAV EMFAB)
2024-01-14,12.4,V ugm-3 (GRAV EMFAB)
2024-01-15,9.3,V ugm-3 (GRAV EMFAB)
2024-01-16,17.2,V ugm-3 (GRAV EMFAB)
2024-01-17,14.2,V ugm-3 (GRAV EMFAB)
2024-01-18,16.6,V ugm-3 (GRAV EMFAB)
2024-01-19,17.3,V ugm-3 (GRAV EMFAB)
2024-01-20,8.1,V ugm-3 (GRAV EMFAB)
2024-01-21,6.4,V ugm-3 (GRAV EMFAB)
2024-01-22,6.2,V ugm-3 (GRAV EMFAB)
2024-01-23,4.4,V ugm-3 (GRAV EMFAB)
2024-01-24,10.9,V ugm-3 (GRAV EMFAB)
2024-01-25,7.4,V ugm-3 (GRAV EMFAB)
2024-01-26,6.8,V ugm-3 (GRAV EMFAB)
2024-01-27,9,V ugm-3 (GRAV EMFAB)
2024-01-28,12.1,V ugm-3 (GRAV EMFAB)
2024-01-29,15.3,V ugm-3 (GRAV EMFAB)
2024-01-30,4.7,V ugm-3 (GRAV EMFAB)
2024-01-31,9.1,V ugm-3 (GRAV EMFAB)
2024-02-01,9.7,V ugm-3 (GRAV EMFAB)
2024-02-02,5.9,V ugm-3 (GRAV EMFAB)
2024-02-03,4.8,V ugm-3 (GRAV EMFAB)
2024-02-04,5.3,V ugm-3 (GRAV EMFAB)
2024-02-05,8.8,V ugm-3 (GRAV EMFAB)
2024-02-06,8.5,V ugm-3 (GRAV EMFAB)
2024-02-07,5.2,V ugm-3 (GRAV EMFAB)
2024-02-08,7.7,V ugm-3 (GRAV EMFAB)
2024-02-09,5.7,V ugm-3 (GRAV EMFAB)
2024-02-10,6,V ugm-3 (GRAV EMFAB)
2024-02-11,8,V ugm-3 (GRAV EMFAB)
2024-02-12,6.6,V ugm-3 (GRAV EMFAB)
2024-02-13,5.2,V ugm-3 (GRAV EMFAB)
2024-02-14,5.3,V ugm-3 (GRAV EMFAB)
2024-02-15,8.4,V ugm-3 (GRAV EMFAB)
2024-02-16,7.1,V ugm-3 (GRAV EMFAB)
2024-02-17,5.3,V ugm-3 (GRAV EMFAB)
2024-02-18,4.6,V ugm-3 (GRAV EMFAB)
2024-02-19,7.2,V ugm-3 (GRAV EMFAB)
2024-02-20,7.5,V ugm-3 (GRAV EMFAB)
2024-02-21,4.7,V ugm-3 (GRAV EMFAB)
2024-02-22,4,V ugm-3 (GRAV EMFAB)
2024-02-23,5.6,V ugm-3 (GRAV EMFAB)
2024-02-24,9.8,V ugm-3 (GRAV EMFAB)
2024-02-25,12.9,V ugm-3 (GRAV EMFAB)
2024-02-26,3,V ugm-3 (GRAV EMFAB)
2024-02-27,7,V ugm-3 (GRAV EMFAB)
2024-02-28,6.5,V ugm-3 (GRAV EMFAB)
2024-02-29,4.2,V ugm-3 (GRAV EMFAB)
2024-03-01,4.9,V ugm-3 (GRAV EMFAB)
2024-03-02,4,V ugm-3 (GRAV EMFAB)
2024-03-03,9.4,V ugm-3 (GRAV EMFAB)
2024-03-04,7.2,V ugm-3 (GRAV EMFAB)
2024-03-05,5.4,V ugm-3 (GRAV EMFAB)
2024-03-06,21.9,V ugm-3 (GRAV EMFAB)
2024-03-07,30.5,V ugm-3 (GRAV EMFAB)
2024-03-08,26.6,V ugm-3 (GRAV EMFAB)
2024-03-09,13.7,V ugm-3 (GRAV EMFAB)
2024-03-10,15,V ugm-3 (GRAV EMFAB)
2024-03-11,32.3,V ugm-3 (GRAV EMFAB)
2024-03-12,No data,V ugm-3 (GRAV EMFAB)
2024-03-13,No data,V ugm-3 (GRAV EMFAB)
2024-03-14,7,V ugm-3 (GRAV EMFAB)
2024-03-15,7.2,V ugm-3 (GRAV EMFAB)
2024-03-16,5,V ugm-3 (GRAV EMFAB)
2024-03-17,5.6,V ugm-3 (GRAV EMFAB)
2024-03-18,6.1,V ugm-3 (GRAV EMFAB)
2024-03-19,5.1,V ugm-3 (GRAV EMFAB)
2024-03-20,8.5,V ugm-3 (GRAV EMFAB)
2024-03-21,10.4,V ugm-3 (GRAV EMFAB)
2024-03-22,7.4,V ugm-3 (GRAV EMFAB)
2024-03-23,4.3,V ugm-3 (GRAV EMFAB)
2024-03-24,5.7,V ugm-3 (GRAV EMFAB)
2024-03-25,7.6,V ugm-3 (GRAV EMFAB)
2024-03-26,11.2,V ugm-3 (GRAV EMFAB)
2024-03-27,7.3,V ugm-3 (GRAV EMFAB)
2024-03-28,5.2,V ugm-3 (GRAV EMFAB)
2024-03-29,4.1,V ugm-3 (GRAV EMFAB)
2024-03-30,5.4,V ugm-3 (GRAV EMFAB)
2024-03-31,17.4,V ugm-3 (GRAV EMFAB)
2024-04-01,4.7,V ugm-3 (GRAV EMFAB)
2024-04-02,4.4,V ugm-3 (GRAV EMFAB)
2024-04-03,4.3,V ugm-3 (GRAV EMFAB)
2024-04-04,6.2,V ugm-3 (GRAV EMFAB)
2024-04-05,7.2,V ugm-3 (GRAV EMFAB)
2024-04-06,5.9,V ugm-3 (GRAV EMFAB)
2024-04-07,6.4,V ugm-3 (GRAV EMFAB)
2024-04-08,6.2,V ugm-3 (GRAV EMFAB)
2024-04-09,4,V ugm-3 (GRAV EMFAB)
2024-04-10,5,V ugm-3 (GRAV EMFAB)
2024-04-11,5.4,V ugm-3 (GRAV EMFAB)
2024-04-12,6.7,V ugm-3 (GRAV EMFAB)
2024-04-13,6,V ugm-3 (GRAV EMFAB)
2024-04-14,4.6,V ugm-3 (GRAV EMFAB)
2024-04-15,4.3,V ugm-3 (GRAV EMFAB)
2024-04-16,3,V ugm-3 (GRAV EMFAB)
2024-04-17,3.2,V ugm-3 (GRAV EMFAB)
2024-04-18,3.4,V ugm-3 (GRAV EMFAB)
2024-04-19,3.8,V ugm-3 (GRAV EMFAB)
2024-04-20,3.8,V ugm-3 (GRAV EMFAB)
2024-04-21,3.5,V ugm-3 (GRAV EMFAB)
2024-04-22,4.2,V ugm-3 (GRAV EMFAB)
2024-04-23,5.3,V ugm-3 (GRAV EMFAB)
2024-04-24,4.5,V ugm-3 (GRAV EMFAB)
2024-04-25,10.4,V ugm-3 (GRAV EMFAB)
2024-04-26,8.9,V ugm-3 (GRAV EMFAB)
2024-04-27,6.6,V ugm-3 (GRAV EMFAB)
2024-04-28,4.2,V ugm-3 (GRAV EMFAB)
2024-04-29,5.8,V ugm-3 (GRAV EMFAB)
2024-04-30,7.4,V ugm-3 (GRAV EMFAB)
2024-05-01,13.9,V ugm-3 (GRAV EMFAB)
2024-05-02,19.6,V ugm-3 (GRAV EMFAB)
2024-05-03,5.8,V ugm-3 (GRAV EMFAB)
2024-05-04,6.4,V ugm-3 (GRAV EMFAB)
2024-05-05,7.7,V ugm-3 (GRAV EMFAB)
2024-05-06,12.5,V ugm-3 (GRAV EMFAB)
2024-05-07,9.2,V ugm-3 (GRAV EMFAB)
2024-05-08,9.8,V ugm-3 (GRAV EMFAB)
2024-05-09,10.5,V ugm-3 (GRAV EMFAB)
2024-05-10,11.9,V ugm-3 (GRAV EMFAB)
2024-05-11,17,V ugm-3 (GRAV EMFAB)
2024-05-12,12.5,V ugm-3 (GRAV EMFAB)
2024-05-13,8.6,V ugm-3 (GRAV EMFAB)
2024-05-14,7.1,V ugm-3 (GRAV EMFAB)
2024-05-15,7.3,V ugm-3 (GRAV EMFAB)
2024-05-16,11.1,V ugm-3 (GRAV EMFAB)
2024-05-17,6.9,V ugm-3 (GRAV EMFAB)
2024-05-18,10.1,V ugm-3 (GRAV EMFAB)
2024-05-19,11.5,V ugm-3 (GRAV EMFAB)
2024-05-20,9.3,V ugm-3 (GRAV EMFAB)
2024-05-21,9,V ugm-3 (GRAV EMFAB)
2024-05-22,10.7,V ugm-3 (GRAV EMFAB)
2024-05-23,6.1,V ugm-3 (GRAV EMFAB)
2024-05-24,7.1,V ugm-3 (GRAV EMFAB)
2024-05-25,9.1,V ugm-3 (GRAV EMFAB)
2024-05-26,5.1,V ugm-3 (GRAV EMFAB)
2024-05-27,4.1,V ugm-3 (GRAV EMFAB)
2024-05-28,5.3,V ugm-3 (GRAV EMFAB)
2024-05-29,4.8,V ugm-3 (GRAV EMFAB)
2024-05-30,3.2,V ugm-3 (GRAV EMFAB)
2024-05-31,4,V ugm-3 (GRAV EMFAB)
2024-06-01,5.1,V ugm-3 (GRAV EMFAB)
2024-06-02,6.6,V ugm-3 (GRAV EMFAB)
2024-06-03,4.9,V ugm-3 (GRAV EMFAB)
2024-06-04,7.2,V ugm-3 (GRAV EMFAB)
2024-06-05,10.1,V ugm-3 (GRAV EMFAB)
2024-06-06,11.3,V ugm-3 (GRAV EMFAB)
2024-06-07,8.4,V ugm-3 (GRAV EMFAB)
2024-06-08,4.8,V ugm-3 (GRAV EMFAB)
2024-06-09,6.1,V ugm-3 (GRAV EMFAB)
2024-06-10,4.2,V ugm-3 (GRAV EMFAB)
2024-06-11,4.4,V ugm-3 (GRAV EMFAB)
2024-06-12,8.3,V ugm-3 (GRAV EMFAB)
2024-06-13,6.9,V ugm-3 (GRAV EMFAB)
2024-06-14,4.4,V ugm-3 (GRAV EMFAB)
2024-06-15,4.8,V ugm-3 (GRAV EMFAB)
2024-06-16,5.2,V ugm-3 (GRAV EMFAB)
2024-06-17,5.9,V ugm-3 (GRAV EMFAB)
2024-06-18,6,V ugm-3 (GRAV EMFAB)
2024-06-19,4.3,V ugm-3 (GRAV EMFAB)
2024-06-20,5.4,V ugm-3 (GRAV EMFAB)
2024-06-21,8.8,V ugm-3 (GRAV EMFAB)
2024-06-22,5.2,V ugm-3 (GRAV EMFAB)
2024-06-23,6.7,V ugm-3 (GRAV EMFAB)
2024-06-24,8.4,V ugm-3 (GRAV EMFAB)
2024-06-25,10.6,V ugm-3 (GRAV EMFAB)
2024-06-26,12.4,V ugm-3 (GRAV EMFAB)
2024-06-27,9.3,V ugm-3 (GRAV EMFAB)
2024-06-28,6.1,V ugm-3 (GRAV EMFAB)
2024-06-29,5.9,V ugm-3 (GRAV EMFAB)
2024-06-30,4.2,V ugm-3 (GRAV EMFAB)
2024-07-01,4.2,V ugm-3 (GRAV EMFAB)
2024-07-02,5,V ugm-3 (GRAV EMFAB)
2024-07-03,8.1,V ugm-3 (GRAV EMFAB)
2024-07-04,6.8,V ugm-3 (GRAV EMFAB)
2024-07-05,5.1,V ugm-3 (GRAV EMFAB)
2024-07-06,4.5,V ugm-3 (GRAV EMFAB)
2024-07-07,4,V ugm-3 (GRAV EMFAB)
2024-07-08,6.1,V ugm-3 (GRAV EMFAB)
2024-07-09,5.3,V ugm-3 (GRAV EMFAB)
2024-07-10,4,V ugm-3 (GRAV EMFAB)
2024-07-11,5.5,V ugm-3 (GRAV EMFAB)
2024-07-12,4.6,V ugm-3 (GRAV EMFAB)
2024-07-13,5.4,V ugm-3 (GRAV EMFAB)
2024-07-14,6.9,V ugm-3 (GRAV EMFAB)
2024-07-15,7.6,V ugm-3 (GRAV EMFAB)
2024-07-16,9.1,V ugm-3 (GRAV EMFAB)
2024-07-17,8.4,V ugm-3 (GRAV EMFAB)
2024-07-18,8.7,V ugm-3 (GRAV EMFAB)
2024-07-19,11.8,V ugm-3 (GRAV EMFAB)
2024-07-20,6.8,V ugm-3 (GRAV EMFAB)
2024-07-21,4.8,V ugm-3 (GRAV EMFAB)
2024-07-22,6,V ugm-3 (GRAV EMFAB)
2024-07-23,5.6,V ugm-3 (GRAV EMFAB)
2024-07-24,8.4,V ugm-3 (GRAV EMFAB)
2024-07-25,5.2,V ugm-3 (GRAV EMFAB)
2024-07-26,7.4,V ugm-3 (GRAV EMFAB)
2024-07-27,5.8,V ugm-3 (GRAV EMFAB)
2024-07-28,8,V ugm-3 (GRAV EMFAB)
2024-07-29,10.4,V ugm-3 (GRAV EMFAB)
2024-07-30,13.2,V ugm-3 (GRAV EMFAB)
2024-07-31,10.7,V ugm-3 (GRAV EMFAB)
2024-08-01,11.3,V ugm-3 (GRAV EMFAB)
2024-08-02,11.6,V ugm-3 (GRAV EMFAB)
2024-08-03,6.4,V ugm-3 (GRAV EMFAB)
2024-08-04,6.2,V ugm-3 (GRAV EMFAB)
2024-08-05,6.3,V ugm-3 (GRAV EMFAB)
2024-08-06,6.6,V ugm-3 (GRAV EMFAB)
2024-08-07,6.8,V ugm-3 (GRAV EMFAB)
2024-08-08,6.2,V ugm-3 (GRAV EMFAB)
2024-08-09,6.4,V ugm-3 (GRAV EMFAB)
2024-08-10,6.7,V ugm-3 (GRAV EMFAB)
2024-08-11,6.3,V ugm-3 (GRAV EMFAB)
2024-08-12,9.7,V ugm-3 (GRAV EMFAB)
2024-08-13,7,V ugm-3 (GRAV EMFAB)
2024-08-14,7.9,V ugm-3 (GRAV EMFAB)
2024-08-15,No data,V ugm-3 (GRAV EMFAB)
2024-08-16,6.3,V ugm-3 (GRAV EMFAB)
2024-08-17,6.7,V ugm-3 (GRAV EMFAB)
2024-08-18,8.5,V ugm-3 (GRAV EMFAB)
2024-08-19,18.3,V ugm-3 (GRAV EMFAB)
2024-08-20,6.7,V ugm-3 (GRAV EMFAB)
2024-08-21,6.4,V ugm-3 (GRAV EMFAB)
2024-08-22,4.5,V ugm-3 (GRAV EMFAB)
2024-08-23,5.7,V ugm-3 (GRAV EMFAB)
2024-08-24,5.1,V ugm-3 (GRAV EMFAB)
2024-08-25,5.1,V ugm-3 (GRAV EMFAB)
2024-08-26,7.7,V ugm-3 (GRAV EMFAB)
2024-08-27,8.1,V ugm-3 (GRAV EMFAB)
2024-08-28,12.4,V ugm-3 (GRAV EMFAB)
2024-08-29,8.4,V ugm-3 (GRAV EMFAB)
2024-08-30,11.9,V ugm-3 (GRAV EMFAB)
2024-08-31,11.2,V ugm-3 (GRAV EMFAB)
2024-09-01,13.5,V ugm-3 (GRAV EMFAB)
2024-09-02,8.4,V ugm-3 (GRAV EMFAB)
2024-09-03,5.3,V ugm-3 (GRAV EMFAB)
2024-09-04,5.8,V ugm-3 (GRAV EMFAB)
2024-09-05,9.8,V ugm-3 (GRAV EMFAB)
2024-09-06,12.8,V ugm-3 (GRAV EMFAB)
2024-09-07,12.3,V ugm-3 (GRAV EMFAB)
2024-09-08,6.3,V ugm-3 (GRAV EMFAB)
2024-09-09,6.2,V ugm-3 (GRAV EMFAB)
2024-09-10,6.5,V ugm-3 (GRAV EMFAB)
2024-09-11,4.9,V ugm-3 (GRAV EMFAB)
2024-09-12,3.5,V ugm-3 (GRAV EMFAB)
2024-09-13,7.4,V ugm-3 (GRAV EMFAB)
2024-09-14,10.2,V ugm-3 (GRAV EMFAB)
2024-09-15,7.1,V ugm-3 (GRAV EMFAB)
2024-09-16,4.8,V ugm-3 (GRAV EMFAB)
2024-09-17,3.8,V ugm-3 (GRAV EMFAB)
2024-09-18,8.5,V ugm-3 (GRAV EMFAB)
2024-09-19,18.8,V ugm-3 (GRAV EMFAB)
2024-09-20,18.8,V ugm-3 (GRAV EMFAB)
2024-09-21,18.7,V ugm-3 (GRAV EMFAB)
2024-09-22,14.4,V ugm-3 (GRAV EMFAB)
2024-09-23,7.2,V ugm-3 (GRAV EMFAB)
2024-09-24,7.3,V ugm-3 (GRAV EMFAB)
2024-09-25,6.4,V ugm-3 (GRAV EMFAB)
2024-09-26,5.2,V ugm-3 (GRAV EMFAB)
2024-09-27,4.3,V ugm-3 (GRAV EMFAB)
2024-09-28,8.2,V ugm-3 (GRAV EMFAB)
2024-09-29,6.6,V ugm-3 (GRAV EMFAB)
2024-09-30,3.4,V ugm-3 (GRAV EMFAB)
2024-10-01,4.1,V ugm-3 (GRAV EMFAB)
2024-10-02,3.5,V ugm-3 (GRAV EMFAB)
2024-10-03,6.5,V ugm-3 (GRAV EMFAB)
2024-10-04,9.4,V ugm-3 (GRAV EMFAB)
2024-10-05,8.1,V ugm-3 (GRAV EMFAB)
2024-10-06,5,V ugm-3 (GRAV EMFAB)
